gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text	mechanism_class	failure_marker_only	failure_safety_or_prior	failure_no_causal_channel	failure_no_modality	failure_ms_not_fdr	failure_response_absent
FAM3C	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.391903327619989	0.005800278731405	0.8344760564031432	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
GABARAPL2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3604331917307011	0.0134263329877197	0.8372898579012464	2	Crohn disease;Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
GLCE	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4473190480457791	0.0400436591572146	0.8573807218486817	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
HLA-B	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2749063406543381	0.0266817350521595	0.8472374898464006	2	Sjogren syndrome;type 1 diabetes mellitus	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	True	True
ISOC1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.722863156047655	0.0115763073876203	0.8349413280632139	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
ITGB1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5509754974271779	0.026255446122456	0.8472374898464006	2	Crohn disease;psoriasis	0	0	0	0	False	    	adhesion_matrix	False	False	True	True	True	True
LYST	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2753048913918388	0.0231677538025387	0.8472374898464006	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
METTL13	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4922859003121509	0.0167901272199619	0.8372898579012464	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
MLPH	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	2.785988307957086	0.0181962071597829	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
MMADHC	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4823989939429882	0.0184810454366374	0.8372898579012464	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
MRPL30	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3888939702781115	0.0371187266024739	0.8506970233122761	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	intracellular_housekeeping	False	False	True	True	True	True
MYO1E	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.734169001489299	0.0156836722182292	0.8372898579012464	2	Crohn disease;psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
NACA	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2957383501123178	0.0298899635027613	0.8506970233122761	2	Sjogren syndrome;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
NOL11	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4184031704710111	0.0382450848616024	0.8515944163257619	2	Crohn disease;psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
NPM1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2937217029165158	0.0334911629215196	0.8506970233122761	2	Sjogren syndrome;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
OSBPL8	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5483805628462051	0.0090623274239175	0.8349413280632139	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
PMEPA1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5838185915048406	0.0383364666407546	0.8515944163257619	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
POT1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.490668209160841	0.0092511106832238	0.8349413280632139	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
RASAL2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4877879775601794	0.015488687466045	0.8372898579012464	2	psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
RC3H2	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.6714265510560322	0.0037093870033448	0.8344760564031432	2	Crohn disease;psoriasis	0	0	0	0	False	    	other	False	False	True	True	True	True
SET	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.2538505157949657	0.0030861408586339	0.8344760564031432	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
SGK3	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.5524870707694998	0.0140757316501568	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
SMS	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.4863409154464726	0.0434787704877416	0.8665399879407999	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
STARD10	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	1.338228658744848	0.0027910892871222	0.8344760564031432	2	Crohn disease;Sjogren syndrome	0	0	0	0	False	    	other	False	False	True	True	True	True
TUBB6	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	1.0664737030458395	0.0254599328982857	0.8472374898464006	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
TUBD1	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.9441354600739302	0.0373413228846357	0.8506970233122761	2	Crohn disease;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
VEZT	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3488620815827019	0.0059595754255308	0.8344760564031432	2	type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
XPOT	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.3949785947730522	0.0188527386901945	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
YIPF5	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.7423785081560563	0.0154405013092135	0.8372898579012464	2	Crohn disease;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	True	True
ZNF557	NO_GO_FRESH_SCAN	2.4	1	True	False	False	False	False	False	0.8440471562712748	0.0436110464533341	0.8665399879407999	2	psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	True	True
AGRN	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1994784498572919	0.5354048479004957	0.9369525137394764	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ANGPTL4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2766540208550863	0.777588841282817	0.9737243919138366	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
AP2B1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1143865331231861	0.3967725673770887	0.9157809859344704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
APOL1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1201588560224085	0.5940095372095473	0.9466965949245808	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ARHGEF28	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3380808950063811	0.7429489642671361	0.96979071939984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ASL	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.321226334266484	0.2727488139944647	0.9049965616313804	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ASPM	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.3638286692250996	0.2047101795475818	0.8993702893651148	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	False	True
ATOX1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.5235633697570927	0.5641167566536998	0.9421446607973148	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
BATF2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.4663532045609768	0.0465999150990571	0.8744776374054363	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  candidate lacks direct perturbation or model support 	other	False	False	True	True	False	True
BCL2L14	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
BICD1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1223308019576796	0.8499182945895195	0.9769977513666154	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
C1QTNF1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2172605175146804	0.8642634636230562	0.9801638168834976	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
C4ORF46	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CAPZA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0475030377449154	0.734525172997871	0.9693303715651268	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CARD10	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0547600261905163	0.9549672277146972	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CASP10	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.249366701816033	0.2063174319242694	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  candidate lacks direct perturbation or model support 	other	False	False	True	True	False	True
CASP4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2066862758954002	0.4927047679399916	0.9271619615463814	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CASP8	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3627815685608038	0.0737162362572369	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	other	False	False	True	True	False	True
CCL19	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.29003978913952	0.3974902111744002	0.9157809859344704	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	chemokine_neutrophil	False	False	True	True	False	True
CD24	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3131457372415891	0.79096128985077	0.9747766810218778	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CDC42EP1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6598454097801811	0.3996904789448396	0.9157809859344704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CFB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.9822682065524936	0.2868607768107353	0.9055783835864206	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CFP	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-2.298076006660539	0.0364971261630132	0.8506970233122761	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CHD1L	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0838461236310266	0.6083300433712847	0.9476308467322015	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CKLF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0498404644382599	0.8196714074505087	0.9761732664217524	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
COL4A1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1822153154682535	0.8835701022678253	0.984156675655436	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	secreted_remodeling	False	False	True	True	False	True
COL4A2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5459652149974854	0.4263295541224172	0.9195199515584406	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	secreted_remodeling	False	False	True	True	False	True
COX7A2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1753693830366742	0.3925186644961553	0.9157809859344704	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
COX7B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.336284974580872	0.3849065929257884	0.9141270983319502	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CSTA	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.6468373545907893	0.4000386986563147	0.9157809859344704	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
CTSC	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0104805143281527	0.9460810317140338	0.9944057947422876	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	lysosomal_protease	False	False	True	True	False	True
CYTOR	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DBI	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3206064424724584	0.1791727003295389	0.8993702893651148	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DDAH1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.4185644125606291	0.7856821149198733	0.9745041645639924	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DDIT4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2457619189268136	0.4286369433632368	0.9195199515584406	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DDX39A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2536254050302382	0.2501673335954121	0.9004758652001262	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DENND2D	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.23284797395325	0.5132071050995565	0.9333944066040598	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DNAJB11	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.527981077152857	0.1109266021735256	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DUSP6	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2379508353827084	0.4679174433060951	0.9239963547089984	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
DYNLT1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0988216463745192	0.7211931205756285	0.9677414401546712	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
EPS8L1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.046997051715743	0.1655598038500068	0.8989378106274888	4	Sjogren syndrome;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
EPSTI1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.4425534478541948	0.1545660129526676	0.8989378106274888	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	False	True
ESCO2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.6111340072242708	0.6073267920045339	0.9473423366873376	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
FKBP1A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.3348545094591504	0.2385454869670045	0.9004758652001262	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
GALE	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.0780208820228463	0.2144225112003847	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
GOLT1B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1829471381030103	0.3453990585708625	0.9141270983319502	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
GPX2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.5707501698055557	0.0453220159509071	0.8720558158456704	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
GYS1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1933553648236436	0.4565431819290166	0.9236315051718146	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
HLA-DMA	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2126620284251732	0.2606019417088906	0.9049965616313804	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
HLA-DMB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1259803949746825	0.6648851015588776	0.9565589890801192	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
HOPX	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.3877143880589893	0.5430721972817008	0.9390010612097776	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
HSPG2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.9546932008932972	0.3187159992688665	0.9120391943246274	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
IDO1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0	1.0	1.0	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
IFI16	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1455706960923652	0.4127338050377425	0.9182855687364296	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	  NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 	ifn_antigen_processing	False	False	True	True	False	True
IFT43	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1897444533074441	0.4658323993028715	0.9239963547089984	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
IL23A	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.6573316951945598	0.0916123649390088	0.8989378106274888	4	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
ITGA2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5077457401179997	0.1447926777202628	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	False	False	True	True	False	True
ITGA5	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1818483762333631	0.4332880175719348	0.9199785395838066	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	False	False	True	True	False	True
ITGB4	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.3797347469240266	0.1442983736782742	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	adhesion_matrix	False	False	True	True	False	True
KCNJ2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0024263976862091	0.9930959415390695	0.9992380443970746	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
KYNU	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0567426647334272	0.8832960580858076	0.984156675655436	4	Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
LAMB3	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.2487970571570184	0.8485205641188109	0.9766943345271908	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
LRG1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.2380702563143817	0.6702536111918803	0.9586149392782212	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
LTF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-3.3124210879584215	0.0043608765942223	0.8344760564031432	4	Crohn disease;Sjogren syndrome;psoriasis;type 1 diabetes mellitus	0	0	0	0	False	    	other	False	False	True	True	False	True
LYPLA1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0022955277659946	0.9912163477850076	0.9992380443970746	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MAGIX	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5739478296305318	0.4787906548422233	0.926038761164836	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MAGOHB	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1247308793297978	0.6937139762437037	0.9646161727383372	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
METAP1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.1760880236986839	0.5494103314772019	0.9390010612097776	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	ifn_antigen_processing	False	False	True	True	False	True
MMP15	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-1.812501370281954	0.0728459543548149	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	secreted_remodeling	False	False	True	True	False	True
MMP7	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	1.836134503047833	0.1901690746366625	0.8993702893651148	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	secreted_remodeling	False	False	True	True	False	True
MOB3B	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0276495030161427	0.9558863220247624	0.995447887770418	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MPHOSPH6	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.5952492354373149	0.1685973390358947	0.8989378106274888	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MRRF	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.0330657323349967	0.8851391554235607	0.9842134382901514	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MSRB1	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0476228372838241	0.8145296396169516	0.9761732664217524	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MTHFD2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	0.0461599204982174	0.8145219094018459	0.9761732664217524	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
MYD88	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.389201776886912	0.0319927545594391	0.8506970233122761	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
NMI	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.1366878120920951	0.5370361570982254	0.9373514284920804	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
NPTX2	NO_GO_FRESH_SCAN	2.3	1	False	True	False	False	False	False	-0.4108580115732154	0.6770693013211236	0.9604606324595966	4	Crohn disease;psoriasis;type 1 diabetes mellitus;ulcerative colitis	0	0	0	0	False	    	other	False	False	True	True	False	True
