dataset	organism	contrast	gene	case_column	control_column	log2fc	p	fdr	note
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	HSPA1B	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-1.8586967511436696			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	IFI30	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-0.8285537391368831			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	IFIT1	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-3.130361539685466			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	IRF1	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-2.0533504220654635			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	ISG15	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-2.3626887545909305			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	JUN	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-0.5171329723740126			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	KLF6	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-1.5452603569085834			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	RFX5	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-0.350979765235917			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_rux_LPS6H_vs_D4_IFNy_LPS6H	STAT1	D4_IFNy_rux_LPS6H	D4_IFNy_LPS6H	-1.6354631236333965			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	ATF4	D4_IFNy_LPS0H	D4_PBS_LPS0H	1.0252681610618186			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	BAX	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.817264337816324			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	CASP3	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.5632359408210261			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	CD74	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.8141669986063143			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	CIITA	D4_IFNy_LPS0H	D4_PBS_LPS0H	1.558428544767776			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	CTSS	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.07454796654251972			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	CXCL10	D4_IFNy_LPS0H	D4_PBS_LPS0H	3.8088492290674836			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	DDIT3	D4_IFNy_LPS0H	D4_PBS_LPS0H	1.063603209440477			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	DNAJB1	D4_IFNy_LPS0H	D4_PBS_LPS0H	-0.2255582022874254			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	FOS	D4_IFNy_LPS0H	D4_PBS_LPS0H	-1.2701632969744496			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	GADD45A	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.5877678951984726			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	GBP1	D4_IFNy_LPS0H	D4_PBS_LPS0H	4.80107409135781			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DMA	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.91036632853125			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DMB	D4_IFNy_LPS0H	D4_PBS_LPS0H	1.1030462139284953			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DPA1	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.7331532158232932			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DPB1	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.7426891792082326			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DQA1	D4_IFNy_LPS0H	D4_PBS_LPS0H	1.2357863549085497			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DQB1	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.9365846065470942			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DRA	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.6262573320958111			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HLA-DRB1	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.7685998447501685			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HMOX1	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.2581965055696429			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HSP90AA1	D4_IFNy_LPS0H	D4_PBS_LPS0H	-0.3542799108403294			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HSPA1A	D4_IFNy_LPS0H	D4_PBS_LPS0H	-0.6262171524540987			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	HSPA1B	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.4486085543837235			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	IFI30	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.510451596426007			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	IFIT1	D4_IFNy_LPS0H	D4_PBS_LPS0H	3.1348045562003852			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	IRF1	D4_IFNy_LPS0H	D4_PBS_LPS0H	3.9956914298493222			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	ISG15	D4_IFNy_LPS0H	D4_PBS_LPS0H	2.84037017337574			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	JUN	D4_IFNy_LPS0H	D4_PBS_LPS0H	-0.19885551074318908			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	KLF6	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.6085407699520076			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	RFX5	D4_IFNy_LPS0H	D4_PBS_LPS0H	0.6491052554289469			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D4_IFNy_LPS0H_vs_D4_PBS_LPS0H	STAT1	D4_IFNy_LPS0H	D4_PBS_LPS0H	3.3491840910985804			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	ATF4	D0_IFNy_8H	D0_unstim	0.3939465048961308			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	BAX	D0_IFNy_8H	D0_unstim	-0.9472557309077896			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	CASP3	D0_IFNy_8H	D0_unstim	0.7940753267434735			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	CD74	D0_IFNy_8H	D0_unstim	0.00911044655412141			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	CIITA	D0_IFNy_8H	D0_unstim	-0.4601421677471702			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	CTSS	D0_IFNy_8H	D0_unstim	0.2004444438512767			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	CXCL10	D0_IFNy_8H	D0_unstim	8.279793061430786			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	DDIT3	D0_IFNy_8H	D0_unstim	0.5470494883369392			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	DNAJB1	D0_IFNy_8H	D0_unstim	-1.046305172760798			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	FOS	D0_IFNy_8H	D0_unstim	-3.1640929348350744			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	GADD45A	D0_IFNy_8H	D0_unstim	-0.6675688425647746			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	GBP1	D0_IFNy_8H	D0_unstim	4.402395611528778			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DMA	D0_IFNy_8H	D0_unstim	-0.4681772749904365			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DMB	D0_IFNy_8H	D0_unstim	-1.0137126832688814			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DPA1	D0_IFNy_8H	D0_unstim	-0.0903994900877727			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DPB1	D0_IFNy_8H	D0_unstim	-0.1386790827853286			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DQA1	D0_IFNy_8H	D0_unstim	0.047347503819510806			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DQB1	D0_IFNy_8H	D0_unstim	-0.3130500283280728			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DRA	D0_IFNy_8H	D0_unstim	0.11570316742524334			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HLA-DRB1	D0_IFNy_8H	D0_unstim	0.061258444053960304			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HMOX1	D0_IFNy_8H	D0_unstim	-0.9319797919141859			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HSP90AA1	D0_IFNy_8H	D0_unstim	-0.2550941200125205			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HSPA1A	D0_IFNy_8H	D0_unstim	0.8362537438374389			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	HSPA1B	D0_IFNy_8H	D0_unstim	0.7744469279666433			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	IFI30	D0_IFNy_8H	D0_unstim	0.5432165000993501			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	IFIT1	D0_IFNy_8H	D0_unstim	5.672004390926589			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	IRF1	D0_IFNy_8H	D0_unstim	1.7856302476920103			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	ISG15	D0_IFNy_8H	D0_unstim	5.877833337075953			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	JUN	D0_IFNy_8H	D0_unstim	0.4251278294909868			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	KLF6	D0_IFNy_8H	D0_unstim	1.127390197112387			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	RFX5	D0_IFNy_8H	D0_unstim	-0.047627297253177936			single processed CPM column per condition/timepoint; descriptive only
GSE294918	Homo sapiens	D0_IFNy_8H_vs_D0_unstim	STAT1	D0_IFNy_8H	D0_unstim	0.4029758755231292			single processed CPM column per condition/timepoint; descriptive only
