pert_id	compound	target	moa	mechanism_class	call	passed_gates	gate_count	failed_gates	n_opposite_queries	opposite_queries	best_opposite_rank	min_opposite_qval	max_opposite_abs_score	wave24_call	wave24_blocker	promotion_gate
BRD-A97833537	EMF-sumo1-1	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	35	1.0	3.923610386835772	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K88429204	pyrimethamine	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	18	1.0	3.875496799881182	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A41451487	PK-11195	TSPO	Benzodiazepine receptor antagonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	20	1.0	3.809436687677312	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K05979026	BRD-K05979026	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	22	1.0	3.6878730755483815	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K06765193	BRD-K06765193	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	49	1.0	3.666290806857565	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A95513702	BRD-A95513702	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	38	1.0	3.625938528279733	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A18917088	estradiol	ESR1	Estrogen receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	28	1.0	3.606388785355509	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-A14985772	L-ascorbyl-6-palmitate	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	27	1.0	3.4951130708215055	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K56287385	ST-001903	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	17	1.0	3.4813378860617656	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K14920963	erythrosine	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	44	1.0	3.309945952257819	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A09828896	SKF-81297	DRD1	Dopamine receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	40	1.0	3.290981219039527	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K37340241	BRD-K37340241	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	41	1.0	3.2650780920492837	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A09719808	BRD-A09719808	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	known_target;recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant	1	gse111972_ms_wm_full_top150	42	1.0	3.2389080756887827	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K54256913	MK-1775	WEE1	WEE1 kinase inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	50	1.0	3.20450167134544	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K49865102	PD-0325901	MAP2K1	MEK inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	45	1.0	3.014990717673959	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K85402309	dovitinib	EGFR	EGFR inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	5	9	recurrent_reversal;selective_vs_generic_ifn;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	43	1.0	2.9961115236899127	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K81473043	tanespimycin	HSP90AA1	HSP inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	recurrent_reversal;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	mif_cd74_receptor_state	4	3.08543314439944e-07	17.240524709404088	NO_GO	high-risk cytotoxic/steroid/stress compound	NO_GO
BRD-A26595446	BRD-A26595446	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant	1	ifn_lysosomal_apc_state	6	4.71443193564889e-06	13.819174896091129	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K61829047	7b-cis	XPO1	Exportin antagonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	15	8.83733908701768e-06	13.736165540626429	NO_GO	oncology/cell-cycle/stress target XPO1	NO_GO
BRD-K64890080	BI-2536	PLK1	PLK inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	not_contradicted_by_similar;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	8	4.88465195996193e-06	12.76715642196588	NO_GO	oncology/cell-cycle/stress target PLK1	NO_GO
BRD-K30351863	BRD-K30351863	APEX1	APEX inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	22	9.03442048884882e-06	12.737656901802026	NO_GO	oncology/cell-cycle/stress target APEX1	NO_GO
BRD-A19500257	geldanamycin	HSP90AA1	HSP inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	recurrent_reversal;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	mif_cd74_receptor_state	40	8.83733908701768e-06	12.236705548981242	NO_GO	oncology/cell-cycle/stress target HSP90AA1	NO_GO
BRD-K51556300	BRD-K51556300	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;mechanism_class_relevant	1	mif_cd74_receptor_state	17	9.07597147335517e-06	11.859543436485025	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-A72596465	GW-6471	PPARA	PPAR receptor antagonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	26	8.83733908701768e-06	11.843640608571592	NO_GO_PRIOR	generic/prior-art inflammatory target PPARA	NO_GO
BRD-K98004941	BRD-K98004941	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant	1	ifn_lysosomal_apc_state	37	5.87567820342275e-05	11.340132053438738	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K36529613	PU-H71	HSP90AA1	HSP inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	gse111972_ms_wm_full_top150;mif_cd74_receptor_state	47	0.0002426697405796	9.220179856098763	NO_GO	oncology/cell-cycle/stress target HSP90AA1	NO_GO
BRD-K10057859	BRD-K10057859	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant	1	ifn_lysosomal_apc_state	46	0.0005871982494016	9.102088340715255	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K71430621	clobenpropit	HRH3	Histamine receptor antagonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;promotion_gate_open	1	ifn_lysosomal_apc_state	42	0.0005871982494016	8.601527641099688	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-K72615639	BRD-K72615639	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;mechanism_class_relevant	1	ifn_lysosomal_apc_state	45	0.0005926926022302	8.341930059421376	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K60230970	MG-132	PSMB1	Proteasome inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	4	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;promotion_gate_open	1	gse111972_ms_wm_full_top150	16	0.843182058232008	5.206287510626712	PARK_REVIEW	non-obvious target requires prior-art and safety review	NO_GO
BRD-A39996500	radicicol	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	known_target;not_contradicted_by_similar;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	5	3.08543314439944e-07	16.313147964173787	NO_GO	high-risk cytotoxic/steroid/stress compound	NO_GO
BRD-K30296925	flavokavain-b	IKBKB	Anti-cancer agent		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	2	ifn_lysosomal_apc_state;mif_cd74_receptor_state	12	4.71443193564889e-06	14.66526833992302	NO_GO	oncology/cell-cycle/stress target IKBKB	NO_GO
BRD-K20168484	BRD-K20168484	ALOX5AP	Lipoxygenase inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	mif_cd74_receptor_state	9	8.83733908701768e-06	13.094051648830566	NO_GO_PRIOR	generic/prior-art inflammatory target ALOX5AP	NO_GO
BRD-K03736784	BRD-K03736784	nan			NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;not_generic_prior_bucket;mechanism_class_relevant	1	ifn_lysosomal_apc_state	48	0.0005871982494016	8.761729949925737	PARK_UNKNOWN	unresolved target/MOA; cannot nominate without deconvolution	PARK_UNKNOWN_ONLY
BRD-K88378636	withaferin-a	NAMPT	IKK inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	2	0.596745389998244	6.217142808229098	NO_GO	high-risk cytotoxic/steroid/stress compound	NO_GO
BRD-A47513740	calyculin	PPP1CA	Protein phosphatase inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	12	0.800757396434433	5.864511375214246	NO_GO	oncology/cell-cycle/stress target PPP1CA	NO_GO
BRD-K89329876	BRD-K89329876	KIF11	Kinesin inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	5	0.74950198399974	5.727363806201572	NO_GO	oncology/cell-cycle/stress target KIF11	NO_GO
BRD-K06426971	ryuvidine	CDK4	Histone lysine methyltransferase inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	6	0.768581834015827	5.252295932848271	NO_GO	oncology/cell-cycle/stress target CDK4	NO_GO
BRD-A06352508	SB-218078	CHEK1	CHK inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	9	0.869167133307089	4.890005052864237	NO_GO	oncology/cell-cycle/stress target CHEK1	NO_GO
BRD-A56359832	zileuton	ALOX5	Leukotriene inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	32	1.0	3.905339840221639	NO_GO_PRIOR	generic/prior-art inflammatory target ALOX5	NO_GO
BRD-K48935217	epothilone	TUBB	Microtubule inhibitor		NO_REOPEN_L1000_UPSTREAM_REGULATOR	3	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	39	1.0	3.210923676905257	NO_GO	oncology/cell-cycle/stress target TUBB	NO_GO
BRD-A01346607	flumetasone	NR3C1	Glucocorticoid receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	2	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	11	0.805603902146875	5.690286336193343	NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	NO_GO
BRD-K38775274	dexamethasone	NR3C1	Glucocorticoid receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	2	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	15	0.879621510318152	4.628704135749876	NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	NO_GO
BRD-K14791739	fluticasone	NR3C1	Glucocorticoid receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	2	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	14	0.988109102987716	4.295545639855284	NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	NO_GO
BRD-A93424738	dexamethasone-acetate	NR3C1	Corticosteroid agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	2	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	33	1.0	3.781254946402984	NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	NO_GO
BRD-A35108200	dexamethasone	NR3C1	Glucocorticoid receptor agonist		NO_REOPEN_L1000_UPSTREAM_REGULATOR	2	9	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open	1	gse111972_ms_wm_full_top150	26	1.0	3.5997912158887857	NO_GO_PRIOR	generic/prior-art inflammatory target NR3C1	NO_GO
