entity	modality	source_file	evidence_label	p_value	effect	direction	status	note	used_for_joint_model	has_p_value
complement_phagocytosis__lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__lysosomal_apc	0.0031095563329446	0.6599999999999999	-1	not_supported	replicated_modalities=1	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__lysosomal_apc	0.0031095563329446	0.6599999999999999	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
complement_phagocytosis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
complement_phagocytosis__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mif_cd74_receptor_state	0.7319417214469689	0.0869565217391304	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mixscale_validated_ifng_readout	0.3351657504581042	0.2452173913043478	-1	not_supported	replicated_modalities=0	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mixscale_validated_ifng_readout	0.3351657504581042	0.2452173913043478	-1	not_supported	replicated_modalities=0	True	True
complement_phagocytosis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mixscale_validated_ifng_readout	0.3351657504581042	0.2452173913043478	-1	not_supported	replicated_modalities=0	True	True
complement_phagocytosis__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mixscale_validated_ifng_readout	0.3351657504581042	0.2452173913043478	-1	not_supported	replicated_modalities=0	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	complement_phagocytosis__mixscale_validated_ifng_readout	0.3351657504581042	0.2452173913043478	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic__hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__hla_ii_apc	0.0050883649084548	0.5747826086956522	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic__ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__ifn_apc	0.0019990004997501	0.7104347826086955	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lipid_loader_repair	0.6191904047976012	0.1330434782608695	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lipid_loader_repair	0.6191904047976012	0.1330434782608695	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic__lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lipid_loader_repair	0.6191904047976012	0.1330434782608695	-1	not_supported	replicated_modalities=0	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lipid_loader_repair	0.6191904047976012	0.1330434782608695	-1	not_supported	replicated_modalities=0	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lipid_loader_repair	0.6191904047976012	0.1330434782608695	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lysosomal_apc	0.0050883649084548	0.62	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lysosomal_apc	0.0050883649084548	0.62	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic__lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lysosomal_apc	0.0050883649084548	0.62	-1	not_supported	replicated_modalities=1	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lysosomal_apc	0.0050883649084548	0.62	-1	not_supported	replicated_modalities=1	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__lysosomal_apc	0.0050883649084548	0.62	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
hif_nampt_metabolic__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mif_cd74_receptor_state	0.3148425787106446	0.2539130434782608	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.0019990004997501	0.6539130434782607	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.0019990004997501	0.6539130434782607	-1	not_supported	replicated_modalities=1	True	True
hif_nampt_metabolic__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.0019990004997501	0.6539130434782607	-1	not_supported	replicated_modalities=1	True	True
metabolic_sterol	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.0019990004997501	0.6539130434782607	-1	not_supported	replicated_modalities=1	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hif_nampt_metabolic__mixscale_validated_ifng_readout	0.0019990004997501	0.6539130434782607	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.0019990004997501	0.8347826086956521	1	supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.0019990004997501	0.8347826086956521	1	supported	replicated_modalities=2	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.0019990004997501	0.8347826086956521	1	supported	replicated_modalities=2	True	True
hla_ii_apc__ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.0019990004997501	0.8347826086956521	1	supported	replicated_modalities=2	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__ifn_apc	0.0019990004997501	0.8347826086956521	1	supported	replicated_modalities=2	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
hla_ii_apc__lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lipid_loader_repair	0.5469992276588979	0.177391304347826	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.0962018990504747	0.4078260869565216	1	supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.0962018990504747	0.4078260869565216	1	supported	replicated_modalities=2	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.0962018990504747	0.4078260869565216	1	supported	replicated_modalities=2	True	True
hla_ii_apc__lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.0962018990504747	0.4078260869565216	1	supported	replicated_modalities=2	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__lysosomal_apc	0.0962018990504747	0.4078260869565216	1	supported	replicated_modalities=2	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
hla_ii_apc__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mif_cd74_receptor_state	0.0019990004997501	0.7582608695652173	1	supported	replicated_modalities=4	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.8182608695652173	1	supported	replicated_modalities=2	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.8182608695652173	1	supported	replicated_modalities=2	True	True
hla_ii_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.8182608695652173	1	supported	replicated_modalities=2	True	True
hla_ii_apc__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.8182608695652173	1	supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	hla_ii_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.8182608695652173	1	supported	replicated_modalities=2	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
ifn_apc__lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lipid_loader_repair	0.7242778610694652	0.0956521739130434	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.0182985430361742	0.5339130434782609	1	supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.0182985430361742	0.5339130434782609	1	supported	replicated_modalities=3	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.0182985430361742	0.5339130434782609	1	supported	replicated_modalities=3	True	True
ifn_apc__lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.0182985430361742	0.5339130434782609	1	supported	replicated_modalities=3	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__lysosomal_apc	0.0182985430361742	0.5339130434782609	1	supported	replicated_modalities=3	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
ifn_apc__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mif_cd74_receptor_state	0.0081625853739796	0.646086956521739	1	supported	replicated_modalities=3	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.9617391304347824	1	supported	replicated_modalities=3	True	True
apc_hla_ifn_monitoring	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.9617391304347824	1	supported	replicated_modalities=3	True	True
ifn_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.9617391304347824	1	supported	replicated_modalities=3	True	True
ifn_apc__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.9617391304347824	1	supported	replicated_modalities=3	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	ifn_apc__mixscale_validated_ifng_readout	0.0019990004997501	0.9617391304347824	1	supported	replicated_modalities=3	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.0962018990504747	0.3930434782608695	1	supported	replicated_modalities=2	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.0962018990504747	0.3930434782608695	1	supported	replicated_modalities=2	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.0962018990504747	0.3930434782608695	1	supported	replicated_modalities=2	True	True
lipid_loader_repair__lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.0962018990504747	0.3930434782608695	1	supported	replicated_modalities=2	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__lysosomal_apc	0.0962018990504747	0.3930434782608695	1	supported	replicated_modalities=2	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
lipid_loader_repair__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mif_cd74_receptor_state	0.5688460117767203	0.1556521739130434	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.822477650063857	0.0565217391304347	-1	not_supported	replicated_modalities=1	True	True
complement_lipid_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.822477650063857	0.0565217391304347	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.822477650063857	0.0565217391304347	-1	not_supported	replicated_modalities=1	True	True
lipid_loader_repair__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.822477650063857	0.0565217391304347	-1	not_supported	replicated_modalities=1	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lipid_loader_repair__mixscale_validated_ifng_readout	0.822477650063857	0.0565217391304347	-1	not_supported	replicated_modalities=1	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.912543728135932	0.0260869565217391	-1	not_supported	replicated_modalities=0	True	True
coupled_apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.912543728135932	0.0260869565217391	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.912543728135932	0.0260869565217391	-1	not_supported	replicated_modalities=0	True	True
lysosomal_apc__mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.912543728135932	0.0260869565217391	-1	not_supported	replicated_modalities=0	True	True
mif_cd74_receptor_state	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mif_cd74_receptor_state	0.912543728135932	0.0260869565217391	-1	not_supported	replicated_modalities=0	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.032983508245877	0.5165217391304348	1	supported	replicated_modalities=2	True	True
lysosomal_apc	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.032983508245877	0.5165217391304348	1	supported	replicated_modalities=2	True	True
lysosomal_apc__mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.032983508245877	0.5165217391304348	1	supported	replicated_modalities=2	True	True
mixscale_validated_ifng_readout	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	lysosomal_apc__mixscale_validated_ifng_readout	0.032983508245877	0.5165217391304348	1	supported	replicated_modalities=2	True	True
apc_axis	treatment_pharmacodynamic	analysis/v26_deep_structure/workstream_b_module_dependencies.tsv	mif_cd74_receptor_state__mixscale_validated_ifng_readout	0.0031095563329446	0.6626086956521738	1	supported	replicated_modalities=2	True	True
