candidate	source	query	search_url	api_url	raw_file	status	count_or_signal	top_hits
IL15	ClinicalTrials.gov	"(IL15 OR ""IL-15"" OR ""interleukin 15"")"	https://clinicaltrials.gov/search?term=%28IL15+OR+%22IL-15%22+OR+%22interleukin+15%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28IL15+OR+%22IL-15%22+OR+%22interleukin+15%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_IL15.json	200	5	NCT07553390 | NOT_YET_RECRUITING | Breast Cancer | Phase 1b Study Of TRICK-NK In Combination With T-Dxd In Treatment-Refractory Breast Cancers; NCT03683147 | COMPLETED | Stage IV Breast Cancer | Mindfulness-Based Stress Reduction in Helping Participants With Metastatic Breast Cancer; NCT02138734 | ACTIVE_NOT_RECRUITING | Non-muscle Invasive Bladder Cancer | A Study of Intravesical BCG in Combination With ALT-803 in Patients With Non-Muscle Invasive Bladder Cancer; NCT03563157 | TERMINATED | Colorectal Cancer Metastatic, mCRC | QUILT 3.071: NANT Colorectal Cancer (CRC) Vaccine; NCT06418295 | NOT_YET_RECRUITING | Chronic Post Operative Pain | Cytokine Alterations and Chronic Post-Surgical Pain
IL15	Google Patents	"(IL15 OR ""IL-15"" OR ""interleukin 15"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28IL15+OR+%22IL-15%22+OR+%22interleukin+15%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28IL15+OR+%22IL-15%22+OR+%22interleukin+15%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_IL15.html	200	5	HTML saved; result-count not parsed
IL15	ChEMBL	IL15	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4106128/	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=IL15	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_IL15.json	200	CHEMBL4106128:108;CHEMBL3712954:51;CHEMBL4665586:0	CHEMBL4106128 | IL15-IL15 receptor | Homo sapiens | PROTEIN-PROTEIN INTERACTION; CHEMBL3712954 | Interleukin-15 | Homo sapiens | SINGLE PROTEIN; CHEMBL4879439 | Interleukin-15 | Mus musculus | SINGLE PROTEIN; CHEMBL4665586 | Interleukin-21 | Homo sapiens | SINGLE PROTEIN; CHEMBL4665592 | Interleukin-15 receptor | Homo sapiens | PROTEIN COMPLEX
IL15	UniProt	(gene_exact:IL15) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3AIL15%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3AIL15%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_IL15.json	200	1	P40933 | IL15 | Interleukin-15
CD82	PubMed	"(CD82[Title/Abstract] OR KAI1[Title/Abstract] OR ""tetraspanin 27""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28CD82%5BTitle%2FAbstract%5D+OR+KAI1%5BTitle%2FAbstract%5D+OR+%22tetraspanin+27%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28CD82%5BTitle%2FAbstract%5D+OR+KAI1%5BTitle%2FAbstract%5D+OR+%22tetraspanin+27%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_CD82.json	200	34	PMID:40731107; PMID:31408613; PMID:40896540; PMID:29980577; PMID:40299574
CD82	Europe PMC	"(CD82 OR KAI1 OR ""tetraspanin 27"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_CD82.json	200	2513	PMID:41096634;DOI:10.3390/ijms26199365 | 2025 | Int J Mol Sci | Special Issue: Autoimmune Diseases: A Swing Dance of Immune Cells.; PMID:41895287;DOI:10.1016/j.xcrm.2026.102703 | 2026 | Cell Rep Med | Multi-omics reveal vitamin D regulation of immune-gut microbiome interactions and tolerogenic pathways in inflammatory bowel disease.; PMID:42040173;DOI:10.3390/lymphatics4010001 | 2026 | Lymphatics | Pancreatic Lymphatics in Health and Disease: Evolution, Embryology, and Neural Control.; PMID:40731107;DOI:10.1038/s44161-025-00686-2 | 2025 | Nat Cardiovasc Res | Tetraspanin-enriched membrane domains regulate vascular leakage by altering membrane cholesterol accessibility to balance antagonistic GTPas; PMID:40396297;DOI:10.2174/0115665240371789250425113320 | 2025 | Curr Mol Med | CD82 Methylation Patterns in Inflammatory Arthritis and their Clinical Association with Hypertension in Rheumatoid Arthritis.
CD82	Europe PMC preprints	"(CD82 OR KAI1 OR ""tetraspanin 27"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_CD82.json	200	9	DOI:10.2139/ssrn.3885240 | 2021 | PPR | Maturation Trajectories and Transcriptional Landscape of Plasmablasts and Autoreactive B Cells in COVID-19; DOI:10.1101/2024.12.10.627805 | 2024 | PPR | Enhancer lncRNA LOC730338 modulates BCR signaling and immune evasion in lymphoma by regulating RNA homeostasis; DOI:10.1101/2022.12.19.521064 | 2022 | PPR | Different B cell activation patterns in asymptomatic and symptomatic COVID-19 patients; DOI:10.1101/2022.10.25.513771 | 2022 | PPR | Proximity-dependent labeling identifies dendritic cells that drive the tumor-specific CD4  <sup>+</sup>  T cell response; DOI:10.1101/2024.11.20.624470 | 2024 | PPR | Intrinsic and extrinsic mechanisms alter neural cell fate specification in EPM1 Epilepsy
CD82	ClinicalTrials.gov	"(CD82 OR KAI1 OR ""tetraspanin 27"")"	https://clinicaltrials.gov/search?term=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_CD82.json	200	5	NCT05844605 | UNKNOWN | Brain Tumor | Prehabilitation, Rehabilitation and Comprehensive Approach to the Sequelae of Brain Tumors; NCT06163053 | COMPLETED | Cancer, Solid Tumors | A Study to Evaluate Satisfaction With Care in Patients With Cancer Receiving Immunotherapy Treatment at Home; NCT07320820 | NOT_YET_RECRUITING | Laryngeal Carcinoma, Quality of Life (QOL), Patient Satisfaction | Quality of Life and Functional Outcomes in Laryngeal Cancer Patients; NCT04176809 | UNKNOWN | Breast Cancer | Health-Related Quality of Life Coupled With Therapeutic Information on Compliance to Endocrine Therapy in Breast Cancer; NCT06073548 | UNKNOWN | Uveal Melanoma | Patient Experience and Quality of Life During the Surveillance Phase of Uveal Melanoma: A Prospective Multi-method Study
CD82	Google Patents	"(CD82 OR KAI1 OR ""tetraspanin 27"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28CD82+OR+KAI1+OR+%22tetraspanin+27%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_CD82.html	200	5	HTML saved; result-count not parsed
CD82	ChEMBL	CD82	https://www.ebi.ac.uk/chembl/g/#search_results/targets/query=CD82	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=CD82	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_CD82.json	200	target_hits:0	
CD82	UniProt	(gene_exact:CD82) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3ACD82%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3ACD82%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_CD82.json	200	3	P27701 | CD82 | CD82 antigen; E9PJ45 | CD82; E9PJB7 | CD82
PSME1	PubMed	"(PSME1[Title/Abstract] OR ""PA28 alpha""[Title/Abstract] OR ""proteasome activator subunit 1""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28PSME1%5BTitle%2FAbstract%5D+OR+%22PA28+alpha%22%5BTitle%2FAbstract%5D+OR+%22proteasome+activator+subunit+1%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28PSME1%5BTitle%2FAbstract%5D+OR+%22PA28+alpha%22%5BTitle%2FAbstract%5D+OR+%22proteasome+activator+subunit+1%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_PSME1.json	200	14	PMID:39342401; PMID:40467768; PMID:31783490; PMID:37423153; PMID:40563520
PSME1	Europe PMC	"(PSME1 OR ""PA28 alpha"" OR ""proteasome activator subunit 1"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_PSME1.json	200	783	PMID:41743711;DOI:10.3389/fimmu.2026.1748591 | 2026 | Front Immunol | Extracellular vesicles in rheumatoid arthritis: emerging roles in progression, diagnosis, and therapeutic development.; PMID:41333473;DOI:10.3389/fimmu.2025.1657920 | 2025 | Front Immunol | HBc: the multifunctional architect of HBV replication, immune evasion, and therapeutic innovation.; PMID:41439263;DOI:10.2147/dddt.s564617 | 2025 | Drug Des Devel Ther | Proteome-Wide Mapping of Artesunate Targets Reveals Enrichment of the Ubiquitin-Proteasome System.; PMID:42052091;DOI:10.3389/fcimb.2026.1749013 | 2026 | Front Cell Infect Microbiol | Altered expression of ADAR1, N4BP1, and PSME1 in PBMCs correlated with therapeutic outcomes in HBeAg-negative chronic hepatitis B patients t; PMID:39624102;DOI:10.3389/fimmu.2024.1499929 | 2024 | Front Immunol | Extracellular vesicles: immunomodulation, diagnosis, and promising therapeutic roles for rheumatoid arthritis.
PSME1	Europe PMC preprints	"(PSME1 OR ""PA28 alpha"" OR ""proteasome activator subunit 1"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_PSME1.json	200	10	DOI:10.1101/2025.10.30.684516 | 2025 | PPR | Dynamic profiling of the aggresome processing pathway; DOI:10.1101/2023.10.02.560569 | 2023 | PPR | BNT162b2 mRNA vaccine-induced sex differences in the single-cell transcriptome of peripheral blood mononuclear cells in healthy adults; DOI:10.1101/2022.09.15.508120 | 2022 | PPR | SARS-CoV-2 and HSV-1 Induce Amyloid Aggregation in Human CSF Resulting in Drastic Soluble Protein Depletion; DOI:10.1101/2024.12.13.628333 | 2024 | PPR | Eosinophils restrict CRC metastasis by inhibiting pro-tumorigenic SPP1  <sup>+</sup>  macrophage differentiation; DOI:10.1101/2021.07.30.454526 | 2021 | PPR | A Master Autoantigen-ome Links Alternative Splicing, Female Predilection, and COVID-19 to Autoimmune Diseases
PSME1	ClinicalTrials.gov	"(PSME1 OR ""PA28 alpha"" OR ""proteasome activator subunit 1"")"	https://clinicaltrials.gov/search?term=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_PSME1.json	200	0	
PSME1	Google Patents	"(PSME1 OR ""PA28 alpha"" OR ""proteasome activator subunit 1"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28PSME1+OR+%22PA28+alpha%22+OR+%22proteasome+activator+subunit+1%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_PSME1.html	200	5	HTML saved; result-count not parsed
PSME1	ChEMBL	PSME1	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4295804/	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PSME1	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_PSME1.json	200	CHEMBL4295804:12	CHEMBL4295804 | Proteasome activator complex subunit 1 | Homo sapiens | SINGLE PROTEIN
PSME1	UniProt	(gene_exact:PSME1) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3APSME1%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APSME1%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_PSME1.json	200	3	Q06323 | PSME1 | Proteasome activator complex subunit 1; Q6FHU3 | PSME1 | Proteasome activator complex subunit 1; H0YLU2 | PSME1
PSME2	PubMed	"(PSME2[Title/Abstract] OR ""PA28 beta""[Title/Abstract] OR ""proteasome activator subunit 2""[Title/Abstract]) AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://pubmed.ncbi.nlm.nih.gov/?term=%28PSME2%5BTitle%2FAbstract%5D+OR+%22PA28+beta%22%5BTitle%2FAbstract%5D+OR+%22proteasome+activator+subunit+2%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=%28PSME2%5BTitle%2FAbstract%5D+OR+%22PA28+beta%22%5BTitle%2FAbstract%5D+OR+%22proteasome+activator+subunit+2%22%5BTitle%2FAbstract%5D%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&retmax=5&sort=relevance&retmode=json	results_v3/wave21_residual_candidate_prior_art/raw_api/pubmed_PSME2.json	200	12	PMID:39986196; PMID:39342401; PMID:41211066; PMID:37321070; PMID:40725242
PSME2	Europe PMC	"(PSME2 OR ""PA28 beta"" OR ""proteasome activator subunit 2"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid)"	https://europepmc.org/search?query=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_PSME2.json	200	808	PMID:41939783;DOI:10.3389/fmed.2026.1729642 | 2026 | Front Med (Lausanne) | Multiomics integration of single-cell transcriptomics and bulk sequencing data identifies key biomarkers and predictive models for IBD subty; PMID:41211066;DOI:10.1515/biol-2025-1196 | 2025 | Open Life Sci | PSME2 exacerbates ulcerative colitis by disrupting intestinal barrier function and promoting autophagy-dependent inflammation.; PMID:41563717;DOI:10.14309/ctg.0000000000000960 | 2026 | Clin Transl Gastroenterol | Combining Cytokine-Related Biomarkers to Better Define Tumor Necrosis Factor-α Antagonist Response in Inflammatory Bowel Disease: An Observa; PMID:39986196;DOI:10.1016/j.intimp.2025.114298 | 2025 | Int Immunopharmacol | Machine learning-based characterization of PANoptosis-related biomarkers and immune infiltration in ulcerative colitis: A comprehensive bioi; PMID:41277224;DOI:10.33594/000000823 | 2025 | Cell Physiol Biochem | Identification of Novel Kv1.3 Channel-Interacting Proteins Using Proximity Labelling in T-Cells.
PSME2	Europe PMC preprints	"(PSME2 OR ""PA28 beta"" OR ""proteasome activator subunit 2"") AND (autoimmune OR autoimmunity OR inflammation OR ""multiple sclerosis"" OR Crohn OR ""ulcerative colitis"" OR psoriasis OR Sjogren OR ""type 1 diabetes"" OR rheumatoid) AND SRC:PPR"	https://europepmc.org/search?query=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+autoimmunity+OR+inflammation+OR+%22multiple+sclerosis%22+OR+Crohn+OR+%22ulcerative+colitis%22+OR+psoriasis+OR+Sjogren+OR+%22type+1+diabetes%22+OR+rheumatoid%29+AND+SRC%3APPR&format=json&pageSize=5	results_v3/wave21_residual_candidate_prior_art/raw_api/europepmc_preprint_PSME2.json	200	12	DOI:10.1101/2021.07.30.454526 | 2021 | PPR | A Master Autoantigen-ome Links Alternative Splicing, Female Predilection, and COVID-19 to Autoimmune Diseases; DOI:10.1101/2021.04.05.438500 | 2021 | PPR | An Autoantigen-ome from HS-Sultan B-Lymphoblasts Offers a Molecular Map for Investigating Autoimmune Sequelae of COVID-19; DOI:10.1101/2024.10.15.618439 | 2024 | PPR | <i>Plasmodium falciparum</i>  egress disrupts endothelial junctions and activates JAK-STAT signaling in a microvascular 3D blood-brain barri; DOI:10.1101/2023.09.24.559164 | 2023 | PPR | Autophagic cargo in Lewy bodies: are Lewy bodies a compartment for spatial protein quality control?; DOI:10.1101/2022.08.16.504102 | 2022 | PPR | Transcriptomic and epigenetic assessment of ageing male skin identifies disruption of Ca  <sup>2+</sup>  homeostasis; exacerbated by smoking
PSME2	ClinicalTrials.gov	"(PSME2 OR ""PA28 beta"" OR ""proteasome activator subunit 2"")"	https://clinicaltrials.gov/search?term=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29	https://clinicaltrials.gov/api/v2/studies?query.term=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29&pageSize=5&format=json	results_v3/wave21_residual_candidate_prior_art/raw_api/clinicaltrials_PSME2.json	200	1	NCT04878549 | RECRUITING | Enteric Fever, Acute Febrile Illness, Typhoid | Transcriptomic Responses for the Identification of Pathogens
PSME2	Google Patents	"(PSME2 OR ""PA28 beta"" OR ""proteasome activator subunit 2"") AND (autoimmune OR inflammation OR inhibitor OR antibody OR therapeutic)"	https://patents.google.com/?q=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	https://patents.google.com/?q=%28PSME2+OR+%22PA28+beta%22+OR+%22proteasome+activator+subunit+2%22%29+AND+%28autoimmune+OR+inflammation+OR+inhibitor+OR+antibody+OR+therapeutic%29	results_v3/wave21_residual_candidate_prior_art/raw_api/google_patents_PSME2.html	200	5	HTML saved; result-count not parsed
PSME2	ChEMBL	PSME2	https://www.ebi.ac.uk/chembl/target_report_card/CHEMBL4295982/	https://www.ebi.ac.uk/chembl/api/data/target/search.json?q=PSME2	results_v3/wave21_residual_candidate_prior_art/raw_api/chembl_target_PSME2.json	200	CHEMBL4295982:12	CHEMBL4295982 | Proteasome activator complex subunit 2 | Homo sapiens | SINGLE PROTEIN
PSME2	UniProt	(gene_exact:PSME2) AND (organism_id:9606)	https://www.uniprot.org/uniprotkb?query=%28gene_exact%3APSME2%29+AND+%28organism_id%3A9606%29	https://rest.uniprot.org/uniprotkb/search?query=%28gene_exact%3APSME2%29+AND+%28organism_id%3A9606%29&format=json&fields=accession%2Cgene_names%2Cprotein_name%2Ccc_function%2Ccc_subcellular_location%2Cft_transmem%2Cft_binding%2Cft_act_site&size=3	results_v3/wave21_residual_candidate_prior_art/raw_api/uniprot_PSME2.json	200	3	Q9UL46 | PSME2 | Proteasome activator complex subunit 2; A0A087X1Z3 | PSME2 | Proteasome activator complex subunit 2; Q6FHK9 | PSME2 | Proteasome activator complex subunit 2
