candidate	gene	gate	passed	wave63_call
NADSYN1	NADSYN1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
NADSYN1	NADSYN1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SLC44A2	SLC44A2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IQCB1	IQCB1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GFI1	GFI1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SHMT1	SHMT1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GPR65	GPR65	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
SP140_TOP1_TOP2_RESCUE	SP140	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL2RA	IL2RA	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	no_manual_or_prior_blocker	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2	BACH2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5	IRF5	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IL12A	IL12A	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	cross_disease_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IRF5_MYEL0ID_INHIBITION	IRF5	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
IFI30	IFI30	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	real_perturbation_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
GSK3B	GSK3B	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	module_or_state_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	foundation_model_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CTSB	CTSB	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	ms_target_resolved	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
TNFSF14	TNFSF14	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	real_perturbation_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CDK8_CDK19_MEDIATOR_KINASE	CDK8	not_generic_or_cytotoxic	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
CD40	CD40	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	druggable_or_modality	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
BACH2_TOLERANCE_RESTORATION	BACH2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
LRRK2	LRRK2	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
FAAH	FAAH	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MKNK1	MKNK1	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	broad_genetic_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	no_manual_or_prior_blocker	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
PIK3CG	PIK3CG	not_generic_or_cytotoxic	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	ms_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	cross_disease_target_resolved	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	broad_genetic_support	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	module_or_state_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	strict_residual_or_ms_expression	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	real_perturbation_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	foundation_model_support	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	repair_or_efferocytosis_guardrail	False	NO_GO_WAVE63_TRANSITION_CONTROLLER
MAPK14	MAPK14	druggable_or_modality	True	NO_GO_WAVE63_TRANSITION_CONTROLLER
