row_key	check	status	detail
synthesis reference control	field_matches.example_artifacts	PASS	expected=Project-finding reference linter observed=Project-finding reference linter
synthesis reference control	field_matches.example_paths	PASS	expected=scripts/v48_project_finding_reference_linter.py observed=scripts/v48_project_finding_reference_linter.py
synthesis/navigation only	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
synthesis/navigation only	field_matches.boundary	PASS	expected=synthesis/navigation only observed=synthesis/navigation only
synthesis/navigation only	field_matches.n_controls	PASS	expected=1 observed=1
synthesis/navigation only	field_matches.failure_mode_prevented	PASS	expected=navigation rows are overread as evidence or score changes observed=navigation rows are overread as evidence or score changes
synthesis/navigation only	field_matches.allowed_use	PASS	expected=Use for summaries and navigation that point to controlled artifacts. observed=Use for summaries and navigation that point to controlled artifacts.
synthesis/navigation only	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: navigation rows are overread as evidence or score changes. observed=Do not allow the controlled artifact to create this failure mode: navigation rows are overread as evidence or score changes.
synthesis/navigation only	field_matches.example_artifacts	PASS	expected=V48 evidence-boundary glossary observed=V48 evidence-boundary glossary
synthesis/navigation only	field_matches.example_paths	PASS	expected=knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md observed=knowledge_external/catalogs/indexes/V48_EVIDENCE_BOUNDARY_GLOSSARY.md
transport maintenance only	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
transport maintenance only	field_matches.boundary	PASS	expected=transport maintenance only observed=transport maintenance only
transport maintenance only	field_matches.n_controls	PASS	expected=1 observed=1
transport maintenance only	field_matches.failure_mode_prevented	PASS	expected=source URLs rot or redirect without being visible to maintainers observed=source URLs rot or redirect without being visible to maintainers
transport maintenance only	field_matches.allowed_use	PASS	expected=Use as metadata or navigation only for the named boundary: transport maintenance only. observed=Use as metadata or navigation only for the named boundary: transport maintenance only.
transport maintenance only	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: source URLs rot or redirect without being visible to maintainers. observed=Do not allow the controlled artifact to create this failure mode: source URLs rot or redirect without being visible to maintainers.
transport maintenance only	field_matches.example_artifacts	PASS	expected=Source URL reachability checker observed=Source URL reachability checker
transport maintenance only	field_matches.example_paths	PASS	expected=scripts/v47_source_url_reachability_checker.py observed=scripts/v47_source_url_reachability_checker.py
vocabulary control	boundary_present	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/catalogs/indexes/v48_evidence_boundary_glossary.tsv
vocabulary control	field_matches.boundary	PASS	expected=vocabulary control observed=vocabulary control
vocabulary control	field_matches.n_controls	PASS	expected=3 observed=3
vocabulary control	field_matches.failure_mode_prevented	PASS	expected=relationship/status values drift into ambiguous uncontrolled labels observed=relationship/status values drift into ambiguous uncontrolled labels
vocabulary control	field_matches.allowed_use	PASS	expected=Use as an automated governance control for the named boundary: vocabulary control. observed=Use as an automated governance control for the named boundary: vocabulary control.
vocabulary control	field_matches.forbidden_use	PASS	expected=Do not allow the controlled artifact to create this failure mode: relationship/status values drift into ambiguous uncontrolled labels. observed=Do not allow the controlled artifact to create this failure mode: relationship/status values drift into ambiguous uncontrolled labels.
vocabulary control	field_matches.example_artifacts	PASS	expected=Convergence status vocabulary linter; Evidence-boundary glossary freshness linter; Relationship vocabulary linter observed=Convergence status vocabulary linter; Evidence-boundary glossary freshness linter; Relationship vocabulary linter
vocabulary control	field_matches.example_paths	PASS	expected=scripts/v47_relationship_vocabulary_linter.py; scripts/v48_convergence_status_vocabulary_linter.py; scripts/v48_evidence_boundary_glossary_freshness_linter.py observed=scripts/v47_relationship_vocabulary_linter.py; scripts/v48_convergence_status_vocabulary_linter.py; scripts/v48_evidence_boundary_glossary_freshness_linter.py
summary	summary_matches.n_boundaries	PASS	expected=27 observed=27
summary	summary_matches.n_controls_represented	PASS	expected=47 observed=47
summary	summary_matches.n_boundaries_without_failure_mode	PASS	expected=0 observed=0
