candidate	source	source_wave	source_call	escape_score	has_concrete_next_test	recent_interface_closed	older_closed_or_demoted	no_go_source	missing_gates	primary_blocker	recommended_next_test	reprioritized_score
CTSB_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-13.625
HEXA_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-13.625
HEXB_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-13.625
ASAH1_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-2.125	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-13.625
GSK3B_INHIBITION	wave83	wave53_perturbation_first_pivot	NO_GO_GSK3B_REAL_PERTURBATION_PRIOR_ART_PLEIOTROPY	-2.215	False	False	False	True	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional	Gsk3b_KO has real perturbation support but GSK3B is pleiotropic, prior-art crowded in neuroimmune disease, and locally lacks FDR-supported MS/cross-disease cell-state anchoring.		-13.715
RFX5_MHCII_PARTIAL_SUPPRESSION	wave83	wave53_perturbation_first_pivot	NO_GO_PERTURBATION_FIRST_PIVOT	-2.215	False	False	False	True	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional	RFX5 is a direct antigen-presentation transcriptional node, but the whole HLA-II axis is already closed for host-defense and nonselective antigen-presentation suppression risk.		-13.715
SPNS1_TARGETABILITY	wave83	wave79_targetability_shortlist_audit	NO_GO_TARGETABILITY_SHORTLIST_NODE	-2.345	False	False	False	True	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	insufficient target-level convergence after strict gates		-13.845
FMNL2_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-2.7350000000000003	False	False	False	True	reachable_modality;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_fdr_response_support		-14.235
DAP_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-2.795	False	False	False	True	reachable_modality;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_fdr_response_support		-14.295
ahr_tryptophan	wave83	wave23_metabolite_barrier_circuit	NO_GO	-2.875	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	AHR/IDO/kynurenine immunoregulation is broad, crowded, and often immunosuppressive rather than a selective barrier-repair control.		-14.375
scfa_ffar_hcar	wave83	wave23_metabolite_barrier_circuit	NO_GO	-2.9350000000000005	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Microbiome/SCFA and niacin anti-inflammatory routes are crowded and hard to make target-selective.		-14.435
s1p_receptors	wave83	wave23_metabolite_barrier_circuit	NO_GO	-2.9350000000000005	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Approved MS and UC S1P modulators make this direct broad immunosuppressive trafficking prior art.		-14.435
LIPA_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.175	False	False	False	True	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-14.675
NAAA_lipid_amide_preservation	wave83	wave72_lipid_mediator_intervention_scout	NO_GO_WAVE72	-3.1500000000000004	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	biochemical feature support is absent or underpowered		-15.15
CTSD_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-15.15
SMPD1_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-15.15
GBA1_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-15.15
CTSS_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	False	False	False	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-15.15
HEXA_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.3150000000000004	False	False	False	True	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support		-15.315000000000001
HEXB_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.375	False	False	False	True	reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;insufficient_cross_disease_breadth;no_fdr_response_support		-15.375
DAB2_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.85	False	False	True	True	reachable_modality;cross_disease_cellstate;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support		-17.35
CD9_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.85	False	False	True	True	reachable_modality;cross_disease_cellstate;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support		-17.35
PSAP_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-1.925	False	False	True	True	reachable_modality;cross_disease_cellstate;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;insufficient_cross_disease_breadth;no_fdr_response_support		-17.425
GPR183_oxysterol_gradient	wave83	wave72_lipid_mediator_intervention_scout	NO_GO_WAVE72	-2.28	False	False	True	True	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	biochemical feature support is absent or underpowered		-17.78
GPR65_ACID_SENSING_GPCR	wave83	wave50_gpr65_acid_sensing_gpcr_audit	NO_GO_GPR65_PRIOR_ART_AND_LOCAL_CELLSTATE_MISMATCH	-2.34	False	False	True	True	cross_disease_cellstate;ms_anchor;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	GPR65 remains a plausible biology axis but not a V3 finding: target-resolved direction, non-IBD coloc, and disease-cell agonist/PAM perturbation are missing, while public literature/patent prior art already covers autoimmune GPR65 modulation.		-17.84
LRRC61_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.085	False	False	True	True	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support		-18.585
FAM49B_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.1450000000000005	False	False	True	True	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support		-18.645
LYN_RESIDUAL_ROUTE	wave83	wave82_parked_intervention_route_audit	NO_GO_NO_CREDIBLE_INTERVENTION_ROUTE	-3.22	False	False	True	True	reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;fewer_than_two_support_channels	no_reachable_modality;no_genetic_target_resolution;no_ms_anchor;no_fdr_response_support		-18.72
PSAP_LYSOSOMAL_SPHINGOLIPID	wave83	wave59_lysosomal_sphingolipid_model_reopener_audit	NO_GO_LYSOSOMAL_MODEL_REOPENER	-3.1500000000000004	False	False	True	True	cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; local_recurrence; strict_ms_white_matter; module_specific_residual; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking		-19.15
CFB_FACTOR_B_INHIBITION	wave83	wave44_cfb_complement_stratification_audit	Use as druggability/prior-art comparator only.	-1.735	False	True	False	False	ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels	Direct prior art: iptacopan/LNP023 in IgA nephropathy and complement diseases; Google Patents factor B inhibitor method claims.; Encapsulated-bacteria infection risk, complement host defense, kidney/complement indication crowding.		-19.735
