gene	selection_reasons	discovery_priority_score	positive_disease_count	negative_disease_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	ms_positive_nominal	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	in_lipid_lysosomal_myeloid_neighborhood	top_positive_compartments
PDIA4	four_disease_low_contradiction;top_rank	18.061463476526377	4.0	0.0	4.0	0.0	1.0	False	-0.6214340839245054	0.0407144742028937	0.8573807218486817	False	ibd_crohn_epithelial:1.21,p=1.8e-05;ibd_uc_epithelial:1.36,p=0.0058;t1d_ductal_cell:0.658,p=0.019;psoriasis_keratinocyte:0.877,p=0.031
NUP205	four_disease_low_contradiction;top_rank	18.05758094470359	4.0	0.0	4.0	0.0	1.0	False	0.060155073131991	0.6829134822005106	0.961744569860308	False	t1d_endothelial_cell:1.92,p=0.00073;ibd_crohn_epithelial:1,p=0.0077;ibd_uc_epithelial:0.995,p=0.012;psoriasis_skin_stromal:0.508,p=0.047
COX7A2	four_disease_low_contradiction;top_rank	18.023147201904116	4.0	0.0	6.0	0.0	0.0	False	0.1753693830366742	0.3925186644961553	0.9157809859344704	False	t1d_acinar_cell:0.437,p=0.0022;t1d_ductal_cell:0.203,p=0.009;psoriasis_keratinocyte:0.62,p=0.01;ibd_uc_stromal:0.482,p=0.018;t1d_stellate_cell:0.224,p=0.02;sjogren_gland_stromal:0.419,p=0.029
PSMA1	four_disease_low_contradiction;top_rank	18.012893676748646	4.0	0.0	6.0	0.0	0.0	False	-0.0205187994462949	0.9295250036210368	0.9912593641611068	False	t1d_acinar_cell:0.478,p=0.0068;ibd_uc_epithelial:0.598,p=0.0075;ibd_uc_stromal:0.429,p=0.0098;t1d_ductal_cell:0.322,p=0.03;sjogren_gland_epithelial:0.227,p=0.045;ibd_crohn_myeloid:0.389,p=0.046
GPX2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	-1.5707501698055557	0.0453220159509071	0.8720558158456704	False	ibd_uc_epithelial:1.49,p=0.00018;ibd_crohn_epithelial:0.891,p=0.012;psoriasis_keratinocyte:1.45,p=0.019;t1d_endothelial_cell:3.08,p=0.043
SQLE	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	-0.3408177110309154	0.3307572199460259	0.9141270983319502	False	ibd_uc_stromal:1.65,p=0.00033;ibd_crohn_stromal:1.71,p=0.0012;t1d_endothelial_cell:1.3,p=0.016;psoriasis_skin_stromal:0.948,p=0.022
SAA2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	0.0900059811430504	0.9283295010838492	0.9906908528042592	False	ibd_uc_epithelial:5.33,p=0.00055;ibd_crohn_epithelial:2.39,p=0.012;sjogren_gland_epithelial:1.05,p=0.022;psoriasis_keratinocyte:5.78,p=0.047
DENND2D	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	0.23284797395325	0.5132071050995565	0.9333944066040598	False	ibd_uc_epithelial:1.07,p=0.00061;ibd_crohn_epithelial:0.466,p=0.032;psoriasis_keratinocyte:1.09,p=0.034;t1d_ductal_cell:2.2,p=0.05
PTPN2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	-0.0059418057306839	0.9843569990044077	0.998541739884114	False	ibd_uc_myeloid:1.36,p=0.00062;ibd_crohn_myeloid:1.02,p=0.0036;psoriasis_skin_apc:0.834,p=0.0086;t1d_endothelial_cell:1.12,p=0.012
C1QTNF1	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	-0.2172605175146804	0.8642634636230562	0.9801638168834976	False	ibd_uc_stromal:1.75,p=0.00071;psoriasis_keratinocyte:1.55,p=0.0041;ibd_crohn_stromal:2.05,p=0.0058;t1d_ductal_cell:1.64,p=0.0059
TNFRSF11B	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	-0.1831827811733077	0.8077787138916218	0.9761732664217524	False	ibd_uc_stromal:4.55,p=0.00079;psoriasis_skin_stromal:2.2,p=0.0044;t1d_endothelial_cell:2.55,p=0.0083;sjogren_gland_stromal:0.98,p=0.037
FXYD5	four_disease_low_contradiction;top_rank	18.0	4.0	1.0	6.0	1.0	1.0	False	0.3524746864413863	0.0587113391653537	0.8989378106274888	False	t1d_endothelial_cell:0.89,p=0.00088;t1d_stellate_cell:0.783,p=0.031;ibd_uc_epithelial:2.32,p=0.032;t1d_acinar_cell:1.25,p=0.04;ibd_crohn_epithelial:0.831,p=0.043;psoriasis_keratinocyte:1.4,p=0.045
CASP10	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	0.249366701816033	0.2063174319242694	0.8993702893651148	False	ibd_uc_epithelial:1.13,p=0.00094;psoriasis_keratinocyte:1.46,p=0.004;ibd_crohn_epithelial:0.717,p=0.0047;t1d_endothelial_cell:1.2,p=0.046
MAGOHB	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	0.1247308793297978	0.6937139762437037	0.9646161727383372	False	ibd_uc_epithelial:1.02,p=0.0016;ibd_crohn_epithelial:0.578,p=0.0033;psoriasis_keratinocyte:0.996,p=0.018;t1d_endothelial_cell:1.72,p=0.034
ESCO2	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	4.0	0.0	1.0	False	0.6111340072242708	0.6073267920045339	0.9473423366873376	False	ibd_uc_epithelial:1.51,p=0.0016;ibd_crohn_epithelial:1.51,p=0.0056;t1d_ductal_cell:0.836,p=0.03;psoriasis_keratinocyte:1.87,p=0.045
CKLF	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	6.0	0.0	0.0	False	0.0498404644382599	0.8196714074505087	0.9761732664217524	False	ibd_uc_epithelial:1.11,p=0.0049;t1d_ductal_cell:0.769,p=0.0073;sjogren_gland_epithelial:0.48,p=0.013;psoriasis_keratinocyte:0.618,p=0.035;ibd_uc_stromal:0.606,p=0.037;sjogren_gland_stromal:0.484,p=0.041
DDIT4	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	6.0	0.0	0.0	False	-0.2457619189268136	0.4286369433632368	0.9195199515584406	False	psoriasis_skin_apc:0.773,p=0.0053;psoriasis_keratinocyte:1.36,p=0.015;ibd_uc_epithelial:0.77,p=0.03;t1d_stellate_cell:2.37,p=0.038;ibd_crohn_stromal:0.993,p=0.046;ibd_crohn_epithelial:0.746,p=0.048
IFT43	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	6.0	0.0	0.0	False	0.1897444533074441	0.4658323993028715	0.9239963547089984	False	ibd_uc_epithelial:0.674,p=0.0079;sjogren_gland_apc:2,p=0.0098;ibd_crohn_stromal:0.56,p=0.022;psoriasis_keratinocyte:0.5,p=0.022;ibd_uc_stromal:0.445,p=0.031;psoriasis_skin_stromal:0.563,p=0.031
PDLIM7	four_disease_low_contradiction;top_rank	18.0	4.0	0.0	6.0	0.0	0.0	False	0.3031114239445287	0.4681143272853248	0.9239963547089984	False	ibd_crohn_stromal:1.21,p=0.0082;psoriasis_skin_apc:1.49,p=0.01;ibd_crohn_epithelial:0.999,p=0.017;ibd_uc_myeloid:1.8,p=0.019;ibd_crohn_myeloid:1.79,p=0.027;t1d_stellate_cell:1.65,p=0.048
COL4A1	four_disease_low_contradiction;top_rank	17.184046847789823	4.0	0.0	5.0	0.0	0.0	False	0.1822153154682535	0.8835701022678253	0.984156675655436	False	ibd_crohn_stromal:2.34,p=3.1e-05;psoriasis_skin_stromal:1.9,p=0.0052;ibd_uc_stromal:1.7,p=0.016;t1d_acinar_cell:1.53,p=0.022;psoriasis_skin_apc:1.85,p=0.026
SH3GLB1	four_disease_low_contradiction;top_rank	17.093451097873736	4.0	0.0	5.0	0.0	0.0	False	0.121922219674655	0.2538318604382732	0.9005265226936453	False	ibd_crohn_stromal:1,p=0.0012;ibd_crohn_epithelial:0.529,p=0.0034;ibd_uc_stromal:0.734,p=0.0048;t1d_acinar_cell:0.291,p=0.016;psoriasis_skin_stromal:0.377,p=0.048
LTF	four_disease_low_contradiction;top_rank	17.092246871443304	4.0	0.0	5.0	0.0	0.0	False	-3.3124210879584215	0.0043608765942223	0.8344760564031432	False	psoriasis_skin_stromal:2.34,p=0.0043;psoriasis_keratinocyte:7.46,p=0.0054;sjogren_gland_epithelial:1.07,p=0.017;t1d_acinar_cell:1.63,p=0.019;ibd_crohn_epithelial:0.425,p=0.026
SAA1	four_disease_low_contradiction;top_rank	17.062523809711184	4.0	0.0	5.0	0.0	0.0	False				False	ibd_uc_epithelial:5.91,p=0.008;psoriasis_skin_apc:2.87,p=0.015;ibd_crohn_epithelial:2.56,p=0.031;sjogren_gland_epithelial:0.855,p=0.036;ibd_crohn_stromal:3.03,p=0.048
METAP1	four_disease_low_contradiction;top_rank	17.061500380752353	4.0	0.0	5.0	0.0	0.0	False	0.1760880236986839	0.5494103314772019	0.9390010612097776	False	t1d_endothelial_cell:1.43,p=0.0054;t1d_stellate_cell:0.977,p=0.019;psoriasis_skin_stromal:0.658,p=0.026;ibd_uc_stromal:0.482,p=0.03;ibd_crohn_epithelial:0.354,p=0.033
KYNU	four_disease_low_contradiction;top_rank	17.0	4.0	1.0	7.0	1.0	1.0	False	-0.0567426647334272	0.8832960580858076	0.984156675655436	False	ibd_uc_myeloid:2.37,p=0.00073;ibd_crohn_myeloid:2.03,p=0.0015;sjogren_gland_epithelial:1.2,p=0.0072;ibd_uc_epithelial:2.57,p=0.0078;ibd_uc_stromal:2.66,p=0.031;ibd_crohn_stromal:2.31,p=0.033;psoriasis_keratinocyte:3.88,p=0.045
CD274	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	0.3544765521359103	0.3282160655447695	0.9136659261486608	False	sjogren_gland_apc:2.96,p=0.00089;ibd_crohn_myeloid:2.28,p=0.0023;ibd_crohn_epithelial:1.32,p=0.0033;psoriasis_keratinocyte:1.88,p=0.02;ibd_uc_myeloid:1.56,p=0.046
MYD88	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.389201776886912	0.0319927545594391	0.8506970233122761	False	ibd_uc_myeloid:1.77,p=0.0011;ibd_crohn_myeloid:1.56,p=0.0024;psoriasis_skin_apc:1.22,p=0.017;ibd_crohn_stromal:0.69,p=0.024;t1d_endothelial_cell:1.38,p=0.038
CFP	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-2.298076006660539	0.0364971261630132	0.8506970233122761	False	ibd_uc_myeloid:2.2,p=0.0011;ibd_crohn_myeloid:2.08,p=0.0015;t1d_stellate_cell:1.12,p=0.0045;psoriasis_skin_apc:0.868,p=0.021;t1d_beta_cell:0.487,p=0.049
SMCO4	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.9152482067315876	0.3027646120706504	0.9075477698307116	False	ibd_crohn_myeloid:2.2,p=0.0017;ibd_uc_myeloid:1.83,p=0.0057;ibd_crohn_stromal:1.75,p=0.012;sjogren_gland_stromal:0.952,p=0.042;t1d_beta_cell:1.7,p=0.044
NMI	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.1366878120920951	0.5370361570982254	0.9373514284920804	False	ibd_crohn_myeloid:0.845,p=0.0021;ibd_uc_myeloid:0.712,p=0.0094;psoriasis_keratinocyte:1.61,p=0.015;psoriasis_skin_apc:1.86,p=0.03;t1d_ductal_cell:0.975,p=0.041
EPS8L1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-1.046997051715743	0.1655598038500068	0.8989378106274888	False	psoriasis_skin_apc:2.03,p=0.0025;ibd_uc_epithelial:1.51,p=0.0077;psoriasis_skin_stromal:1.17,p=0.027;sjogren_gland_stromal:0.782,p=0.04;t1d_stellate_cell:1.85,p=0.048
SPNS1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.1044989193858096	0.4834570887940685	0.926038761164836	False	ibd_crohn_epithelial:1.07,p=0.0026;sjogren_gland_apc:0.892,p=0.022;ibd_crohn_myeloid:0.469,p=0.035;psoriasis_skin_stromal:0.635,p=0.037;t1d_ductal_cell:0.325,p=0.045
ANGPTL4	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.2766540208550863	0.777588841282817	0.9737243919138366	False	t1d_beta_cell:0.975,p=0.003;psoriasis_keratinocyte:2.17,p=0.0084;ibd_uc_epithelial:1.64,p=0.019;ibd_crohn_epithelial:1.64,p=0.024;t1d_acinar_cell:1.66,p=0.047
ARHGEF28	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.3380808950063811	0.7429489642671361	0.96979071939984	False	ibd_crohn_epithelial:0.644,p=0.0036;psoriasis_skin_stromal:1.15,p=0.012;ibd_uc_stromal:1.84,p=0.021;t1d_endothelial_cell:1.59,p=0.042;t1d_beta_cell:0.38,p=0.046
RAB3D	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	0.2039390676429775	0.4825063232145794	0.926038761164836	False	ibd_uc_myeloid:2.28,p=0.0045;sjogren_gland_stromal:1.17,p=0.014;t1d_endothelial_cell:1.28,p=0.019;t1d_stellate_cell:1.38,p=0.022;ibd_crohn_myeloid:1.57,p=0.032
DNAJB11	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.527981077152857	0.1109266021735256	0.8989378106274888	False	ibd_crohn_epithelial:0.864,p=0.0046;t1d_acinar_cell:0.516,p=0.0054;psoriasis_skin_stromal:0.654,p=0.03;ibd_uc_myeloid:0.649,p=0.037;ibd_uc_epithelial:0.806,p=0.048
MAGIX	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.5739478296305318	0.4787906548422233	0.926038761164836	False	ibd_crohn_myeloid:1.97,p=0.0046;t1d_stellate_cell:1.59,p=0.0056;psoriasis_skin_apc:0.77,p=0.01;ibd_uc_myeloid:1.44,p=0.013;t1d_endothelial_cell:2.11,p=0.032
MSRB1	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	0.0476228372838241	0.8145296396169516	0.9761732664217524	False	ibd_uc_myeloid:1.38,p=0.0059;psoriasis_skin_apc:2.15,p=0.01;ibd_crohn_myeloid:1.3,p=0.012;psoriasis_keratinocyte:1.68,p=0.018;t1d_endothelial_cell:2,p=0.028
MRRF	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-0.0330657323349967	0.8851391554235607	0.9842134382901514	False	ibd_crohn_stromal:0.676,p=0.0073;t1d_acinar_cell:0.615,p=0.02;t1d_endothelial_cell:1.85,p=0.02;ibd_uc_stromal:0.726,p=0.029;psoriasis_keratinocyte:0.721,p=0.03
CARD10	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	0.0547600261905163	0.9549672277146972	0.995447887770418	False	ibd_uc_epithelial:0.671,p=0.0086;ibd_crohn_epithelial:0.526,p=0.02;t1d_beta_cell:0.761,p=0.022;psoriasis_skin_stromal:0.324,p=0.031;psoriasis_keratinocyte:1.81,p=0.042
MMP15	four_disease_low_contradiction;top_rank	17.0	4.0	0.0	5.0	0.0	0.0	False	-1.812501370281954	0.0728459543548149	0.8989378106274888	False	psoriasis_skin_stromal:0.8,p=0.015;ibd_crohn_stromal:1.1,p=0.028;ibd_uc_stromal:1.01,p=0.032;psoriasis_keratinocyte:1.11,p=0.033;t1d_ductal_cell:0.33,p=0.041
IFI16	four_disease_low_contradiction	16.0857794323091	4.0	0.0	4.0	0.0	0.0	False	-0.1455706960923652	0.4127338050377425	0.9182855687364296	False	ibd_crohn_epithelial:1.14,p=0.0025;ibd_uc_epithelial:2.07,p=0.003;psoriasis_keratinocyte:1.29,p=0.041;t1d_acinar_cell:1.9,p=0.047
GALE	four_disease_low_contradiction	16.07973217652301	4.0	0.0	4.0	0.0	0.0	False	-1.0780208820228463	0.2144225112003847	0.8993702893651148	False	ibd_uc_epithelial:0.618,p=0.0035;psoriasis_keratinocyte:1.97,p=0.0052;ibd_crohn_epithelial:0.459,p=0.034;t1d_endothelial_cell:1.94,p=0.036
DDAH1	four_disease_low_contradiction	16.073664199120014	4.0	0.0	4.0	0.0	0.0	False	-0.4185644125606291	0.7856821149198733	0.9745041645639924	False	psoriasis_skin_stromal:1.2,p=0.0019;ibd_uc_epithelial:0.58,p=0.0058;t1d_stellate_cell:1.79,p=0.0064;ibd_crohn_epithelial:0.538,p=0.02
LYPLA1	four_disease_low_contradiction	16.06485995374045	4.0	0.0	4.0	0.0	0.0	False	0.0022955277659946	0.9912163477850076	0.9992380443970746	False	t1d_stellate_cell:0.565,p=0.007;ibd_uc_stromal:0.57,p=0.0089;ibd_crohn_epithelial:0.423,p=0.0089;psoriasis_skin_stromal:0.609,p=0.016
RABGGTB	four_disease_low_contradiction	16.05561514141451	4.0	0.0	4.0	0.0	0.0	False	-0.2234965293033735	0.1878962824017918	0.8993702893651148	False	ibd_crohn_epithelial:0.727,p=0.0037;t1d_stellate_cell:0.752,p=0.009;psoriasis_skin_stromal:0.42,p=0.022;ibd_uc_epithelial:0.72,p=0.036
FKBP1A	four_disease_low_contradiction	16.02885674584491	4.0	1.0	8.0	1.0	0.0	False	-0.3348545094591504	0.2385454869670045	0.9004758652001262	False	ibd_crohn_myeloid:0.779,p=0.0052;ibd_uc_myeloid:0.689,p=0.0076;ibd_uc_stromal:1.59,p=0.011;t1d_stellate_cell:0.659,p=0.012;t1d_acinar_cell:0.812,p=0.015;psoriasis_skin_stromal:0.836,p=0.026;ibd_crohn_stromal:1.25,p=0.031;t1d_ductal_cell:0.419,p=0.033
SEC14L2	four_disease_low_contradiction	16.017510552700585	4.0	0.0	4.0	0.0	0.0	False	0.1570822775962059	0.8824681840301971	0.9840278968329756	False	ibd_crohn_stromal:1.91,p=0.0013;ibd_uc_epithelial:1.33,p=0.029;t1d_stellate_cell:1.52,p=0.032;psoriasis_skin_stromal:0.502,p=0.039
GYS1	four_disease_low_contradiction	16.015168941426314	4.0	0.0	4.0	0.0	0.0	False	-0.1933553648236436	0.4565431819290166	0.9236315051718146	False	psoriasis_keratinocyte:1.26,p=0.028;ibd_uc_myeloid:1.33,p=0.031;t1d_stellate_cell:2.8,p=0.032;ibd_crohn_myeloid:1.38,p=0.037
ITGA2	four_disease_low_contradiction	16.006380452961782	4.0	0.0	4.0	0.0	0.0	False	-0.5077457401179997	0.1447926777202628	0.8989378106274888	False	ibd_crohn_stromal:1.11,p=0.011;t1d_endothelial_cell:1.94,p=0.014;ibd_uc_epithelial:1.14,p=0.018;psoriasis_skin_stromal:1.23,p=0.045
SP140	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0867628128456026	0.7262224269643743	0.9677805697088556	False	ibd_crohn_myeloid:2.44,p=0.00099;ibd_uc_myeloid:1.9,p=0.0033;sjogren_gland_epithelial:0.872,p=0.012;psoriasis_keratinocyte:0.48,p=0.042
RPP40	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0563641271595996	0.9372620628304918	0.99290759090381	False	t1d_endothelial_cell:2.84,p=0.001;ibd_uc_epithelial:1.06,p=0.0054;psoriasis_skin_stromal:0.711,p=0.022;ibd_crohn_myeloid:1.13,p=0.045
C4ORF46	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	0.4140706647727867	0.3727546540596206	0.9141270983319502	False	ibd_crohn_myeloid:2.04,p=0.0012;ibd_uc_myeloid:1.45,p=0.014;sjogren_gland_apc:2.17,p=0.016;t1d_acinar_cell:0.67,p=0.03
MTF1	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	0.2966006148315276	0.1717854355945038	0.8993702893651148	False	ibd_crohn_myeloid:1.4,p=0.0013;psoriasis_skin_stromal:0.337,p=0.0024;ibd_uc_myeloid:1.33,p=0.0043;t1d_endothelial_cell:1.13,p=0.022
HLA-DMA	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	0.2126620284251732	0.2606019417088906	0.9049965616313804	False	sjogren_gland_epithelial:1.33,p=0.0014;ibd_uc_epithelial:3.17,p=0.0029;ibd_crohn_epithelial:3,p=0.0039;t1d_acinar_cell:1.37,p=0.0044
GOLT1B	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	0.1829471381030103	0.3453990585708625	0.9141270983319502	False	ibd_uc_epithelial:1.3,p=0.0029;ibd_crohn_epithelial:0.68,p=0.026;t1d_stellate_cell:0.407,p=0.035;psoriasis_skin_stromal:0.615,p=0.036
ZWILCH	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-1.1097490991246437	0.2177940818790457	0.8993702893651148	False	ibd_crohn_epithelial:0.819,p=0.0032;ibd_uc_stromal:0.953,p=0.022;psoriasis_skin_stromal:0.751,p=0.025;t1d_stellate_cell:1.49,p=0.027
PI15	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0640299863139053	0.9585507484860836	0.995447887770418	False	psoriasis_skin_stromal:3.23,p=0.0034;ibd_uc_stromal:3.4,p=0.019;ibd_crohn_stromal:4.21,p=0.023;t1d_stellate_cell:2.4,p=0.042
LAMB3	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.2487970571570184	0.8485205641188109	0.9766943345271908	False	ibd_uc_myeloid:2.61,p=0.0037;ibd_crohn_myeloid:2.14,p=0.0095;psoriasis_skin_stromal:1.18,p=0.012;t1d_stellate_cell:2.16,p=0.014
TMEM165	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0838793497622809	0.7106442915738526	0.9669212366619434	False	ibd_uc_epithelial:1.39,p=0.0038;ibd_crohn_epithelial:0.865,p=0.011;psoriasis_keratinocyte:1.01,p=0.016;t1d_acinar_cell:1,p=0.045
HLA-DMB	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	0.1259803949746825	0.6648851015588776	0.9565589890801192	False	sjogren_gland_epithelial:1.2,p=0.0057;ibd_uc_epithelial:2.69,p=0.0076;t1d_ductal_cell:2.04,p=0.021;ibd_crohn_epithelial:2.39,p=0.024
CCL19	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-1.29003978913952	0.3974902111744002	0.9157809859344704	False	psoriasis_skin_apc:1.88,p=0.0074;ibd_crohn_myeloid:4.23,p=0.0085;sjogren_gland_apc:2.36,p=0.024;ibd_uc_myeloid:3.92,p=0.025
CSTA	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.6468373545907893	0.4000386986563147	0.9157809859344704	False	ibd_uc_myeloid:1.97,p=0.0077;sjogren_gland_stromal:1.43,p=0.015;ibd_crohn_myeloid:1.55,p=0.022;psoriasis_skin_apc:1.35,p=0.042
CHD1L	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0838461236310266	0.6083300433712847	0.9476308467322015	False	ibd_crohn_stromal:1.13,p=0.008;t1d_endothelial_cell:1.35,p=0.019;ibd_uc_epithelial:0.416,p=0.027;psoriasis_skin_stromal:0.71,p=0.039
BICD1	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.1223308019576796	0.8499182945895195	0.9769977513666154	False	psoriasis_skin_stromal:0.589,p=0.0093;t1d_endothelial_cell:1.21,p=0.024;ibd_uc_stromal:1.02,p=0.029;ibd_crohn_stromal:1.01,p=0.032
SHISA5	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0837947727099397	0.6588121759675346	0.9553275718775284	False	ibd_crohn_epithelial:0.574,p=0.013;ibd_uc_epithelial:0.893,p=0.013;t1d_beta_cell:0.354,p=0.02;psoriasis_keratinocyte:1.07,p=0.04
RAB11A	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.0332515371723509	0.7858510052593756	0.9745041645639924	False	ibd_crohn_stromal:0.492,p=0.013;ibd_uc_stromal:0.775,p=0.017;psoriasis_keratinocyte:0.322,p=0.018;t1d_endothelial_cell:0.708,p=0.029
SLC10A7	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-1.1903537251013177	0.1768744028269366	0.8993702893651148	False	t1d_ductal_cell:0.627,p=0.015;ibd_uc_epithelial:1.48,p=0.017;ibd_crohn_epithelial:1.05,p=0.024;psoriasis_keratinocyte:0.999,p=0.031
PIK3R2	four_disease_low_contradiction	16.0	4.0	0.0	4.0	0.0	0.0	False	-0.039543595896534	0.8467976277585396	0.976211196296546	False	t1d_stellate_cell:1.3,p=0.015;psoriasis_keratinocyte:0.724,p=0.025;ibd_uc_myeloid:1.07,p=0.03;ibd_crohn_myeloid:0.776,p=0.034
CTSC	four_disease_low_contradiction	15.040652647830395	4.0	1.0	5.0	1.0	1.0	False	0.0104805143281527	0.9460810317140338	0.9944057947422876	False	ibd_crohn_epithelial:0.602,p=0.001;psoriasis_keratinocyte:2.7,p=0.0045;psoriasis_skin_stromal:0.803,p=0.0047;ibd_uc_epithelial:0.86,p=0.0052;t1d_endothelial_cell:1.42,p=0.018
DUSP6	four_disease_low_contradiction	15.0	4.0	1.0	5.0	1.0	1.0	False	-0.2379508353827084	0.4679174433060951	0.9239963547089984	False	t1d_stellate_cell:1.22,p=9.4e-05;t1d_ductal_cell:0.643,p=0.012;psoriasis_skin_stromal:0.997,p=0.013;ibd_uc_epithelial:1.11,p=0.015;ibd_crohn_epithelial:0.746,p=0.038
SCD	four_disease_low_contradiction	15.0	4.0	1.0	5.0	1.0	1.0	False	0.3699574700771606	0.1572805657312676	0.8989378106274888	False	psoriasis_keratinocyte:3.52,p=0.0002;ibd_uc_epithelial:2.82,p=0.00053;ibd_crohn_epithelial:2.55,p=0.0018;ibd_uc_stromal:1.46,p=0.041;t1d_endothelial_cell:2.71,p=0.041
CYTOR	four_disease_low_contradiction	15.0	4.0	1.0	7.0	1.0	0.0	False				False	ibd_uc_myeloid:1.55,p=0.0012;ibd_crohn_myeloid:1.36,p=0.0023;psoriasis_skin_stromal:1.17,p=0.0073;t1d_acinar_cell:1.01,p=0.0089;t1d_stellate_cell:0.568,p=0.0092;ibd_crohn_stromal:1.26,p=0.012;ibd_uc_stromal:1.05,p=0.029
COX7B	four_disease_low_contradiction	15.0	4.0	1.0	7.0	1.0	0.0	False	0.336284974580872	0.3849065929257884	0.9141270983319502	False	t1d_ductal_cell:0.369,p=0.002;t1d_beta_cell:0.48,p=0.0073;psoriasis_keratinocyte:1.06,p=0.01;t1d_acinar_cell:0.435,p=0.014;sjogren_gland_stromal:0.487,p=0.014;sjogren_gland_epithelial:0.366,p=0.022;ibd_uc_stromal:0.315,p=0.034
SLPI	four_disease_low_contradiction	15.0	4.0	1.0	7.0	1.0	0.0	False	-2.815168367206164	0.017295664604268	0.8372898579012464	False	ibd_uc_epithelial:1.76,p=0.0022;t1d_acinar_cell:1.97,p=0.0035;ibd_uc_myeloid:2.62,p=0.0055;t1d_endothelial_cell:2.98,p=0.006;ibd_uc_stromal:1.5,p=0.021;ibd_crohn_myeloid:3.23,p=0.036;psoriasis_keratinocyte:1.14,p=0.042
