snp	SNP.PP.H4.row1	SNP.PP.H4.row2	SNP.PP.H4.row3	SNP.PP.H4.row4	SNP.PP.H4.row5	SNP.PP.H4.row6	SNP.PP.H4.row7	SNP.PP.H4.row8	SNP.PP.H4.row9	SNP.PP.H4.row10	SNP.PP.H4.row11	SNP.PP.H4.row12	SNP.PP.H4.row13	SNP.PP.H4.row14	SNP.PP.H4.row15	SNP.PP.H4.row16	SNP.PP.H4.row17	SNP.PP.H4.row18	SNP.PP.H4.row19	SNP.PP.H4.row20	SNP.PP.H4.row21
rs68194628	0	0	3.8713570403966e-09	7.02886685460877e-06	1.16810919020273e-05	1.24011018332448e-15	1.79669678017264e-05	0	0	9.58823179560138e-10	5.35402634425469e-08	3.47136967019118e-07	8.66547154079586e-22	2.45217812721072e-07	0	0	4.68271886617423e-14	1.98155592914485e-05	0.000264159103712533	1.25757959908706e-15	2.81216187937598e-05
rs12520531	0	0	3.92993688505371e-09	7.18482546316337e-06	1.1953863267361e-05	1.26745655555213e-15	1.83686267103769e-05	0	0	9.60523637991118e-10	5.40080619296775e-08	3.50568500599893e-07	8.74001527944646e-22	2.47400798284155e-07	0	0	4.7503025856671e-14	2.02412850362395e-05	0.000270141474191316	1.28442612879925e-15	2.87304915101902e-05
rs12520534	0	0	3.84544563464279e-09	7.02225878085394e-06	1.1681180273079e-05	1.23880612870485e-15	1.79525227093835e-05	0	0	9.58161121722362e-10	5.38131714799022e-08	3.49237379839527e-07	8.70867017615109e-22	2.4650133780717e-07	0	0	4.65283480308447e-14	1.98031349401824e-05	0.000264243897766533	1.25665092102691e-15	2.81078165891805e-05
rs1445012	0	0	3.84478718165601e-09	7.02712585910001e-06	1.16909347445562e-05	1.23964406938458e-15	1.79653318131645e-05	0	0	9.58151233037627e-10	5.38591355107283e-08	3.4958526549423e-07	8.7159632963994e-22	2.46716915559383e-07	0	0	4.65207704342243e-14	1.98170262400277e-05	0.000264466770759728	1.25751145858654e-15	2.81281069403753e-05
rs1373696	0	0	3.87185707636876e-09	7.11353879832927e-06	1.18448172420747e-05	1.25476212082669e-15	1.81884870372623e-05	0	0	9.58947024009439e-10	5.41852263173262e-08	3.52002532536873e-07	8.76785433641365e-22	2.4824116440808e-07	0	0	4.68332370004931e-14	2.00542637591559e-05	0.000267861629079571	1.27243793823921e-15	2.84683372587769e-05
rs17824062	0	0	3.87167061026928e-09	7.084443395022e-06	1.17885294953973e-05	1.24972750746279e-15	1.81123620210182e-05	0	0	9.58900841749184e-10	5.39636008988538e-08	3.50329781579529e-07	8.73267415693419e-22	2.47202190543222e-07	0	0	4.683098154249e-14	1.99722389177029e-05	0.000266588724043208	1.2673324023434e-15	2.83491875663463e-05
rs72748487	0	0	3.78791063528289e-09	6.67696860061293e-06	1.10425209218548e-05	1.17870124325079e-15	1.70555565329005e-05	0	0	9.56418077287058e-10	5.18498225611177e-08	3.34547977068067e-07	8.39669583891047e-22	2.37309909430612e-07	0	0	4.58638125613601e-14	1.88423871413931e-05	0.000249968879287705	1.19650501170677e-15	2.67218790110497e-05
rs17824146	0	0	3.78802854449775e-09	6.68478982368516e-06	1.105752576044e-05	1.18005570360218e-15	1.70759937698366e-05	0	0	9.56423220721479e-10	5.19092214081729e-08	3.34993942736726e-07	8.40612813088308e-22	2.37588153969376e-07	0	0	4.58651787468365e-14	1.88644333358838e-05	0.000250308207535476	1.19787832560572e-15	2.67538633084974e-05
rs17824182	0	0	3.78792973997936e-09	6.6922745246978e-06	1.10719891364086e-05	1.18135058019025e-15	1.70955746924119e-05	0	0	9.56422901074845e-10	5.19686803086084e-08	3.35440756138767e-07	8.41556887954135e-22	2.37866719511298e-07	0	0	4.58640438799687e-14	1.88855804173263e-05	0.000250635949481075	1.1991943657258e-15	2.67845776638111e-05
rs348619	0	0	8.45270642979472e-10	8.96113034109824e-07	2.23849051092565e-07	3.09855486678959e-15	5.11840415212379e-07	0	0	4.58316311651326e-07	1.49434960006137e-05	1.45635386239864e-05	4.74007646459916e-18	1.5293469813271e-05	0	0	1.40700181291921e-14	3.47654475761557e-06	6.96628778927684e-06	4.32412672418449e-15	1.10246323367257e-06
rs348621	0	0	8.52982035655453e-10	7.60029195048923e-07	2.2600248490321e-07	3.4162352838088e-15	4.82994081353081e-07	0	0	6.61788411908543e-07	1.81354959923466e-05	2.10394611901875e-05	7.4779692650432e-18	2.06501404188575e-05	0	0	1.73252823008602e-14	3.597964464487e-06	8.58224547395956e-06	5.81739509024153e-15	1.26944214512548e-06
rs62358202	0	0	2.86426632464071e-09	2.13186424571762e-07	1.02352277128876e-06	9.60712125695863e-14	9.65001662256626e-07	0	0	6.02063490409934e-07	1.37818757425406e-06	2.58147860556429e-05	5.69742734555472e-17	1.11778655938248e-05	0	0	4.64104455911676e-14	8.05096700033454e-07	3.10060992880577e-05	1.30507648466116e-13	2.02330367936623e-06
rs4245975	9.88131291682493e-324	1.67049859611315e-316	2.73103827497979e-09	3.13392087730063e-07	2.01866327522197e-07	1.56140096078008e-16	1.63384913210021e-06	3.45845952088873e-323	8.64990444222868e-316	9.74961575509475e-09	3.44086496861826e-08	8.64700521927941e-08	1.57264530917517e-21	3.21420514305187e-07	9.88131291682493e-324	2.56907811797181e-316	3.30852392501067e-14	8.84872462199175e-07	4.57212039504434e-06	1.58584700433504e-16	2.56123314403017e-06
rs62358226	0	0	1.07244860670378e-09	1.41894568789841e-06	1.96032165990345e-07	3.1381090537285e-08	4.5993828788143e-07	0	0	0.00179944947922399	0.073223221204823	0.0394668652620693	1.48555189951956e-07	0.0425269914300769	0	0	1.5506454042479e-14	4.78176180842051e-06	5.29920387719613e-06	3.80403400016552e-08	8.60530444906756e-07
rs11744707	4.94065645841247e-324	3.09764896267266e-316	2.84413627261157e-09	2.98634307970221e-07	1.97839135194309e-07	1.63687024479908e-16	1.50140204117794e-06	1.97626258336499e-323	1.55982517902431e-315	9.87389818815229e-09	3.18858377532683e-08	8.24124023939375e-08	1.60327908144956e-21	2.87234877077868e-07	4.94065645841247e-324	4.94829560261533e-316	3.5788964696604e-14	8.7583963123058e-07	4.65434125094888e-06	1.72684492818025e-16	2.44470468516117e-06
rs12518811	4.94065645841247e-324	2.76731573313848e-316	2.82599147827695e-09	3.01628171191352e-07	1.98791118205762e-07	1.62443989112753e-16	1.52663674852691e-06	1.97626258336499e-323	1.40303921206268e-315	9.87816921811027e-09	3.24263005395527e-08	8.33767027017904e-08	1.6020124539731e-21	2.94064942730661e-07	4.94065645841247e-324	4.37969748614445e-316	3.52315332978601e-14	8.76433071254216e-07	4.63345506988193e-06	1.69787101115724e-16	2.46278827593236e-06
rs957693	4.94065645841247e-324	5.7390734096044e-316	3.01714013978739e-09	2.90734480524663e-07	1.97898436894502e-07	1.74762340358611e-16	1.41129765221478e-06	9.88131291682493e-324	2.87785542641961e-315	1.0430789780742e-08	3.09127855016538e-08	8.20930138122913e-08	1.70461454785062e-21	2.68869943497985e-07	4.94065645841247e-324	9.22013757014135e-316	3.81826794503821e-14	8.57538484871589e-07	4.68231433682915e-06	1.85421086658759e-16	2.31110781741602e-06
rs6878901	0	0	5.38600519383387e-08	5.84257691759756e-07	5.72414443383191e-07	1.13022574194701e-15	1.38751679157988e-06	0	0	1.27728551470546e-07	4.26133372062378e-08	1.62882313207028e-07	7.56211089994676e-21	1.81326547877852e-07	0	0	2.92067122038633e-13	7.38425186604345e-07	5.80328326994589e-06	5.13832356850661e-16	9.73609537706278e-07
rs6893565	0	0	8.52704176869404e-10	2.64272712019552e-07	1.54675691683548e-07	4.40468460186568e-17	9.9146677758972e-05	0	0	3.08525644418107e-09	2.94079728198144e-08	6.71517090725083e-08	4.49639361396038e-22	1.97684660316383e-05	0	0	1.84533279735672e-14	1.33295286134872e-06	6.25814555605749e-06	7.99155839999129e-17	0.00027764198790093
rs348584	0	0	5.26231461333958e-08	5.61306611876e-07	5.53367920740516e-07	1.1020290659078e-15	1.33254916634378e-06	0	0	1.23285167762417e-07	4.04439968751971e-08	1.55557203115702e-07	7.28423081387188e-21	1.72035941997166e-07	0	0	3.00200647788553e-13	7.463132174677e-07	5.90195749981277e-06	5.27069901012679e-16	9.83668414317728e-07
rs13165828	4.94065645841247e-324	4.90324857447698e-316	2.52472753357769e-09	2.42507968730936e-07	1.6523811703184e-07	1.46275278513456e-16	1.17565658095656e-06	4.94065645841247e-324	1.81241182351378e-315	6.43401414031241e-09	1.90069922518953e-08	5.05265747385621e-08	1.05170770792648e-21	1.65101074874222e-07	4.94065645841247e-324	1.19425008887127e-315	4.8439671057514e-14	1.08442330524051e-06	5.92712640480445e-06	2.35287011621002e-16	2.91875617652924e-06
rs62358227	0	0	1.09876272965854e-09	1.39394575774327e-06	2.00823869050809e-07	3.5167638251577e-08	4.66804086734018e-07	0	0	0.00097844629690646	0.0381767397870533	0.0214580636896552	8.83553611076327e-08	0.0229070756750098	0	0	1.52994196746026e-14	4.52379662419754e-06	5.227976793119e-06	4.10539163195586e-08	8.41078160952125e-07
rs62358228	0	0	9.02754025579452e-08	3.05653365000175e-07	1.11866080555681e-06	2.49473373527637e-09	6.50332994378288e-06	0	0	1.64581512165637e-06	1.71380215638942e-07	2.44710250920069e-06	1.28319436224311e-13	6.53355166360731e-06	0	0	1.29737222794666e-12	1.0237891064057e-06	3.00566703575835e-05	3.00579746798793e-09	1.20937676446124e-05
rs348586	0	0	6.13003535841301e-08	6.43495305947452e-07	6.38158191744342e-07	1.28127463447386e-15	1.52716326312703e-06	0	0	1.49922680159253e-07	4.84027046813388e-08	1.87272855310387e-07	8.84103713606073e-21	2.05821980537019e-07	0	0	2.92427185774577e-13	7.15461564541356e-07	5.69154791860302e-06	5.12433300657321e-16	9.42694345734527e-07
rs348587	0	0	3.8421875732769e-08	4.24971776782786e-07	4.13498190623737e-07	7.49321514120991e-16	9.97386914047807e-07	0	0	8.2666707563743e-08	2.81210838637278e-08	1.06749983659994e-07	4.54859121622055e-21	1.18254498464792e-07	0	0	3.37958623331132e-13	8.71226782023121e-07	6.79995229325051e-06	5.52577913781193e-16	1.13521809207797e-06
rs348588	0	0	5.97407299719585e-08	6.34312569370391e-07	6.26403189739899e-07	1.25039351458601e-15	1.50572405355357e-06	0	0	1.4542261439643e-07	4.74880820336358e-08	1.82960572048004e-07	8.58746072933412e-21	2.01980172172849e-07	0	0	2.90613055560807e-13	7.19174156409291e-07	5.6969950134991e-06	5.099547710894e-16	9.47808616848064e-07
rs62358229	0	0	1.12878019530303e-09	1.29150568741603e-06	2.06257491659963e-07	4.5037889011189e-08	4.68571477441408e-07	0	0	0.00106155256482949	0.0373549650972877	0.0232746940399851	1.19499689735824e-07	0.0242834226441649	0	0	1.57684636052794e-14	4.20496593155631e-06	5.38687643721635e-06	5.27470743811671e-08	8.47006058420218e-07
rs2371681	0	0	3.9065003219682e-08	4.10490860465578e-07	4.06935999415809e-07	8.16618755161258e-16	9.74209816901502e-07	0	0	8.2093084006126e-08	2.65302955318318e-08	1.02609351717111e-07	4.84166442489579e-21	1.12816633237474e-07	0	0	3.51070064804625e-13	8.59796328955035e-07	6.83721645561171e-06	6.15269853189451e-16	1.13289355275012e-06
rs569398	0	0	2.25250232199919e-08	2.48655552878781e-07	2.4204286196411e-07	4.73674416888111e-16	5.90729313126646e-07	0	0	3.67541038231987e-08	1.24783924898621e-08	4.73887219012145e-08	2.18060572537634e-21	5.3116694308146e-08	0	0	5.89999402037781e-13	1.51799606499726e-06	1.18529345582099e-05	1.04017546190109e-15	2.00219104571298e-06
rs149053223	0	0	5.49762259972689e-08	5.70657152044879e-07	5.68283583261685e-07	1.14753397187671e-15	1.35398791190683e-06	0	0	1.29594841585242e-07	4.13721361928495e-08	1.60738543229485e-07	7.63194042862159e-21	1.75885284598865e-07	0	0	3.05669239241832e-13	7.39500099990902e-07	5.90730243806839e-06	5.3491246142017e-16	9.74142001009743e-07
rs4472299	0	1.16006353270929e-315	2.91714973228666e-09	2.50916076943228e-07	1.77020405888105e-07	1.7041616356731e-16	1.16280115794583e-06	4.94065645841247e-324	4.85884042262527e-315	8.42372346413442e-09	2.22840311955516e-08	6.13353486085258e-08	1.38839420599441e-21	1.85034521903456e-07	0	2.38193409471586e-315	4.71826127514168e-14	9.4588407417896e-07	5.35295854777017e-06	2.31086407166268e-16	2.43365711618605e-06
rs348580	4.23787986161536e-209	5.96945316753385e-187	3.23699010577967e-09	4.57850229654723e-07	4.22942221753894e-07	9.34312638725903e-17	2.69998120011211e-06	2.09126896923504e-209	4.41831830393896e-187	1.65180334602871e-09	7.18555461967035e-09	2.58964443089893e-08	1.34513484105213e-22	7.59240971992113e-08	2.34314362377971e-209	5.3410428257826e-187	2.28143542850187e-14	7.52101414243986e-07	5.57307817213899e-06	5.5207665663624e-17	2.46239782229187e-06
rs348579	0	0	6.28409776031819e-08	6.48916054225411e-07	6.4745980478895e-07	1.31087637295662e-15	1.53950676658154e-06	0	0	1.54156316315472e-07	4.89583529698621e-08	1.90578247542078e-07	9.0727042824036e-21	2.08114298829526e-07	0	0	2.96031730636374e-13	7.12475622864336e-07	5.7023704360768e-06	5.17722951562202e-16	9.38442358397653e-07
rs10043778	0	1.49960593837439e-315	3.48613542978109e-09	2.96250538902716e-07	2.09801463362258e-07	2.03840804774849e-16	1.36612654885344e-06	4.94065645841247e-324	8.00706128275828e-315	1.28331944333666e-08	3.35405019415932e-08	9.26704257877625e-08	2.11708489380801e-21	2.77129895297234e-07	0	2.21197045331426e-315	4.05062205580357e-14	8.02274109230694e-07	4.55756912714825e-06	1.98567855209942e-16	2.0539935173145e-06
rs348578	4.87779095580082e-209	5.6143377951409e-187	3.38952198353102e-09	4.77692077889577e-07	4.4218732795294e-07	9.75452798812155e-17	2.83077650786599e-06	2.33319071838293e-209	4.02797524939729e-187	1.67656821382284e-09	7.26692538601575e-09	2.62440702408225e-08	1.36127434797507e-22	7.71596559780468e-08	2.63464811184071e-209	4.90726165759531e-187	2.33375053163911e-14	7.66567095267118e-07	5.69206106339334e-06	5.63070254317125e-17	2.5220414875839e-06
rs348577	0	0	3.68928245773191e-08	3.90591358883175e-07	3.86132827883896e-07	7.71910781894095e-16	9.27126310426085e-07	0	0	7.60162204836516e-08	2.47518056325307e-08	9.5464789074226e-08	4.48733095635933e-21	1.05270139513957e-07	0	0	3.60122700779861e-13	8.88622657198033e-07	7.04681062243826e-06	6.31707524427569e-16	1.17105735552375e-06
rs189434	0	0	7.17210675982485e-08	7.58567873770329e-07	7.50185769063713e-07	1.50044378373097e-15	1.80053595977777e-06	0	0	1.83996067717964e-07	5.98516504457514e-08	2.30925952229172e-07	1.08602082461007e-20	2.54545557643164e-07	0	0	2.80594264706318e-13	6.91691835796165e-07	5.48716662926832e-06	4.92143919826013e-16	9.1151645354381e-07
rs7737912	0	0	1.13578427136571e-09	1.26297755387237e-06	2.07520973939585e-07	4.81613243283021e-08	4.68470041266504e-07	0	0	0.00114536757136027	0.0391709905295183	0.0251103725067766	1.37026347519469e-07	0.0260335133539619	0	0	1.59322988101028e-14	4.12918541306222e-06	5.44241773033284e-06	5.66397547873189e-08	8.50344847351361e-07
rs348576	0	0	4.47311410820706e-08	4.81349786355086e-07	4.72996325275251e-07	9.37751630665135e-16	1.14293816471021e-06	0	0	9.95282414687467e-08	3.29395017798152e-08	1.26280486436383e-07	5.88682072404982e-21	1.40139645704206e-07	0	0	3.16450553310764e-13	7.93675227487076e-07	6.25606038494814e-06	5.56191133664619e-16	1.04628328151989e-06
rs57055458	5.00928126246691e-207	4.14569315258786e-189	4.61772513857732e-09	5.23826717441999e-07	5.764015912422e-07	1.14852514822113e-16	4.3558743726337e-06	2.36071217409522e-207	2.93039371955704e-189	2.25035698764611e-09	7.85110659943912e-09	3.37047132307539e-08	1.57913942726154e-22	1.16977035782478e-07	2.75047887267436e-207	3.68359006060555e-189	3.23204586880129e-14	8.54521987310922e-07	7.54261413895386e-06	6.73954064652809e-17	3.94507670163632e-06
rs348574	0	0	4.8331785871676e-08	5.23541688089174e-07	5.13200019281829e-07	1.01404347520978e-15	1.24328964338571e-06	0	0	1.10627438696083e-07	3.68554037081522e-08	1.40947963260556e-07	6.548520903354e-21	1.56821013933384e-07	0	0	3.03803435067559e-13	7.67003358806229e-07	6.0310618785933e-06	5.34388081417585e-16	1.01125998325598e-06
rs348573	0	0	6.06364672665085e-08	6.51578612807099e-07	6.40608260005379e-07	1.27097561891539e-15	1.54709164137747e-06	0	0	1.48748392923082e-07	4.91592333179385e-08	1.88561511695078e-07	8.79654724003928e-21	2.09139640798869e-07	0	0	2.85646707438737e-13	7.15398971842294e-07	5.64202685007144e-06	5.01964382273788e-16	9.43065896238573e-07
rs348572	1.53583555508285e-208	1.56821570182197e-187	3.43209886015703e-09	4.63128804101169e-07	4.39496535259009e-07	9.53328812227812e-17	2.90998454881289e-06	7.52556208361427e-209	1.15255383897759e-187	1.73904064149676e-09	7.21724792259148e-09	2.672068110695e-08	1.36285386392886e-22	8.12535888699069e-08	8.44685198874526e-209	1.39571648133383e-187	2.40617104635041e-14	7.56753885718353e-07	5.76062289637244e-06	5.60337615247173e-17	2.63990354549357e-06
rs348571	0	0	6.16476465253378e-08	6.53923565775913e-07	6.4600212801388e-07	1.29015462186183e-15	1.55224531815468e-06	0	0	1.51453483499287e-07	4.94094071299893e-08	1.90431522509923e-07	8.9425454520126e-21	2.10147898108638e-07	0	0	2.88625710363338e-13	7.1356191323497e-07	5.65457208532074e-06	5.06408080561001e-16	9.40393331075072e-07
rs979256	0	0	5.40769714889911e-08	5.74313486545185e-07	5.67102045353339e-07	1.13188179246892e-15	1.36330562186762e-06	0	0	1.27638788592482e-07	4.16907027783157e-08	1.60610395525004e-07	7.53751196405649e-21	1.77323160999326e-07	0	0	2.99066278123204e-13	7.40270186084139e-07	5.86358980525001e-06	5.24803242224175e-16	9.7561614532182e-07
rs180900	0	0	6.24179602783874e-08	6.64646710777865e-07	6.55661019183721e-07	1.30688183484897e-15	1.57782435029311e-06	0	0	1.54074373289204e-07	5.04581805263375e-08	1.94196915520772e-07	9.10151705610703e-21	2.14625548605148e-07	0	0	2.8653666791876e-13	7.11127793915725e-07	5.62726388184666e-06	5.02976050480407e-16	9.37259727769704e-07
rs348569	0	0	6.29609129696397e-08	6.75425821755165e-07	6.64465187471167e-07	1.31943119974423e-15	1.60365858197155e-06	0	0	1.56122451365872e-07	5.15100407768682e-08	1.97700925792316e-07	9.23076559364706e-21	2.1913320177858e-07	0	0	2.83626846729956e-13	7.09153317679819e-07	5.59623360573511e-06	4.98314380313429e-16	9.34800425008034e-07
rs348568	0	0	5.99534823331603e-08	6.45156712174226e-07	6.33960505926061e-07	1.25687551137633e-15	1.53188855477944e-06	0	0	1.46628628233473e-07	4.85276730442887e-08	1.86041009321328e-07	8.67267857530522e-21	2.06458827238349e-07	0	0	2.86002071619546e-13	7.17308776614792e-07	5.65410997564301e-06	5.02675109208268e-16	9.45611195445513e-07
rs4340954	0	0	5.35281428998707e-08	5.48060879447832e-07	5.37054640593541e-07	1.0876542813293e-15	1.30285267062698e-06	0	0	1.30199186245355e-07	4.09991436648326e-08	1.56742472427894e-07	7.46403377114893e-21	1.74631798945831e-07	0	0	3.17862585372137e-13	7.58529014948797e-07	5.96242585905934e-06	5.41487530425481e-16	1.00111325463722e-06
rs348566	0	0	6.19533278820263e-08	6.57494013578183e-07	6.49409384526224e-07	1.2966298941286e-15	1.56073668019413e-06	0	0	1.52450396962656e-07	4.97594546130682e-08	1.91745246248735e-07	9.00194962408962e-21	2.116388941552e-07	0	0	2.88118230212018e-13	7.12662752649056e-07	5.64640391055054e-06	5.05548096835699e-16	9.3921799413228e-07
rs62358232	0	0	1.18017900970973e-09	1.06478815820969e-06	2.19886172527578e-07	5.73953886403673e-08	4.76061577775243e-07	0	0	0.00118824105693111	0.0329715808141971	0.0265641983101863	1.63038547501903e-07	0.0264132429806984	0	0	1.67007877112376e-14	3.51187008405437e-06	5.81747160528455e-06	6.80936198011694e-08	8.71731761558835e-07
rs10512731	0	0	8.438504637394e-10	2.12296582666362e-07	1.6820746393374e-07	5.02201499460652e-17	0.000310743174843455	0	0	2.71081057064762e-09	2.09747391978771e-08	6.48367244027108e-08	4.55164424699278e-22	5.50094372848943e-05	0	0	1.7714711495048e-14	1.03871822861113e-06	6.60178134785234e-06	8.83867055178311e-17	0.000844113522512101
rs62358233	0	0	1.1893146463501e-09	1.05885966640821e-06	2.21603980031354e-07	5.95197709809467e-08	4.78386038790965e-07	0	0	0.00103916691228795	0.0284542299910688	0.0232331568672847	1.46725778590769e-07	0.0230339789862472	0	0	1.66864725289544e-14	3.46252035944664e-06	5.81289675910061e-06	7.00114984881889e-08	8.68514225116647e-07
rs16869807	0	0	1.19424528804386e-09	1.04857002561682e-06	2.22538994059999e-07	6.158313800114e-08	4.78944529291749e-07	0	0	0.00105256139046199	0.0284230858480734	0.0235343466071774	1.53134252249875e-07	0.0232616781559825	0	0	1.67644329286953e-14	3.43066987910521e-06	5.84048260474695e-06	7.24765475126628e-08	8.69983902481189e-07
rs348565	2.67117682225725e-217	1.72064062641853e-198	3.9138683824779e-09	4.82291839276083e-07	4.92366726097103e-07	1.01850199234218e-16	3.48670068976658e-06	1.30402971170461e-217	1.25990041834681e-198	1.97581729671566e-09	7.48807815377757e-09	2.98243774987165e-08	1.45063809234982e-22	9.69967449941193e-08	1.48048775484338e-217	1.5432404461159e-198	2.76518975785455e-14	7.9417241040359e-07	6.50361316536756e-06	6.03282818381425e-17	3.18760176834103e-06
rs348564	0	0	6.3566549640149e-08	7.07075719132945e-07	6.86335610679488e-07	1.33795653073913e-15	1.68005849895721e-06	0	0	1.59574334646373e-07	5.45908952407735e-08	2.06734549592556e-07	9.47617419854817e-21	2.32413169939236e-07	0	0	2.72109473621063e-13	7.05451411528309e-07	5.4928639123376e-06	4.80172604320901e-16	9.30615102227636e-07
rs1444999	0	3.78409818806269e-319	3.4893308865024e-09	3.27464267264996e-07	2.21237278113625e-07	1.93352725814468e-16	1.53991143055104e-06	0	2.10273350738743e-318	1.33677725328849e-08	3.85834180166171e-08	1.01699150378447e-07	2.08989188512998e-21	3.25098197580283e-07	0	5.11353002789232e-319	3.71427907994212e-14	8.12423456355952e-07	4.40289133668098e-06	1.72553203936763e-16	2.12108849803788e-06
rs1445000	0	3.45850892745331e-319	3.36251568207069e-09	3.18323346300628e-07	2.14467538886468e-07	1.86231099358765e-16	1.50194242960093e-06	0	1.85779552280517e-318	1.24527838852036e-08	3.62568870141676e-08	9.5302836443662e-08	1.94585721064791e-21	3.06518961551865e-07	0	4.9013288330035e-319	3.75373229591582e-14	8.28235095863621e-07	4.47618295881422e-06	1.742976519443e-16	2.16961629181105e-06
rs348563	0	0	6.17524697828255e-08	7.09839780074634e-07	6.80686092912424e-07	1.30493739442057e-15	1.68776916419698e-06	0	0	1.55030652299679e-07	5.48079382829203e-08	2.05046445866787e-07	9.24292751960947e-21	2.33495339843585e-07	0	0	2.64271128039806e-13	7.08014056601254e-07	5.44614935538507e-06	4.68193536900784e-16	9.3462867938549e-07
rs348562	0	0	6.58241598252581e-08	7.04116848364087e-07	6.93427410836084e-07	1.37895671705236e-15	1.67168054914178e-06	0	0	1.65241728035177e-07	5.43624509599095e-08	2.08870705852498e-07	9.76656099270096e-21	2.31254194894377e-07	0	0	2.81773630675194e-13	7.02499337932881e-07	5.54962082913975e-06	4.94886958477677e-16	9.25974402734863e-07
rs348561	0	0	6.56989566774111e-08	7.04453627013444e-07	6.93147596616622e-07	1.37672928792803e-15	1.67256220732801e-06	0	0	1.64938376471869e-07	5.43920642324001e-08	2.08800286398138e-07	9.75143257971603e-21	2.31391525152908e-07	0	0	2.81160210324196e-13	7.02641756843797e-07	5.5458534790221e-06	4.93951477998786e-16	9.26207588209383e-07
rs348560	0	0	6.130439440398e-08	7.14997705774143e-07	6.819540715174e-07	1.29774185487255e-15	1.70054238656243e-06	0	0	1.54155285683339e-07	5.52956988327499e-08	2.05761475819977e-07	9.2068645517202e-21	2.35643900002914e-07	0	0	2.60596407668303e-13	7.08382177052548e-07	5.4197496706853e-06	4.62493337572642e-16	9.35394793140923e-07
rs184726	0	0	5.95897073239799e-08	7.13182067130198e-07	6.73745583979648e-07	1.26538372862042e-15	1.6971282110141e-06	0	0	1.49600999430033e-07	5.50660019584246e-08	2.02955721957498e-07	8.96276720870974e-21	2.34790122248391e-07	0	0	2.55015535887924e-13	7.11347747221251e-07	5.3906185480954e-06	4.54002227212255e-16	9.39811398534855e-07
rs171173	0	0	5.11831786060988e-08	6.01251098383836e-07	5.71942389344073e-07	1.08442646509064e-15	1.43022041346922e-06	0	0	1.22135831997466e-07	4.41257005865816e-08	1.63760913829507e-07	7.30083575424179e-21	1.88070526841226e-07	0	0	2.70475279043134e-13	7.4052950449938e-07	5.65066931682609e-06	4.8044179766484e-16	9.77988989636747e-07
rs6871840	1.39935824666721e-208	2.21944330226099e-187	3.84341553167292e-09	5.22745609006996e-07	4.93835660841415e-07	1.07447578569846e-16	3.24979375455102e-06	6.28528228102424e-209	1.49520633700713e-187	1.78512623939985e-09	7.46727035405199e-09	2.75217576736464e-08	1.40800712984264e-22	8.3178161965702e-08	7.20978381453624e-209	1.85045542616456e-187	2.52422005354953e-14	8.00177664639913e-07	6.06372647554404e-06	5.91625460645369e-17	2.76182616826311e-06
rs173232	0	0	8.32082465301275e-09	1.74975731027807e-06	5.09093303104988e-07	3.43780079615212e-14	1.60755192664776e-06	0	0	4.57119213596705e-08	2.9563837836134e-07	3.35585058137381e-07	5.32844444402457e-19	4.86664920483727e-07	0	0	3.53894845850144e-14	1.73449017273179e-06	4.04811213868458e-06	1.22582627614761e-14	8.84715317459286e-07
rs62358251	0	0	1.27028893253819e-09	9.64047615702059e-07	2.31773245982309e-07	1.21682426155116e-07	4.80840310237745e-07	0	0	0.00192719872495596	0.0449823726637008	0.0421919321692602	5.20844969640504e-07	0.0402000673581682	0	0	1.82572652751605e-14	3.22937036722737e-06	6.22793107611331e-06	1.46622771005747e-07	8.94261943028179e-07
rs168355	1.12397528340364e-208	3.15019726219951e-187	4.03042239425847e-09	5.53807545909063e-07	5.20132731615249e-07	1.13617585582785e-16	3.39583677667133e-06	4.85163854076676e-209	2.03953247215094e-187	1.79902814053276e-09	7.60267019895654e-09	2.78576003555302e-08	1.43083507571981e-22	8.35287779409208e-08	5.62072062276701e-209	2.54926057813736e-187	2.56922620028051e-14	8.228047824971e-07	6.19888024586923e-06	6.07208281573796e-17	2.80110413772761e-06
rs7733749	0	5.74188983081852e-316	3.05050228383868e-09	2.75213413089984e-07	1.98948910582363e-07	2.0734689746643e-16	1.191888498762e-06	0	2.51951758276982e-315	9.22844249362516e-09	2.56062830075737e-08	7.2217216788481e-08	1.76974716638853e-21	1.98698510517934e-07	0	9.3146026251868e-316	3.89812829163319e-14	8.196728107613e-07	4.75306356083091e-06	2.22137902166805e-16	1.97083865351725e-06
rs35828468	0	0	1.10833573838818e-09	6.50740120633251e-07	2.57837528283567e-07	3.93065104593958e-06	5.26921455186859e-07	0	0	0.000990430128883107	0.017884630759507	0.0276465383621522	9.90999930642355e-06	0.0259477864506705	0	0	1.57337285386128e-14	2.15304971702644e-06	6.8431132546941e-06	4.67805320064729e-06	9.67914212058505e-07
rs7716277	0	1.06972246090197e-314	3.55010827139031e-09	2.5619127424933e-07	1.93566030096995e-07	2.36505575488456e-16	1.12023131759348e-06	0	5.20327706579915e-314	1.19053441565903e-08	2.64231493066994e-08	7.78881923720537e-08	2.23768199726357e-21	2.07018898045028e-07	0	1.85930141216668e-314	4.86066377963616e-14	8.17531463851136e-07	4.95484882980975e-06	2.7147867282038e-16	1.98468853700664e-06
