analysis	disease_name	compartment	gene	candidate_class	present
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSL	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSS	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CTSZ	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	CXorf21	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	EEA1	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FCGR2A	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FCGR2B	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	FCGR3A	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GPR65	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GSK3A	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	GSK3B	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HGS	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DMA	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DMB	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DOA	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DOB	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DPA1	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DPB1	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DRA	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	HLA-DRB1	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IFI30	hla_ii_loading_editing	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IGF2R	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	IRF5	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ITGAM	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	ITGAX	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAMP1	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAMP2	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAMP3	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LAPTM5	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LGALS1	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LGALS3	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LGALS8	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LGALS9	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LIPA	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	LRP1	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	M6PR	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MARCO	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MERTK	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MIF	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MRC1	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	MSR1	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NPC1	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	NPC2	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PDCD1LG2	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	PTPN2	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB11A	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB5A	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RAB7A	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	RFX5	state_markers_positive_controls	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SCARB1	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SCARB2	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SH2B3	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SIGLEC1	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SIGLEC10	glycan_checkpoint_surface	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SLC15A4	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SNX10	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SNX5	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	SORT1	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TASL	failed_or_crowded_comparators	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TCIRG1	lysosome_endosome_lipid	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TNFAIP3	failed_or_crowded_comparators	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TREM2	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	TYROBP	uptake_complement_phagocytosis	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	VAMP3	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	VAMP7	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	VPS26A	trafficking_sorting	True
ibd_uc_epithelial	ulcerative colitis	colon epithelial	VPS35	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	AP1S2	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	AP2M1	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	ATP6V0D2	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	ATP6V1B2	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	AXL	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	C1QA	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	C1QB	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	C1QC	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	C3AR1	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	C5AR1	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	CALR	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	CD274	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	CD44	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	CD74	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	CD83	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	CD86	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	CIITA	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	CST3	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CSTA	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CSTB	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSB	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSD	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSH	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSL	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSS	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CTSZ	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	CXorf21	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	EEA1	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	FCGR2A	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	FCGR2B	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	FCGR3A	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	GPR65	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	GSK3A	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	GSK3B	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	HGS	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DMA	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DMB	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DOA	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DOB	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DPA1	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DPB1	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DRA	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	HLA-DRB1	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	IFI30	hla_ii_loading_editing	True
ibd_crohn_stromal	Crohn disease	colon stromal	IGF2R	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	IRF5	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	ITGAM	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	ITGAX	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	LAMP1	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	LAMP2	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	LAMP3	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	LAPTM5	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	LGALS1	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	LGALS3	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	LGALS8	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	LGALS9	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	LIPA	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	LRP1	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	M6PR	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	MARCO	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	MERTK	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	MIF	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	MRC1	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	MSR1	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	NPC1	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	NPC2	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	PDCD1LG2	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	PTPN2	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	RAB11A	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	RAB5A	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	RAB7A	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	RFX5	state_markers_positive_controls	True
ibd_crohn_stromal	Crohn disease	colon stromal	SCARB1	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	SCARB2	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	SH2B3	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	SIGLEC1	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	SIGLEC10	glycan_checkpoint_surface	True
ibd_crohn_stromal	Crohn disease	colon stromal	SLC15A4	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	SNX10	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	SNX5	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	SORT1	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	TASL	failed_or_crowded_comparators	False
ibd_crohn_stromal	Crohn disease	colon stromal	TCIRG1	lysosome_endosome_lipid	True
ibd_crohn_stromal	Crohn disease	colon stromal	TNFAIP3	failed_or_crowded_comparators	True
ibd_crohn_stromal	Crohn disease	colon stromal	TREM2	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	TYROBP	uptake_complement_phagocytosis	True
ibd_crohn_stromal	Crohn disease	colon stromal	VAMP3	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	VAMP7	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	VPS26A	trafficking_sorting	True
ibd_crohn_stromal	Crohn disease	colon stromal	VPS35	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	AP1S2	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	AP2M1	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	ATP6V0D2	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	ATP6V1B2	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	AXL	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	C1QA	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	C1QB	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	C1QC	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	C3AR1	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	C5AR1	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CALR	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CD274	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CD44	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CD74	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CD83	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CD86	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CIITA	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CST3	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CSTA	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CSTB	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSB	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSD	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSH	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSL	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSS	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CTSZ	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	CXorf21	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	EEA1	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	FCGR2A	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	FCGR2B	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	FCGR3A	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	GPR65	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	GSK3A	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	GSK3B	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HGS	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DMA	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DMB	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DOA	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DOB	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DPA1	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DPB1	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DRA	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	HLA-DRB1	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	IFI30	hla_ii_loading_editing	True
ibd_uc_stromal	ulcerative colitis	colon stromal	IGF2R	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	IRF5	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	ITGAM	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	ITGAX	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LAMP1	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LAMP2	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LAMP3	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LAPTM5	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LGALS1	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LGALS3	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LGALS8	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LGALS9	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LIPA	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	LRP1	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	M6PR	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	MARCO	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	MERTK	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	MIF	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	MRC1	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	MSR1	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	NPC1	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	NPC2	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	PDCD1LG2	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	PTPN2	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	RAB11A	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	RAB5A	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	RAB7A	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	RFX5	state_markers_positive_controls	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SCARB1	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SCARB2	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SH2B3	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SIGLEC1	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SIGLEC10	glycan_checkpoint_surface	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SLC15A4	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SNX10	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SNX5	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	SORT1	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	TASL	failed_or_crowded_comparators	False
ibd_uc_stromal	ulcerative colitis	colon stromal	TCIRG1	lysosome_endosome_lipid	True
ibd_uc_stromal	ulcerative colitis	colon stromal	TNFAIP3	failed_or_crowded_comparators	True
ibd_uc_stromal	ulcerative colitis	colon stromal	TREM2	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	TYROBP	uptake_complement_phagocytosis	True
ibd_uc_stromal	ulcerative colitis	colon stromal	VAMP3	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	VAMP7	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	VPS26A	trafficking_sorting	True
ibd_uc_stromal	ulcerative colitis	colon stromal	VPS35	trafficking_sorting	True
psoriasis_skin_apc	psoriasis	skin APC	AP1S2	trafficking_sorting	True
psoriasis_skin_apc	psoriasis	skin APC	AP2M1	trafficking_sorting	True
psoriasis_skin_apc	psoriasis	skin APC	ATP6V0D2	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	ATP6V1B2	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	AXL	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	C1QA	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	C1QB	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	C1QC	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	C3AR1	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	C5AR1	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	CALR	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	CD274	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	CD44	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	CD74	state_markers_positive_controls	True
psoriasis_skin_apc	psoriasis	skin APC	CD83	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	CD86	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	CIITA	state_markers_positive_controls	True
psoriasis_skin_apc	psoriasis	skin APC	CST3	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CSTA	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CSTB	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSB	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSD	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSH	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSL	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSS	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CTSZ	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	CXorf21	failed_or_crowded_comparators	True
psoriasis_skin_apc	psoriasis	skin APC	EEA1	trafficking_sorting	True
psoriasis_skin_apc	psoriasis	skin APC	FCGR2A	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	FCGR2B	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	FCGR3A	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	GPR65	failed_or_crowded_comparators	True
psoriasis_skin_apc	psoriasis	skin APC	GSK3A	failed_or_crowded_comparators	True
psoriasis_skin_apc	psoriasis	skin APC	GSK3B	failed_or_crowded_comparators	True
psoriasis_skin_apc	psoriasis	skin APC	HGS	trafficking_sorting	True
psoriasis_skin_apc	psoriasis	skin APC	HLA-DMA	hla_ii_loading_editing	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DMB	hla_ii_loading_editing	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DOA	hla_ii_loading_editing	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DOB	hla_ii_loading_editing	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DPA1	state_markers_positive_controls	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DPB1	state_markers_positive_controls	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DRA	state_markers_positive_controls	False
psoriasis_skin_apc	psoriasis	skin APC	HLA-DRB1	state_markers_positive_controls	False
psoriasis_skin_apc	psoriasis	skin APC	IFI30	hla_ii_loading_editing	True
psoriasis_skin_apc	psoriasis	skin APC	IGF2R	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	IRF5	failed_or_crowded_comparators	True
psoriasis_skin_apc	psoriasis	skin APC	ITGAM	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	ITGAX	uptake_complement_phagocytosis	True
psoriasis_skin_apc	psoriasis	skin APC	LAMP1	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	LAMP2	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	LAMP3	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	LAPTM5	lysosome_endosome_lipid	True
psoriasis_skin_apc	psoriasis	skin APC	LGALS1	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	LGALS3	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	LGALS8	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	LGALS9	glycan_checkpoint_surface	True
psoriasis_skin_apc	psoriasis	skin APC	LIPA	lysosome_endosome_lipid	True
