gene	call	fresh_score	support_channels	ms	broad_cell_state	response	genetics	perturbation_or_model	modality	ms_delta_log2	ms_p	ms_fdr	broad_positive_disease_count	broad_positive_diseases	response_contexts	strong_l2g_disease_count	strong_qtl_coloc_disease_count	wave55_genetic_disease_count	blocker_flag	blocker_text
RPE	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1413939991866808	0.6244785027576905	0.9491657397109384	1	Crohn disease	0	0	0	0	False	    
RPF1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.017016316408247	0.9158793054568533	0.9882111716135832	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPF2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2241914371562998	0.3182455590230648	0.911842594304416	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL11	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2926995986730354	0.0664236838908197	0.8989378106274888	1	ulcerative colitis	0	0	0	0	False	    
RPL12	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0285340551826731	0.824449130263623	0.9761732664217524	1	ulcerative colitis	0	0	0	0	False	    
RPL13	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1103394290353154	0.3864248103744716	0.9151096146755398	1	Crohn disease	0	0	0	0	False	    
RPL13A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2305417049548097	0.0852619579287354	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL14	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2054671258260754	0.1040104786734119	0.8989378106274888	1	ulcerative colitis	0	0	0	0	False	    
RPL26L1-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL27A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2220499954852961	0.0992038861913823	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL28	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1076025858329323	0.4117720599199852	0.9182855687364296	1	ulcerative colitis	0	0	0	0	False	    
RPL39L	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.5982364206549953	0.1553737414456944	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL5	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2838448013172172	0.0524344134179474	0.8828333919755704	1	ulcerative colitis	0	0	0	0	False	    
RPL6	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1848549204424472	0.1364255233386735	0.8989378106274888	1	ulcerative colitis	0	0	0	0	False	    
RPL7	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1867907488366764	0.1621013042654071	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPL7L1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1776725236398491	0.1731537944684933	0.8993702893651148	1	psoriasis	0	0	0	0	False	    
RPP25	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1113627471464004	0.7556537558498225	0.9708581480143637	1	psoriasis	0	0	0	0	False	    
RPP38	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.3763707690431204	0.6516369588389924	0.9533589160781266	1	Crohn disease	0	0	0	0	False	    
RPRD1B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0845862511637225	0.5804433480384715	0.945960890264394	1	Crohn disease	0	0	0	0	False	    
RPS10	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.201036841815652	0.1644987107520465	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPS20	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.210594061587809	0.0806391199725188	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPS21	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.4092197980459637	0.0999605854795395	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPS21-DT	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
RPS24	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1199690725872937	0.3054883267931357	0.9075477698307116	1	ulcerative colitis	0	0	0	0	False	    
RPS6KA1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2146546754683811	0.1321895143657043	0.8989378106274888	1	psoriasis	0	0	0	0	False	    
RPS6KA3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0396962202809287	0.7896591726124321	0.9745041645639924	1	Crohn disease	0	0	0	0	False	    
RPS6KA4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0840211295466808	0.7340764350597371	0.9693303715651268	1	Crohn disease	0	0	0	0	False	    
RPS6KB2-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPS6KC1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1434755527169642	0.6228220543055244	0.9490245393797272	1	Crohn disease	0	0	0	0	False	    
RPS6KL1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.296111955548894	0.4798293715183377	0.926038761164836	1	psoriasis	0	0	0	0	False	    
RPTOR	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.0147867320606796	0.2793531937860193	0.9049965616313804	1	type 1 diabetes mellitus	0	0	0	0	False	    
RPUSD1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.5122507139989363	0.114363070091625	0.8989378106274888	1	psoriasis	0	0	0	0	False	    
RPUSD2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0708368726434987	0.8581135841622632	0.9796526500184016	1	Crohn disease	0	0	0	0	False	    
RPUSD3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3022897998539493	0.773518499138468	0.9733233960040236	1	psoriasis	0	0	0	0	False	    
RPUSD4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3010661048086334	0.0935114232280755	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RRAGC-DT	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
RRAS	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0919902866737185	0.7197161881581552	0.9677414401546712	1	Crohn disease	0	0	0	0	False	    
RRAS2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0488956257553132	0.9408626956242356	0.9940174219390462	1	psoriasis	0	0	0	0	False	    
RRM1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2675543296257032	0.2458938770044756	0.9004758652001262	1	Crohn disease	0	0	0	0	False	    
RRM2B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2745442374289109	0.0906396520659409	0.8989378106274888	1	Crohn disease	0	0	0	0	False	    
RRP7A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.4205271873416532	0.2861364540182642	0.9055783835864206	1	type 1 diabetes mellitus	0	0	0	0	False	    
RRP8	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.4738865451177849	0.06268387741183	0.8989378106274888	1	psoriasis	0	0	0	0	False	    
RRP9	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0828596620114323	0.6981238540183912	0.9646161727383372	1	type 1 diabetes mellitus	0	0	0	0	False	    
RRS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0461710743741745	0.8584629215520382	0.9797533479060436	1	type 1 diabetes mellitus	0	0	0	0	False	    
RSAD1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2159838059258909	0.1912948327048624	0.8993702893651148	1	Sjogren syndrome	0	0	0	0	False	    
RSC1A1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0745186830562971	0.8306150083607463	0.9761732664217524	1	psoriasis	0	0	0	0	False	    
RSKR	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
RSL1D1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1074979362484676	0.3061658308432133	0.9075477698307116	1	Sjogren syndrome	0	0	0	0	False	    
RSL24D1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2815702120283649	0.0668119486136995	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RSPH14	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
RSPH9	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.57120972294949	0.1575937570811388	0.8989378106274888	1	Sjogren syndrome	0	0	0	0	False	    
RSPRY1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.4041167371547782	0.0758429017200544	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RTCB	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1192525997423086	0.4788903031079953	0.926038761164836	1	psoriasis	0	0	0	0	False	    
RTEL1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.8647356111102473	0.2846948630977235	0.9055783835864206	1	psoriasis	0	0	0	0	False	    
RTEL1-TNFRSF6B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	1.840640756073841	0.1374115757313542	0.8989378106274888	1	Crohn disease	0	0	0	0	False	    
RTKN2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1845497121883634	0.8637412586296599	0.9801638168834976	1	Sjogren syndrome	0	0	0	0	False	    
RTL6	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	psoriasis	0	0	0	0	False	    
RTN1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.6152879999711249	0.4464231856721733	0.9220434300923256	1	ulcerative colitis	0	0	0	0	False	    
RTN3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1548022989603392	0.4011929388357966	0.9157809859344704	1	type 1 diabetes mellitus	0	0	0	0	False	    
RTP4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.6769782781475997	0.5823805474084909	0.9460303616141402	1	type 1 diabetes mellitus	0	0	0	0	False	    
RTTN	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.5426548956404122	0.2546342990708987	0.9016709895684596	1	type 1 diabetes mellitus	0	0	0	0	False	    
RUNDC3A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.2255371258884993	0.2177695837172817	0.8993702893651148	1	psoriasis	0	0	0	0	False	    
RUNX3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.5788760327332341	0.1142154937199303	0.8989378106274888	1	Crohn disease	0	0	0	0	False	    
RUSC1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1727090890195892	0.3924840072423562	0.9157809859344704	1	psoriasis	0	0	0	0	False	    
RUVBL1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1190568132080525	0.6456623772571927	0.9532107136523256	1	ulcerative colitis	0	0	0	0	False	    
RWDD2A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2406004787279076	0.7715900577505662	0.9733233960040236	1	Crohn disease	0	0	0	0	False	    
RWDD3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.5998436145832908	0.0582286089000613	0.8989378106274888	1	type 1 diabetes mellitus	0	0	0	0	False	    
RWDD4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0284262838127382	0.8932662250970368	0.9842134382901514	1	Crohn disease	0	0	0	0	False	    
RXYLT1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Crohn disease	0	0	0	0	False	    
S100A1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	1.7008479057221677	0.2285317838621988	0.9004758652001262	1	Sjogren syndrome	0	0	0	0	False	    
S100A3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	ulcerative colitis	0	0	0	0	False	    
S100A7	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	psoriasis	0	0	0	0	False	    
S100A7A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	psoriasis	0	0	0	0	False	    
S100B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.7367752680196524	0.104778131949479	0.8989378106274888	1	ulcerative colitis	0	0	0	0	False	    
S100PBP	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0573408755728266	0.7847536493931688	0.9745041645639924	1	Crohn disease	0	0	0	0	False	    
S1PR4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2316346056971374	0.8535914831463017	0.9782448515836516	1	Crohn disease	0	0	0	0	False	    
S1PR5	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-2.016735674222939	0.0866606248082532	0.8989378106274888	1	psoriasis	0	0	0	0	False	    
SAA4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
SAAL1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.4146420763689971	0.5993374169225448	0.9466965949245808	1	psoriasis	0	0	0	0	False	    
SAE1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.023004437508467	0.9232350116443176	0.990032027436974	1	ulcerative colitis	0	0	0	0	False	    
SALRNA2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SAMD14	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.6913532012484556	0.4965641952534167	0.9275874758277628	1	ulcerative colitis	0	0	0	0	False	    
SAMD4A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3483298646541524	0.1969731772602507	0.8993702893651148	1	type 1 diabetes mellitus	0	0	0	0	False	    
SAMD5	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.5883683864109883	0.1931547635101328	0.8993702893651148	1	Crohn disease	0	0	0	0	False	    
SAMSN1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3569626101220073	0.0893783904570909	0.8989378106274888	1	Sjogren syndrome	0	0	0	0	False	    
SANBR	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SAP18	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2380702985226612	0.2511823590204538	0.9004758652001262	1	Sjogren syndrome	0	0	0	0	False	    
SAP30-DT	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SARAF	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2104503990077191	0.2094477583873012	0.8993702893651148	1	Crohn disease	0	0	0	0	False	    
SARDH	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.6251434273136045	0.5618483669655175	0.9419051093293812	1	psoriasis	0	0	0	0	False	    
SARM1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1272683101087608	0.6436425534170397	0.9529370857734148	1	Crohn disease	0	0	0	0	False	    
SARS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
SASH1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.5184563949610288	0.37381655217009	0.9141270983319502	1	psoriasis	0	0	0	0	False	    
SAT2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1176702430120162	0.5734516505012642	0.9431647247323408	1	ulcerative colitis	0	0	0	0	False	    
SATB1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0624846339517244	0.7267957499849523	0.9677805697088556	1	ulcerative colitis	0	0	0	0	False	    
SATB2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.563351712933696	0.2607288514244179	0.9049965616313804	1	type 1 diabetes mellitus	0	0	0	0	False	    
SAXO4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SBF1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0398771354787754	0.8102378604050402	0.9761732664217524	1	Crohn disease	0	0	0	0	False	    
SBF2-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.5037521431413721	0.6450192441885879	0.9532107136523256	1	type 1 diabetes mellitus	0	0	0	0	False	    
SBSPON	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.5122317287024285	0.6508142654301929	0.9533589160781266	1	Sjogren syndrome	0	0	0	0	False	    
SC5D	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2373820940867652	0.3968089722469191	0.9157809859344704	1	Crohn disease	0	0	0	0	False	    
SCAANT1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	psoriasis	0	0	0	0	False	    
SCAF8	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1410023591187741	0.274873230244076	0.9049965616313804	1	Crohn disease	0	0	0	0	False	    
SCAI	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1827762565339572	0.4979447026605443	0.927698641490189	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCAMP1-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0742477000691703	0.9472296340063306	0.9944728423358602	1	psoriasis	0	0	0	0	False	    
SCAMP3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0818075247728664	0.7220567771309014	0.9677414401546712	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCAMP4	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.024780311080752	0.8755957908725337	0.98205084439582	1	psoriasis	0	0	0	0	False	    
SCAND1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0336919307164009	0.8694392342315712	0.9805729375988868	1	psoriasis	0	0	0	0	False	    
SCARA3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.8903839633082922	0.4344760504723373	0.9203090508605808	1	psoriasis	0	0	0	0	False	    
SCARB1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.176661486221219	0.4566397981331662	0.9236315051718146	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCFD2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.042563729457008	0.2131295806205387	0.8993702893651148	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCGB2A1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCHIP1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.6634894396929321	0.5706858170598609	0.9431647247323408	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCMH1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.197140982844143	0.4422656593842273	0.9214560346888634	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCML1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1171676527663958	0.7185836638595237	0.9677414401546712	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCML2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	1.118882295424895	0.3496482248885539	0.9141270983319502	1	Crohn disease	0	0	0	0	False	    
SCN2A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCN8A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.3626208987142094	0.7202123397207876	0.9677414401546712	1	Crohn disease	0	0	0	0	False	    
SCN9A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-2.1773683216331268	0.0511435427538867	0.8793979920162018	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCNM1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2853394784952634	0.6597916516603453	0.9555577980008778	1	psoriasis	0	0	0	0	False	    
SCNN1A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.9461993971143272	0.3711262475867761	0.9141270983319502	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCO1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0307319952363336	0.9170009461758736	0.9882111716135832	1	psoriasis	0	0	0	0	False	    
SCP2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1295486968869852	0.4762786614605256	0.9258703847750552	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCPEP1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0504597192711493	0.8124315299708528	0.9761732664217524	1	psoriasis	0	0	0	0	False	    
SCRIB	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1125404880800715	0.5271562115623185	0.9357323188472788	1	Crohn disease	0	0	0	0	False	    
SCTR	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SCUBE2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1726883988307963	0.8922091742716531	0.9842134382901514	1	psoriasis	0	0	0	0	False	    
SCX	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.5616345446459838	0.5820531484015116	0.9460303616141402	1	Crohn disease	0	0	0	0	False	    
SCYL3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3178040496684531	0.1831940454073452	0.8993702893651148	1	type 1 diabetes mellitus	0	0	0	0	False	    
SDC2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.0217576812288031	0.963043489319898	0.9958845628553412	1	ulcerative colitis	0	0	0	0	False	    
SDCBP2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.3329154787117199	0.7674280893055196	0.9732130574513772	1	Sjogren syndrome	0	0	0	0	False	    
SDCBP2-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.4485927926769109	0.6934201612904265	0.9646161727383372	1	type 1 diabetes mellitus	0	0	0	0	False	    
SDF2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.1155030025878396	0.6238283774344688	0.9490245393797272	1	type 1 diabetes mellitus	0	0	0	0	False	    
SDHA	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.275998026725059	0.2199660895395358	0.8993702893651148	1	psoriasis	0	0	0	0	False	    
SDHAF2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.1988722447544368	0.3806206504737368	0.9141270983319502	1	psoriasis	0	0	0	0	False	    
SDHAF3	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.6840781568661374	0.4073879658468007	0.9175735237914778	1	psoriasis	0	0	0	0	False	    
SDK2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.2734668741901751	0.2926822237862093	0.9055783835864206	1	psoriasis	0	0	0	0	False	    
SDSL	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.7107265305472872	0.422761461511305	0.9195199515584406	1	ulcerative colitis	0	0	0	0	False	    
SEC11C	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.6145252158483165	0.0403848775787247	0.8573807218486817	1	Crohn disease	0	0	0	0	False	    
SEC14L6	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
SEC22A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.3052786224651251	0.3297963037541109	0.9141270983319502	1	type 1 diabetes mellitus	0	0	0	0	False	    
SEC22B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0580508801588983	0.820880836383959	0.9761732664217524	1	Crohn disease	0	0	0	0	False	    
SECTM1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2897423490433652	0.5858840884336783	0.9464449594593544	1	Crohn disease	0	0	0	0	False	    
SELE	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.2344598219494696	0.3955036229460736	0.9157809859344704	1	ulcerative colitis	0	0	0	0	False	    
SELENOF	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Crohn disease	0	0	0	0	False	    
SELENOH	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SELENOK	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	type 1 diabetes mellitus	0	0	0	0	False	    
SEMA3B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.397840095147707	0.7150112709649751	0.9669212366619434	1	type 1 diabetes mellitus	0	0	0	0	False	    
SEMA3B-AS1	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	Sjogren syndrome	0	0	0	0	False	    
SEMA3C	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0419960649769448	0.9694280721431566	0.9975421439803276	1	ulcerative colitis	0	0	0	0	False	    
SEMA4A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.2014882369009019	0.6574688011763408	0.9546799705704988	1	type 1 diabetes mellitus	0	0	0	0	False	    
SEMA4B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-1.5761055928194754	0.0957268052325317	0.8989378106274888	1	Crohn disease	0	0	0	0	False	    
SEMA4D	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.2769415896458174	0.2115542589768926	0.8993702893651148	1	psoriasis	0	0	0	0	False	    
SEMA4F	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.9023805611760488	0.245787608182789	0.9004758652001262	1	type 1 diabetes mellitus	0	0	0	0	False	    
SEMA6A	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.4256891517326506	0.6232336102805488	0.9490245393797272	1	Crohn disease	0	0	0	0	False	    
SEMA6A-AS2	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	0.0	1.0	1.0	1	psoriasis	0	0	0	0	False	    
SEMA6B	NO_GO_FRESH_SCAN	0.2	0	False	False	False	False	False	False	-0.7362915874374458	0.2766411715530005	0.9049965616313804	1	psoriasis	0	0	0	0	False	    
