dataset	therapy_class	therapy	disease	tissue_or_compartment	design	analysis_scope	module	n_responder	n_nonresponder	mean_responder	mean_nonresponder	delta_responder_minus_nonresponder	hedges_g	welch_t	p	auc_responder_high	confounders	generic_adjusted_delta	generic_adjusted_p	generic_adjusted_hedges_g	generic_adjustment_covariates	module_generic_max_abs_r	fdr	min_group_n	non_generic_module	generic_independent	effect_claim_allowed	kill_reason
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=adalimumab	inflammatory_nfkb	19	18	-0.10596064534257585	-0.027548146364066203	-0.07841249897850965	-0.10728341695483926	-0.33228683012532767	0.7417128576710832	0.5087719298245614	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.09527476357308548	0.6826009092091333	-0.13312186888966782	ifn_apc	0.1987715659711304	0.8344269648799686	18	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	ifn_apc	19	23	-0.06834711041816076	0.19014004611726382	-0.2584871565354246	-0.33592757075940755	-1.1397208667974534	0.2613045116779997	0.41418764302059496	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.26604846244589225	0.24747928407108746	-0.3464367535758854	inflammatory_nfkb	0.04542746202059153	0.6119539566950586	19	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	hla_ii_apc	19	23	0.018852419881218926	0.1755676672071347	-0.1567152473259158	-0.17939077313331245	-0.6122755059420527	0.5439590726178298	0.4462242562929062	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.09207329556607832	0.5400925224525334	0.18421717934109752	inflammatory_nfkb,ifn_apc	0.8181491317848789	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	lysosomal_apc	19	23	0.019743755081339128	0.19874712397455507	-0.17900336889321594	-0.23960599307557764	-0.790146647208059	0.4342279400187705	0.46453089244851264	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.09365251419380137	0.6325211003919587	-0.14584986495324584	inflammatory_nfkb,ifn_apc	0.47889242963727824	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	mif_cd74_receptor_state	19	23	0.0412314070131337	0.1856915995951346	-0.14446019258200088	-0.21926373730131737	-0.7410752804773146	0.46301432592295483	0.448512585812357	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.009869988651084946	0.9347548628483456	0.024513191252394217	inflammatory_nfkb,ifn_apc	0.7855256791147303	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	mixscale_validated_ifng_readout	19	23	0.005305134522565179	0.12671411798762125	-0.12140898346505608	-0.22961676643699785	-0.7795858378419521	0.44031618258562	0.4874141876430206	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.01738876008801109	0.856997843715514	-0.05809950437597323	inflammatory_nfkb,ifn_apc	0.7799329773811299	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	lipid_loader_repair	19	23	0.05347707534824048	0.1006695780649487	-0.04719250271670822	-0.09565970297303918	-0.3197751838750989	0.750803983525266	0.4805491990846682	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.014624813798417577	0.9182274046419908	-0.030902144381260734	inflammatory_nfkb,ifn_apc	0.2680133627679308	0.750803983525266	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	complement_phagocytosis	19	23	-0.05025664451191274	0.2292000863391954	-0.2794567308511081	-0.3560773815712287	-1.1996162332087048	0.23737059136693953	0.4279176201372997	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1291926197379487	0.5086988788667435	-0.20172374077018781	inflammatory_nfkb,ifn_apc	0.5900218260327587	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	hif_nampt_metabolic	19	23	0.12730819864636334	-0.008271265024019368	0.1355794636703827	0.21226218428232488	0.6761782096244912	0.5038172781413498	0.5720823798627003	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.010597044781033372	0.9164352431160452	0.03212426392729858	inflammatory_nfkb,ifn_apc	0.8574487861206886	0.6119539566950586	19	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; moderate/good vs none	compartment=PBMC;drug=etanercept	inflammatory_nfkb	19	23	0.142477115470326	-0.008606360777134038	0.15108347624746002	0.21440910793639414	0.6943157811992666	0.49198173549015617	0.5491990846681922	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.1617419759427427	0.46187316466021666	0.22998439629364173	ifn_apc	0.04542746202059154	0.6119539566950586	19	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	ifn_apc	37	41	-0.037032805175469745	0.03341984857298255	-0.0704526537484523	-0.08995130998022215	-0.40733772541070623	0.6849598696181662	0.4772577455504285	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.0725848355450503	0.6720739873082957	-0.09404830694604863	inflammatory_nfkb	0.16979319721092828	0.8073502971369341	37	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	hla_ii_apc	37	41	-0.03833842732310174	0.03459809295011205	-0.07293652027321379	-0.08072488602110496	-0.36296513735531605	0.7176447085661636	0.4726433750823995	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.001931695528981131	0.9834723956745589	-0.004633427797393867	inflammatory_nfkb,ifn_apc	0.8866428331649674	0.8073502971369341	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	lysosomal_apc	37	41	-0.14559066547972693	0.13138669811584686	-0.2769773635955738	-0.4681604143077929	-2.0625522669467498	0.04290835927734552	0.3665128543177324	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.27792336232758047	0.03191528591390164	-0.49825251289828104	inflammatory_nfkb,ifn_apc	0.32133682966932847	0.19308761674805486	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	mif_cd74_receptor_state	37	41	-0.036481376968388324	0.03292221823976141	-0.06940359520814973	-0.10325863936522425	-0.46125667518681657	0.6459349715828488	0.47725774555042844	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.023008238724269096	0.7996787851790245	-0.05732023337636933	inflammatory_nfkb,ifn_apc	0.7978036892342679	0.8073502971369341	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	mixscale_validated_ifng_readout	37	41	-0.05236476313442825	0.047256005755458824	-0.09962076888988708	-0.13669738385985322	-0.6195223389906357	0.5375273535588881	0.49637442320369146	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.04026348857855784	0.4341453895716789	-0.1779289533744057	inflammatory_nfkb,ifn_apc	0.9437784084506889	0.8073502971369341	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	lipid_loader_repair	37	41	-0.04029121028447966	0.03636036050062753	-0.07665157078510719	-0.20616315508214966	-0.921692251174516	0.3596088891597083	0.46077785102175345	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.08921392965431883	0.24376663090247702	-0.261651711859118	inflammatory_nfkb,ifn_apc	0.2757488889886335	0.8073502971369341	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	complement_phagocytosis	37	41	-0.14939576640032587	0.13482056967834402	-0.2842163360786699	-0.5271229591253673	-2.41345048477845	0.018690688035885833	0.3269611074489124	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.2646947334666687	0.013893507824086345	-0.5582172326181319	inflammatory_nfkb,ifn_apc	0.44337932304093897	0.1682161923229725	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	hif_nampt_metabolic	37	41	0.06718420819675695	-0.06062965129951509	0.12781385949627205	0.18725337260223118	0.8233565671910149	0.41319445056428	0.5260382333553065	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.10896532086248277	0.2171131238868444	0.2806784656228646	inflammatory_nfkb,ifn_apc	0.805440375804101	0.8073502971369341	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD14_monocyte;drug_scope=all_anti_tnf	inflammatory_nfkb	37	41	0.006980426219992282	-0.006299409027799092	0.013279835247791374	0.01601660435137537	0.0709050105841444	0.9436686955452742	0.5036255767963085	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.02593029719524142	0.8888795618435095	0.03173804096527113	ifn_apc	0.16979319721092828	0.9436686955452742	37	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	ifn_apc	37	41	0.09853097099151806	-0.08891819333381215	0.1874491643253302	0.2735714562806225	1.232816276277873	0.22150107831889745	0.5827290705339485	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.12075541256625719	0.3928324745290726	0.191790079371135	inflammatory_nfkb	0.4047873959258466	0.47083435714192967	37	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	hla_ii_apc	37	41	0.10633487014484976	-0.09596073647218446	0.20229560661703422	0.22388142644386427	1.0141550295813684	0.3138895714279531	0.5616348055372445	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.03464590509001099	0.7292878149131966	-0.07670071084981174	inflammatory_nfkb,ifn_apc	0.8295217786378329	0.47083435714192967	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	lysosomal_apc	37	41	0.03508854030459644	-0.031665268079758294	0.06675380838435474	0.11938198624588352	0.534603677080395	0.5944845282418131	0.5543836519446276	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.051379790291331766	0.5638986714968636	-0.13129311058129184	inflammatory_nfkb,ifn_apc	0.6962466726287094	0.6525085279365734	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	mif_cd74_receptor_state	37	41	0.0879696010456826	-0.07938720094366182	0.16735680198934444	0.23381391416671266	1.05271010908645	0.29584602234973184	0.5510876730388925	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.017981646989978416	0.8342646059806348	-0.046360299606198925	inflammatory_nfkb,ifn_apc	0.7361258777514134	0.47083435714192967	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	mixscale_validated_ifng_readout	37	41	0.04568489910839104	-0.0412278357807423	0.08691273488913334	0.1767745636459923	0.7864500386785676	0.43408852314309043	0.5945945945945946	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.03036399464264506	0.6658903911620055	-0.09865704957208184	inflammatory_nfkb,ifn_apc	0.7216290558290305	0.5581138154696876	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	lipid_loader_repair	37	41	0.06492783667300212	-0.05859341358295028	0.1235212502559524	0.28719813018307655	1.2912576047176643	0.20055149487455246	0.5952537903757416	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.025364835396455225	0.6961516445753014	0.08691562504423224	inflammatory_nfkb,ifn_apc	0.6421367614600985	0.47083435714192967	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	complement_phagocytosis	37	41	0.04551620316799352	-0.04107559798087208	0.08659180114886561	0.09971954916547154	0.45217484477330977	0.6525085279365734	0.5537244561634805	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.13137553598153956	0.22023667638065358	-0.27736840045856104	inflammatory_nfkb,ifn_apc	0.7983992701791771	0.6525085279365734	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	hif_nampt_metabolic	37	41	0.10753437522802867	-0.09704321666919495	0.20457759189722363	0.3982215879545154	1.7673578563748096	0.08130293736399868	0.5959129861568886	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.10683356354659594	0.1513944757096401	0.3242309921645275	inflammatory_nfkb,ifn_apc	0.7706503218842456	0.47083435714192967	37	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=CD4_T_cell;drug_scope=all_anti_tnf	inflammatory_nfkb	37	41	0.07919356365163846	-0.07146736231977092	0.1506609259714094	0.23992903423026501	1.0748004265997513	0.28586468429452694	0.5787738958470665	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.08127794505468129	0.5322079973041629	0.1408628618358846	ifn_apc	0.40478739592584667	0.47083435714192967	37	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	ifn_apc	38	41	-0.05362426414809126	0.04970053750310892	-0.10332480165120017	-0.1348058125063521	-0.6087743939898316	0.5444853541753967	0.4717586649550706	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.10817023664224021	0.5226934109124712	-0.1423100617012426	inflammatory_nfkb	0.1265623062189354	0.70005259822551	38	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	hla_ii_apc	38	41	-0.07610778583084578	0.07053892345298125	-0.14664670928382703	-0.17404925608761407	-0.7834839674699374	0.43574729038320864	0.4563543003851091	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.05050107617641656	0.6420215452407344	-0.10360368063459306	inflammatory_nfkb,ifn_apc	0.8143898516141395	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	lysosomal_apc	38	41	-0.11276668199682648	0.10451546136291968	-0.21728214335974616	-0.296720307600011	-1.3363147818868668	0.18538624887791094	0.42105263157894735	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.17364723261349901	0.212914698894048	-0.27733211152564413	inflammatory_nfkb,ifn_apc	0.5037662139988694	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	mif_cd74_receptor_state	38	41	-0.07761202071607408	0.07193309237099321	-0.1495451130870673	-0.2249217037315332	-1.0061471793189158	0.3175603312546419	0.45442875481386397	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.08276724673192866	0.3538558477422181	-0.20804682861380103	inflammatory_nfkb,ifn_apc	0.7947054926492408	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	mixscale_validated_ifng_readout	38	41	-0.04653465579508241	0.04312968098080789	-0.08966433677589031	-0.16367222362063982	-0.7384961063557405	0.4624730433318292	0.4711168164313222	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.03686377187598301	0.5802489127528594	-0.1248281941391341	inflammatory_nfkb,ifn_apc	0.817266152384638	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	lipid_loader_repair	38	41	-0.03318510741041124	0.030756928819404658	-0.0639420362298159	-0.1480340431806817	-0.6689285499568611	0.5055708583483819	0.47368421052631576	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.050470684641567926	0.58165194076026	-0.12220864297883474	inflammatory_nfkb,ifn_apc	0.2796033860761908	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	complement_phagocytosis	38	41	-0.12503030887403138	0.11588174968812617	-0.24091205856215755	-0.3412609814678147	-1.5504683797875878	0.1254167742604179	0.4050064184852375	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.18651755635675607	0.1405247432888377	-0.32959973578586066	inflammatory_nfkb,ifn_apc	0.5956619666734311	0.70005259822551	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	hif_nampt_metabolic	38	41	0.007486300328280251	-0.006938522255478805	0.014424822583759055	0.025309442028876108	0.11258473989955695	0.9106768559262611	0.5109114249037228	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.009982575448048083	0.8897116403622398	-0.03074740096790605	inflammatory_nfkb,ifn_apc	0.8217675930724015	0.9106768559262611	38	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq pooled anti-TNF; moderate/good vs none	compartment=PBMC;drug_scope=all_anti_tnf	inflammatory_nfkb	38	41	0.01825823506387508	-0.016922266644567648	0.035180501708442724	0.04984768741827961	0.22320182049300402	0.8239776870692708	0.5372272143774068	drug mix, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.04719712917363411	0.7636986032000417	0.06743445927721085	ifn_apc	0.12656230621893538	0.9106768559262611	38	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	ifn_apc	11	18	0.2326625202363297	-0.20410283778312172	0.4367653580194514	0.5534763748548938	1.67915224468855	0.10466250132466856	0.6868686868686869	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.4432699096974809	0.1058436423298282	0.5754170591206907	inflammatory_nfkb	0.20298967593357414	0.3031405869104854	11	False	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	hla_ii_apc	11	18	0.2845907041123982	-0.25690163027648727	0.5414923343888854	0.6112656539265588	1.752505449935452	0.09175133765450502	0.6414141414141414	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.12461705568595194	0.504095631570326	0.25055080342071434	inflammatory_nfkb,ifn_apc	0.8417723709015924	0.3031405869104854	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	lysosomal_apc	11	18	-0.1633984148524682	0.06043548261617431	-0.22383389746864252	-0.37722716252877125	-1.0576960915562954	0.3006842557879827	0.37373737373737376	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.1523638391245631	0.4136043754148254	-0.2928437925139916	inflammatory_nfkb,ifn_apc	0.45742236095227795	0.38659404315597773	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	mif_cd74_receptor_state	11	18	0.1413130271625533	-0.17392551720209062	0.31523854436464394	0.4903951798109327	1.417118318924329	0.1684114371724919	0.6262626262626263	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	0.05948152997776621	0.6791216337798958	0.14403698223422304	inflammatory_nfkb,ifn_apc	0.7667821348807342	0.3031405869104854	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	mixscale_validated_ifng_readout	11	18	0.17660828314330565	-0.1672034963866736	0.3438117795299792	0.4985387156547802	1.540627204642094	0.135180787006671	0.702020202020202	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	1.4176668551107716e-05	0.9998367398099568	7.247338758255287e-05	inflammatory_nfkb,ifn_apc	0.9496905000536662	0.3031405869104854	11	True	False	False	not_corrected_significant
GSE138746	anti-TNF	adalimumab/etanercept	rheumatoid arthritis	sorted PBMC/CD14/CD4	baseline sorted RNA-seq; good vs none	compartment=CD14_monocyte;drug=adalimumab	lipid_loader_repair	11	18	-0.18085177380985684	0.023109957434198594	-0.20396173124405542	-0.6477327009694052	-1.5528212073824341	0.14177846317787776	0.3333333333333333	drug, compartment, response-class encoding, baseline disease activity; generic inflammation tested by inflammatory_nfkb/ifn_apc residualization	-0.09132602343384838	0.3149147182659745	-0.39529368680603744	inflammatory_nfkb,ifn_apc	0.49651281953022536	0.3031405869104854	11	True	False	False	not_corrected_significant
