cell_type	chrom	pos	id	info_gene_hit	credible_id_hit	info
CD8_STIM	chr1	200596606	rs2809344	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.34586600592e-07;Beta=-0.787892497735
CD8_STIM	chr1	200596977	rs7529962	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.56487819968e-07;Beta=0.806298888303
CD8_STIM	chr1	200599951	rs7527539	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.10423947287e-05;Beta=0.737625993397
CD8_STIM	chr1	200607466	rs10919992	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.10423947287e-05;Beta=0.737625993397
CD8_STIM	chr1	200621235	rs12041320	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.10423947287e-05;Beta=0.737625993397
CD8_STIM	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.62690463969e-18;Beta=-1.06960803552
CD8_STIM	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.04942561272e-11;Beta=0.830465182162
CD8_STIM	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200648569	rs10800720	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.16166839367e-07;Beta=0.817141819371
CD8_STIM	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.87808587104e-12;Beta=0.890509490237
CD8_STIM	chr1	200649164	rs4072553	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.16166839367e-07;Beta=0.817141819371
CD8_STIM	chr1	200651330	rs10920000	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.26110503199e-06;Beta=0.7460249224
CD8_STIM	chr1	200651548	rs10920001	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.58737415604e-06;Beta=0.767400888975
CD8_STIM	chr1	200654787	rs6427840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.09683507208e-15;Beta=-1.01377756776
CD8_STIM	chr1	200655686	rs7542840	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.09683507208e-15;Beta=-1.01377756776
CD8_STIM	chr1	200656919	rs7535824	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200656947	rs7524010	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200656987	rs7524025	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200657032	rs7548530	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.00308551421e-06;Beta=0.801080277736
CD8_STIM	chr1	200657039	rs7526136	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.00308551421e-06;Beta=0.801080277736
CD8_STIM	chr1	200657044	rs7526265	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.00308551421e-06;Beta=0.801080277736
CD8_STIM	chr1	200657148	rs7526365	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200657153	rs7526367	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.29515953581e-06;Beta=0.807528341471
CD8_STIM	chr1	200657438	rs7526482	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200657657	rs7526853	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200658395	rs61825137	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200658403	rs61825138	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200658617	rs66977329	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200659017	rs10920006	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200659047	rs10920007	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200659854	rs4915451	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200659855	rs7545177	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200661344	rs6427844	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200661662	rs7539646	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200662096	rs7519383	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200662178	rs1540683	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200662215	rs7542210	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.56166405086e-06;Beta=0.761129982266
CD8_STIM	chr1	200662359	rs1540682	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.48239196457e-08;Beta=-0.823068317595
CD8_STIM	chr1	200662517	rs12141497	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200662525	rs12126708	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.92381333529e-15;Beta=-0.992188537852
CD8_STIM	chr1	200663674	rs10920008	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.00651034717e-06;Beta=0.813669473255
CD8_STIM	chr1	200664302	rs7526031	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.56166405086e-06;Beta=0.761129982266
M2	chr1	200591248	rs2809352	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.04948052882e-05;Beta=0.616003551369
M2	chr1	200591915	rs2808245	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.08399135463e-05;Beta=0.644828630602
M2	chr1	200591937	rs2808246	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.08399135463e-05;Beta=0.644828630602
M2	chr1	200591983	rs2808247	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.08399135463e-05;Beta=0.644828630602
M2	chr1	200592361	rs2808249	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.7923257431e-05;Beta=0.61645893442
M2	chr1	200592722	rs2808251	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.7923257431e-05;Beta=0.61645893442
M2	chr1	200592795	rs34510201	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.94369007531e-05;Beta=0.625600354486
M2	chr1	200592841	rs145135351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.94369007531e-05;Beta=0.625600354486
M2	chr1	200593636	rs2809351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.7923257431e-05;Beta=0.61645893442
M2	chr1	200594005	rs2808257	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.7923257431e-05;Beta=0.61645893442
M2	chr1	200600110	rs2809340	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.23824197181e-05;Beta=0.606182677457
M2	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.40772039298e-09;Beta=-0.825340323799
M2	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.14847303584e-05;Beta=0.605856367223
M2	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40280806287e-05;Beta=0.617410931911
M2	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.61111150191e-08;Beta=-0.761348102741
M2	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.61111150191e-08;Beta=-0.761348102741
M2	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=3.72491490135e-07;Beta=-0.72639790423
M2	chr1	200709796	rs7517998	False	True	Gene=ENSG00000118200;GeneSymbol=CAMSAP2;Pvalue=1.25233670603e-07;Beta=-0.747258276775
MONOCYTES	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.99583275009e-05;Beta=-0.596478458315
MONOCYTES	chr1	200709796	rs7517998	False	True	Gene=ENSG00000118200;GeneSymbol=CAMSAP2;Pvalue=1.14884278214e-05;Beta=-0.63219699651
MONOCYTES	chr1	200791295	rs7538023	False	True	Gene=ENSG00000118200;GeneSymbol=CAMSAP2;Pvalue=1.84843408367e-05;Beta=-0.740608875585
NK	chr1	200076646	rs141492016	True	False	Gene=ENSG00000116852;GeneSymbol=KIF21B;Pvalue=1.49359908386e-05;Beta=0.81581214249
TFH	chr1	200591248	rs2809352	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.86368948213e-05;Beta=0.620297889839
TFH	chr1	200591915	rs2808245	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.38505008734e-06;Beta=0.644793622489
TFH	chr1	200591937	rs2808246	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.38505008734e-06;Beta=0.644793622489
TFH	chr1	200591983	rs2808247	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.38505008734e-06;Beta=0.644793622489
TFH	chr1	200592361	rs2808249	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.70164911192e-05;Beta=0.631195118639
TFH	chr1	200592722	rs2808251	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.70164911192e-05;Beta=0.631195118639
TFH	chr1	200592795	rs34510201	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.96041816414e-05;Beta=0.632425905826
TFH	chr1	200592841	rs145135351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.96041816414e-05;Beta=0.632425905826
TFH	chr1	200593636	rs2809351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.70164911192e-05;Beta=0.631195118639
TFH	chr1	200594005	rs2808257	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.70164911192e-05;Beta=0.631195118639
TFH	chr1	200600110	rs2809340	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.23252983891e-06;Beta=0.69224052447
TFH	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.24918943344e-07;Beta=-0.692048157987
TFH	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.21281433036e-07;Beta=-0.726267687346
TFH	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.21281433036e-07;Beta=-0.726267687346
TFH	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.55388605335e-07;Beta=-0.721330919019
TH1	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.82997701534e-05;Beta=-0.588217433406
TH1	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.82997701534e-05;Beta=-0.588217433406
TH1	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.28445831285e-05;Beta=-0.576547317614
TH17	chr1	200591248	rs2809352	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.72795407105e-05;Beta=0.637811790773
TH17	chr1	200591915	rs2808245	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.19487508547e-05;Beta=0.63010775283
TH17	chr1	200591937	rs2808246	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.19487508547e-05;Beta=0.63010775283
TH17	chr1	200591983	rs2808247	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.19487508547e-05;Beta=0.63010775283
TH17	chr1	200592361	rs2808249	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.30343264887e-06;Beta=0.650928614144
TH17	chr1	200592722	rs2808251	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.30343264887e-06;Beta=0.650928614144
TH17	chr1	200592795	rs34510201	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.08008378997e-06;Beta=0.657188390524
TH17	chr1	200592841	rs145135351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.08008378997e-06;Beta=0.657188390524
TH17	chr1	200593636	rs2809351	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.30343264887e-06;Beta=0.650928614144
TH17	chr1	200594005	rs2808257	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=9.30343264887e-06;Beta=0.650928614144
TH17	chr1	200600110	rs2809340	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=3.4077597242e-05;Beta=0.604579069899
TH17	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=4.15746130978e-11;Beta=-0.877924840654
TH17	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200642485	rs10494821	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200643454	rs4265457	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=3.03197564802e-06;Beta=0.622796585408
TH17	chr1	200643838	rs6667172	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200645345	rs7527499	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200645489	rs7550238	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200645647	rs6427838	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200646073	rs6700559	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200646359	rs6700859	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200646776	rs12061346	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200647371	rs7533971	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200648310	rs10919998	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200649131	rs4072552	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=6.74637761599e-07;Beta=0.666324841633
TH17	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.85503244683e-11;Beta=-0.859581066332
TH17	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.85503244683e-11;Beta=-0.859581066332
TH17	chr1	200656919	rs7535824	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200658617	rs66977329	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200659854	rs4915451	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200661344	rs6427844	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200662178	rs1540683	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200662359	rs1540682	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=7.39024991648e-05;Beta=-0.617305810842
TH17	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=3.40395133426e-10;Beta=-0.83863994172
TREG_MEM	chr1	200600110	rs2809340	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.06310510686e-05;Beta=0.569353064721
TREG_MEM	chr1	200627312	rs10919993	False	True	Gene=ENSG00000260088;GeneSymbol=RP11-92G12.3;Pvalue=2.45558912497e-05;Beta=0.628166857046
TREG_MEM	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.22704398614e-09;Beta=-0.800833833623
TREG_MEM	chr1	200655233	rs11581339	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40485040964e-07;Beta=-0.715284921607
TREG_MEM	chr1	200655728	rs7520407	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40485040964e-07;Beta=-0.715284921607
TREG_MEM	chr1	200656919	rs7535824	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200658617	rs66977329	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200659854	rs4915451	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200661344	rs6427844	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200662178	rs1540683	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200662359	rs1540682	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=8.58410485847e-05;Beta=-0.603231616346
TREG_MEM	chr1	200662835	rs12076946	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.09254956229e-07;Beta=-0.707130862656
TREG_MEM	chr1	200709796	rs7517998	False	True	Gene=ENSG00000118200;GeneSymbol=CAMSAP2;Pvalue=4.40517574643e-05;Beta=-0.573608679013
TREG_MEM	chr1	200791295	rs7538023	False	True	Gene=ENSG00000118200;GeneSymbol=CAMSAP2;Pvalue=4.16349746617e-07;Beta=-0.831832014518
TREG_NAIVE	chr1	200627312	rs10919993	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=1.40940324706e-09;Beta=-0.794232581622
TREG_NAIVE	chr1	200638662	rs11588318	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200638847	rs6661240	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200639683	rs3806358	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200640792	rs6656619	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200641252	rs6670887	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200641948	rs28608585	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
TREG_NAIVE	chr1	200642094	rs12047921	False	True	Gene=ENSG00000118197;GeneSymbol=DDX59;Pvalue=2.50013877886e-07;Beta=0.665699813241
