source_file	gene	present	row_json	note
results_v3/wave103_intervention_first_successor_triage/intervention_first_successor_rank.tsv	IFI30	1	"{""best_model_context"": """", ""best_model_projection"": """", ""best_model_z"": """", ""chembl_activity_count"": ""0.0"", ""chembl_target_id"": """", ""closure_text"": ""weak_reachability;manual_or_prior_blocker |  | insufficient_independent_convergence_after_guardrails | NO_GO_DIRECT_ANTIGEN_PROCESSING_HOST_DEFENSE_AND_POOR_DRUGGABILITY | direct_antigen_processing_host_defense_and_druggability | "", ""cross_autoimmune_score_w83"": ""5.2"", ""cross_disease_anchor"": ""True"", ""direct_perturbation"": ""0.0"", ""direct_perturbation_detail"": """", ""direction_or_response_support"": ""True"", ""efferocytosis_contrast_fdr"": ""0.920009505703422"", ""efferocytosis_contrast_lfc"": ""-0.2446589434714685"", ""efferocytosis_screen_call"": ""UNRESOLVED"", ""expression_only"": ""False"", ""foundation_model_detail_w81"": """", ""foundation_model_support_w81"": ""0.0"", ""gene"": ""IFI30"", ""genetic_breadth_disease_count"": ""1.0"", ""genetic_breadth_diseases"": ""MS"", ""has_direct_perturbation"": ""False"", ""has_foundation_support"": ""False"", ""has_nonexpression_anchor"": ""True"", ""ibd_response_fdr10"": ""0.0"", ""intervention_class"": ""intracellular_other"", ""manual_blocker"": """", ""manual_prior_blocked"": ""True"", ""manual_route"": """", ""model_strong_contexts_w57"": ""0.0"", ""model_support_contexts_w57"": ""0.0"", ""ms_anchor"": ""True"", ""ms_expr_delta"": ""0.21016237009791"", ""ms_expr_p"": ""0.379946954952182"", ""ms_genetic_score"": ""0.6501023173332214"", ""negative_disease_count"": ""0.0"", ""positive_disease_count"": ""3.0"", ""positive_diseases"": ""psoriasis;type 1 diabetes mellitus;ulcerative colitis"", ""prior_or_safety_blocked"": ""True"", ""qtl_breadth_disease_count"": ""3.0"", ""reachability_score"": ""0.0"", ""reachable_modality"": ""False"", ""response_nominal_or_trend_context_count"": ""1.0"", ""response_nonresponse_high_context_count"": ""2.0"", ""retained_residual_disease_count"": ""0.0"", ""sources_present"": ""wave83;wave91;wave37;wave62"", ""strict_residual_disease_count"": ""0.0"", ""wave103_call"": ""NO_GO_PRIOR_OR_SAFETY_BLOCKED"", ""wave103_call_priority"": ""7"", ""wave103_gate_count"": ""4"", ""wave103_missing_gates"": ""reachable_modality"", ""wave103_score"": ""3.6999999999999993"", ""wave57_call"": """", ""wave62_call"": ""PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE"", ""wave62_strong_l2g_disease_count"": ""1.0"", ""wave62_strong_qtl_coloc_disease_count"": ""3.0"", ""wave81_call"": """", ""wave81_score"": ""0.0"", ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": ""NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR"", ""wrong_direction_or_undruggable"": ""True""}"	
results_v3/wave103_intervention_first_successor_triage/intervention_first_successor_rank.tsv	SP140	1	"{""best_model_context"": ""ra_nonclassical_monocyte"", ""best_model_projection"": ""0.0185587196691711"", ""best_model_z"": ""-0.4743264352507738"", ""chembl_activity_count"": ""0.0"", ""chembl_target_id"": ""CHEMBL3108643"", ""closure_text"": ""weak_reachability;manual_or_prior_blocker;prior_branch_closed:bromodomain_prior_art_weak_perturbation_selectivity | bromodomain_prior_art_weak_perturbation_selectivity | insufficient_breadth; no_ms_anchor; not_surface_secreted_extracellular_by_uniprot; no_druggability_route |  |  | "", ""cross_autoimmune_score_w83"": ""9.0"", ""cross_disease_anchor"": ""True"", ""direct_perturbation"": ""0.0"", ""direct_perturbation_detail"": """", ""direction_or_response_support"": ""False"", ""efferocytosis_contrast_fdr"": ""0.920009505703422"", ""efferocytosis_contrast_lfc"": ""1.0553304433165922"", ""efferocytosis_screen_call"": ""UNRESOLVED"", ""expression_only"": ""False"", ""foundation_model_detail_w81"": """", ""foundation_model_support_w81"": ""0.0"", ""gene"": ""SP140"", ""genetic_breadth_disease_count"": ""6.0"", ""genetic_breadth_diseases"": ""Crohn;MS;Psoriasis"", ""has_direct_perturbation"": ""False"", ""has_foundation_support"": ""False"", ""has_nonexpression_anchor"": ""True"", ""ibd_response_fdr10"": ""0.0"", ""intervention_class"": ""nuclear_regulatory"", ""manual_blocker"": """", ""manual_prior_blocked"": ""True"", ""manual_route"": """", ""model_strong_contexts_w57"": ""0.0"", ""model_support_contexts_w57"": ""0.0"", ""ms_anchor"": ""True"", ""ms_expr_delta"": ""0.0"", ""ms_expr_p"": ""0.7262224269643743"", ""ms_genetic_score"": ""0.8754889965057373"", ""negative_disease_count"": ""0.0"", ""positive_disease_count"": ""4.0"", ""positive_diseases"": ""Crohn disease;Sjogren syndrome;psoriasis;ulcerative colitis"", ""prior_or_safety_blocked"": ""True"", ""qtl_breadth_disease_count"": ""3.0"", ""reachability_score"": ""2.0"", ""reachable_modality"": ""False"", ""response_nominal_or_trend_context_count"": ""0.0"", ""response_nonresponse_high_context_count"": ""0.0"", ""retained_residual_disease_count"": ""1.0"", ""sources_present"": ""wave81;wave57;wave83;wave37;wave62"", ""strict_residual_disease_count"": ""0.0"", ""wave103_call"": ""NO_GO_PRIOR_OR_SAFETY_BLOCKED"", ""wave103_call_priority"": ""7"", ""wave103_gate_count"": ""3"", ""wave103_missing_gates"": ""direction_or_response_support;reachable_modality"", ""wave103_score"": ""7.35"", ""wave57_call"": ""NO_GO_MODEL_SCREEN"", ""wave62_call"": ""PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW"", ""wave62_strong_l2g_disease_count"": ""3.0"", ""wave62_strong_qtl_coloc_disease_count"": ""3.0"", ""wave81_call"": ""NO_GO_PERTURBATION_FIRST_BLOCKED"", ""wave81_score"": ""8.0"", ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": """", ""wrong_direction_or_undruggable"": ""False""}"	
results_v3/wave103_intervention_first_successor_triage/intervention_first_successor_rank.tsv	GALC	1	"{""best_model_context"": ""IBD_myeloid"", ""best_model_projection"": ""-0.0399240544033493"", ""best_model_z"": ""1.2767979884541334"", ""chembl_activity_count"": ""0.0"", ""chembl_target_id"": """", ""closure_text"": ""weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:lysosomal_enzyme_delivery_direction_blocker;no_high_confidence_directional_support | lysosomal_enzyme_delivery_direction_blocker | insufficient_independent_convergence_after_guardrails |  |  | "", ""cross_autoimmune_score_w83"": ""7.0"", ""cross_disease_anchor"": ""True"", ""direct_perturbation"": ""0.0"", ""direct_perturbation_detail"": """", ""direction_or_response_support"": ""False"", ""efferocytosis_contrast_fdr"": ""0.9965506589785832"", ""efferocytosis_contrast_lfc"": ""-0.6411892122129084"", ""efferocytosis_screen_call"": ""UNRESOLVED"", ""expression_only"": ""False"", ""foundation_model_detail_w81"": """", ""foundation_model_support_w81"": ""0.0"", ""gene"": ""GALC"", ""genetic_breadth_disease_count"": ""5.0"", ""genetic_breadth_diseases"": ""Crohn;MS"", ""has_direct_perturbation"": ""False"", ""has_foundation_support"": ""False"", ""has_nonexpression_anchor"": ""True"", ""ibd_response_fdr10"": ""0.0"", ""intervention_class"": ""intracellular_other"", ""manual_blocker"": """", ""manual_prior_blocked"": ""True"", ""manual_route"": """", ""model_strong_contexts_w57"": ""0.0"", ""model_support_contexts_w57"": ""0.0"", ""ms_anchor"": ""True"", ""ms_expr_delta"": ""0.1897668310526405"", ""ms_expr_p"": ""0.4547265367950667"", ""ms_genetic_score"": ""0.7024610638618469"", ""negative_disease_count"": ""0.0"", ""positive_disease_count"": ""3.0"", ""positive_diseases"": ""psoriasis;type 1 diabetes mellitus;ulcerative colitis"", ""prior_or_safety_blocked"": ""True"", ""qtl_breadth_disease_count"": ""1.0"", ""reachability_score"": ""0.0"", ""reachable_modality"": ""False"", ""response_nominal_or_trend_context_count"": ""0.0"", ""response_nonresponse_high_context_count"": ""0.0"", ""retained_residual_disease_count"": ""0.0"", ""sources_present"": ""wave81;wave57;wave83;wave37;wave62"", ""strict_residual_disease_count"": ""0.0"", ""wave103_call"": ""NO_GO_PRIOR_OR_SAFETY_BLOCKED"", ""wave103_call_priority"": ""7"", ""wave103_gate_count"": ""3"", ""wave103_missing_gates"": ""direction_or_response_support;reachable_modality"", ""wave103_score"": ""5.699999999999999"", ""wave57_call"": ""NO_GO_MODEL_SCREEN"", ""wave62_call"": ""PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW"", ""wave62_strong_l2g_disease_count"": ""2.0"", ""wave62_strong_qtl_coloc_disease_count"": ""3.0"", ""wave81_call"": ""NO_GO_PERTURBATION_FIRST_BLOCKED"", ""wave81_score"": ""7.0"", ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": """", ""wrong_direction_or_undruggable"": ""False""}"	
results_v3/wave103_intervention_first_successor_triage/intervention_first_successor_rank.tsv	CD58	1	"{""best_model_context"": """", ""best_model_projection"": """", ""best_model_z"": """", ""chembl_activity_count"": ""0.0"", ""chembl_target_id"": """", ""closure_text"": ""weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:genetic_anchor_without_state_response_and_prior_art_cd2_axis;no_high_confidence_directional_support | genetic_anchor_without_state_response_and_prior_art_cd2_axis | insufficient_independent_convergence_after_guardrails |  |  | "", ""cross_autoimmune_score_w83"": ""6.1"", ""cross_disease_anchor"": ""True"", ""direct_perturbation"": ""0.0"", ""direct_perturbation_detail"": """", ""direction_or_response_support"": ""False"", ""efferocytosis_contrast_fdr"": ""1.0"", ""efferocytosis_contrast_lfc"": """", ""efferocytosis_screen_call"": """", ""expression_only"": ""False"", ""foundation_model_detail_w81"": """", ""foundation_model_support_w81"": ""0.0"", ""gene"": ""CD58"", ""genetic_breadth_disease_count"": ""3.0"", ""genetic_breadth_diseases"": ""MS"", ""has_direct_perturbation"": ""False"", ""has_foundation_support"": ""False"", ""has_nonexpression_anchor"": ""True"", ""ibd_response_fdr10"": ""0.0"", ""intervention_class"": ""intracellular_other"", ""manual_blocker"": """", ""manual_prior_blocked"": ""True"", ""manual_route"": """", ""model_strong_contexts_w57"": ""0.0"", ""model_support_contexts_w57"": ""0.0"", ""ms_anchor"": ""True"", ""ms_expr_delta"": ""0.1797564428759965"", ""ms_expr_p"": ""0.3110884246237163"", ""ms_genetic_score"": ""0.9513845443725586"", ""negative_disease_count"": ""0.0"", ""positive_disease_count"": ""3.0"", ""positive_diseases"": ""Crohn disease;type 1 diabetes mellitus;ulcerative colitis"", ""prior_or_safety_blocked"": ""True"", ""qtl_breadth_disease_count"": ""2.0"", ""reachability_score"": ""0.0"", ""reachable_modality"": ""False"", ""response_nominal_or_trend_context_count"": ""0.0"", ""response_nonresponse_high_context_count"": ""0.0"", ""retained_residual_disease_count"": ""0.0"", ""sources_present"": ""wave83;wave62"", ""strict_residual_disease_count"": ""0.0"", ""wave103_call"": ""NO_GO_PRIOR_OR_SAFETY_BLOCKED"", ""wave103_call_priority"": ""7"", ""wave103_gate_count"": ""3"", ""wave103_missing_gates"": ""direction_or_response_support;reachable_modality"", ""wave103_score"": ""4.699999999999999"", ""wave57_call"": """", ""wave62_call"": ""PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE"", ""wave62_strong_l2g_disease_count"": ""1.0"", ""wave62_strong_qtl_coloc_disease_count"": ""2.0"", ""wave81_call"": """", ""wave81_score"": ""0.0"", ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": """", ""wrong_direction_or_undruggable"": ""False""}"	
results_v3/wave103_intervention_first_successor_triage/intervention_first_successor_rank.tsv	IL7R	1	"{""best_model_context"": ""ra_myeloid_dendritic"", ""best_model_projection"": ""0.0317525753667318"", ""best_model_z"": ""0.5289555289406979"", ""chembl_activity_count"": ""0.0"", ""chembl_target_id"": """", ""closure_text"": ""weak_reachability;manual_or_prior_blocker;prior_branch_closed:cd127_axis_prior_art_and_cell_type_direction_conflict | cd127_axis_prior_art_and_cell_type_direction_conflict | prior_art_saturated_cytokine_axis |  | prior_art_CD127_autoimmune_axis | "", ""cross_autoimmune_score_w83"": ""8.5"", ""cross_disease_anchor"": ""True"", ""direct_perturbation"": ""0.0"", ""direct_perturbation_detail"": """", ""direction_or_response_support"": ""True"", ""efferocytosis_contrast_fdr"": ""1.0"", ""efferocytosis_contrast_lfc"": ""-0.1553618289551992"", ""efferocytosis_screen_call"": ""UNRESOLVED"", ""expression_only"": ""False"", ""foundation_model_detail_w81"": ""wave57:support=1,strong=1,token_contexts=1;wave69d:support=1,strong=1,token_contexts=2;wave70c:support=3,strong=1,token_contexts=4"", ""foundation_model_support_w81"": ""1.0"", ""gene"": ""IL7R"", ""genetic_breadth_disease_count"": ""7.0"", ""genetic_breadth_diseases"": ""Crohn;MS;PBC;T1D"", ""has_direct_perturbation"": ""False"", ""has_foundation_support"": ""True"", ""has_nonexpression_anchor"": ""True"", ""ibd_response_fdr10"": ""0.0"", ""intervention_class"": ""intracellular_other"", ""manual_blocker"": """", ""manual_prior_blocked"": ""True"", ""manual_route"": """", ""model_strong_contexts_w57"": ""1.0"", ""model_support_contexts_w57"": ""1.0"", ""ms_anchor"": ""True"", ""ms_expr_delta"": ""0.0"", ""ms_expr_p"": ""0.5724603142052797"", ""ms_genetic_score"": ""0.9447864890098572"", ""negative_disease_count"": ""0.0"", ""positive_disease_count"": ""3.0"", ""positive_diseases"": ""Crohn disease;type 1 diabetes mellitus;ulcerative colitis"", ""prior_or_safety_blocked"": ""True"", ""qtl_breadth_disease_count"": ""4.0"", ""reachability_score"": ""2.0"", ""reachable_modality"": ""False"", ""response_nominal_or_trend_context_count"": ""0.0"", ""response_nonresponse_high_context_count"": ""0.0"", ""retained_residual_disease_count"": ""2.0"", ""sources_present"": ""wave81;wave57;wave83;wave37;wave62"", ""strict_residual_disease_count"": ""1.0"", ""wave103_call"": ""NO_GO_PRIOR_OR_SAFETY_BLOCKED"", ""wave103_call_priority"": ""7"", ""wave103_gate_count"": ""4"", ""wave103_missing_gates"": ""reachable_modality"", ""wave103_score"": ""14.7"", ""wave57_call"": ""REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST"", ""wave62_call"": ""PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW"", ""wave62_strong_l2g_disease_count"": ""4.0"", ""wave62_strong_qtl_coloc_disease_count"": ""4.0"", ""wave81_call"": ""NO_GO_PERTURBATION_FIRST_BLOCKED"", ""wave81_score"": ""9.0"", ""wave83_call"": ""NO_GO_NOT_REACHABLE_FIRST_CLASS"", ""wave91_call"": """", ""wrong_direction_or_undruggable"": ""False""}"	
results_v3/wave103_sender_to_myeloid_bridge_scan/sender_bridge_gene_summary.tsv	IFI30	1	"{""best_bridge_link"": """", ""best_wave30_axis"": ""IFNG_IFNGR_JAK_STAT1_CIITA"", ""best_wave30_call"": ""CENTRAL_STATE_DRIVER_NOT_SELECTIVE_THERAPEUTIC"", ""best_wave30_centrality"": ""20.64"", ""best_wave30_gate_failures"": ""selectivity_window_gate;prior_art_not_blocking_gate"", ""best_wave30_intervention_score"": ""-1.2000000000000002"", ""bridge_link_count"": ""0"", ""bridge_link_disease_count"": ""0"", ""bridge_link_diseases"": """", ""bridge_score"": ""0.8239999999999998"", ""case_link_count"": ""0"", ""gene"": ""IFI30"", ""raw_down_tissue_disease_count"": ""0"", ""raw_up_tissue_disease_count"": ""1"", ""upregulated_bridge_link_count"": ""0"", ""upregulated_bridge_link_disease_count"": ""0"", ""upregulated_bridge_link_diseases"": """", ""wave103_call"": ""NO_GO_WEAK_OR_CONTEXT_SPECIFIC_BRIDGE"", ""wave103_call_priority"": ""3"", ""wave30_axis_count"": ""1"", ""wave30_prior_blocking"": ""True""}"	
results_v3/wave103_sender_to_myeloid_bridge_scan/sender_bridge_gene_summary.tsv	SP140	0		no_row
results_v3/wave103_sender_to_myeloid_bridge_scan/sender_bridge_gene_summary.tsv	GALC	0		no_row
results_v3/wave103_sender_to_myeloid_bridge_scan/sender_bridge_gene_summary.tsv	CD58	0		no_row
results_v3/wave103_sender_to_myeloid_bridge_scan/sender_bridge_gene_summary.tsv	IL7R	0		no_row
results_v3/wave103_fc_receptor_efferocytosis_route_audit/fc_efferocytosis_route_rank.tsv	IFI30	0		no_row
results_v3/wave103_fc_receptor_efferocytosis_route_audit/fc_efferocytosis_route_rank.tsv	SP140	0		no_row
results_v3/wave103_fc_receptor_efferocytosis_route_audit/fc_efferocytosis_route_rank.tsv	GALC	0		no_row
results_v3/wave103_fc_receptor_efferocytosis_route_audit/fc_efferocytosis_route_rank.tsv	CD58	0		no_row
results_v3/wave103_fc_receptor_efferocytosis_route_audit/fc_efferocytosis_route_rank.tsv	IL7R	0		no_row
