source	pattern	effect	hedges_g	p_value	tier_minus_1_flag	interpretation	next_check	abs_hedges_g
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 residual receptor_only_cd74_cd44_cxcr4 adjusted_for_monocyte_only	0.1540610003254078	0.633601072100419	0.2226889776585398	True	Adjustment behavior identifies whether composition absorbs or preserves the pregnancy signal.	treat absorbed covariate set as candidate mechanism if biologically plausible	0.633601072100419
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune hla_ii_without_cd74 active_edge_vs_control_wm residual	-0.0430706977797789	-1.1549271827314431	0.2248816822807591	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	1.1549271827314431
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes cd74_alone inactive_edge_vs_control_wm residual	0.2374823575671343	0.819506968111372	0.2307736683783698	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.819506968111372
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre receptor_only_cd74_cd44_cxcr4	0.1489100617017715	0.6085515713906783	0.2393443007509985	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	0.6085515713906783
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk oligodendrocytes hla_ii_with_cd74 active_edge_vs_control_wm residual	0.1445022137767752	1.1726685745766805	0.2409929366325483	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	1.1726685745766805
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune hla_ii_with_cd74 inactive_edge_vs_control_wm residual	-0.0146170757459155	-1.341248190372827	0.2430734483692261	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	1.341248190372827
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk oligodendrocytes myeloid_lipid_partial periplaque_vs_control_wm residual	0.0982067642125835	0.7677890102595457	0.261971078922603	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.7677890102595457
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 residual hla_ii_without_cd74 adjusted_for_monocyte_pdc	0.1034227815295777	0.5575608935544307	0.2634680813412303	True	Adjustment behavior identifies whether composition absorbs or preserves the pregnancy signal.	treat absorbed covariate set as candidate mechanism if biologically plausible	0.5575608935544307
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune cd74_alone lesion_core_vs_control_wm residual	0.0748171769769928	0.8499630462097311	0.2797118648951184	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.8499630462097311
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc lysosomal_partial periplaque_vs_control_wm residual	-0.148385263717837	-0.9245589765302152	0.2812929754607378	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.9245589765302152
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc hla_ii_with_cd74 periplaque_vs_control_wm residual	0.1833070545503132	1.0278224804507765	0.3054296591763989	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	1.0278224804507765
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune hla_ii_with_cd74 active_edge_vs_control_wm residual	-0.0120684748150616	-1.0362930013009368	0.3055565284879449	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	1.0362930013009368
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc hla_ii_with_cd74 inactive_edge_vs_control_wm residual	0.1778703000931968	0.980911625204915	0.3160506498268914	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.980911625204915
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc lysosomal_partial active_edge_vs_inactive_edge residual	-0.1378487815757763	-0.6593126883535665	0.317446061511509	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.6593126883535665
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes hla_ii_without_cd74 active_edge_vs_control_wm residual	0.0792891522645188	0.7434869022425303	0.3243429236018521	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.7434869022425303
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk oligodendrocytes hla_ii_without_cd74 active_edge_vs_control_wm residual	0.1082694938851997	0.8894175239938727	0.3285999959237953	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.8894175239938727
analysis/tier_1_mechanism/mif_cd74_gse282122_component_response	GSE282122 fine C1Qhi IL1Blo macro full_mif_cd74_state raw remission	-0.2506083271478135	-0.5904888648440572	0.3472311908838003	True	Raw treatment-response remodeling pattern before IFN/APC adjustment.	if adjusted away, inspect IFN/APC as mechanism rather than discard	0.5904888648440572
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk neurons lysosomal_partial active_edge_vs_inactive_edge residual	-0.1212101667133659	-0.9435888859153184	0.3497275648699909	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.9435888859153184
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes hla_ii_without_cd74 lesion_core_vs_control_wm residual	-0.08490438871726	-0.8202363335625767	0.3616382316097686	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.8202363335625767
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc hla_ii_with_cd74 active_edge_vs_inactive_edge residual	0.0542669764411132	0.7132493755244506	0.3719395042900832	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.7132493755244506
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk opc hla_ii_with_cd74 lesion_core_vs_control_wm residual	0.1536813455624415	0.5796141607505635	0.3732776163317658	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.5796141607505635
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes hla_ii_with_cd74 inactive_edge_vs_control_wm residual	-0.0680249186126572	-0.564491826304602	0.3739316581713796	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.564491826304602
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune hla_ii_without_cd74 lesion_core_vs_control_wm residual	-0.0319146941229909	-0.6309221044440085	0.3846379988158249	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.6309221044440085
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune myeloid_lipid_partial lesion_core_vs_control_wm residual	-0.3760086836690369	-0.7352877421484538	0.3876563206154569	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.7352877421484538
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes lysosomal_partial lesion_core_vs_control_wm residual	-0.1217869616591623	-0.535894712339067	0.4133519754070758	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.535894712339067
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk oligodendrocytes lysosomal_partial active_edge_vs_inactive_edge residual	0.1188343338443409	0.5205136390059197	0.4389566891142556	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.5205136390059197
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune cd74_alone periplaque_vs_control_wm residual	0.0328061103328662	0.8163679604064987	0.4803620508482015	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.8163679604064987
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk oligodendrocytes cd74_alone periplaque_vs_control_wm residual	0.1039992041447088	0.5763545263841563	0.5100733430720394	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.5763545263841563
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk immune hla_ii_without_cd74 periplaque_vs_control_wm residual	-0.0143347213462066	-0.7366332851618584	0.6071344989600955	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.7366332851618584
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk astrocytes hla_ii_with_cd74 lesion_core_vs_control_wm residual	0.0545762029371589	0.5493057537951811	0.6257403553455451	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.5493057537951811
analysis/tier_1_mechanism/mif_cd74_component_ms_pseudobulk	MS pseudobulk neurons hla_ii_with_cd74 active_edge_vs_inactive_edge residual	0.0615293056190464	0.5381245764561888	0.6280915365446548	True	Residualized lesion-compartment pattern after broad APC/size adjustment.	prioritize cell types where residual survives Tier -1 despite failing FDR	0.5381245764561888
