scope	item	check	status	detail	score_values_read
operator_smoke_test_bundle	unscoreable_return_composition_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_unscoreable_return_composition_dryrun.py --outdir analysis/v46_operator_smoke_test_bundle/unscoreable_return_composition_dryrun --fail-on-error	false
operator_smoke_test_bundle	safe_interpretation_classifier_synthetic	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_safe_interpretation.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/safe_interpretation_classifier	false
operator_smoke_test_bundle	safe_wording_fixture_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_wording_fixture_linter.py --outdir analysis/v46_operator_smoke_test_bundle/safe_wording_fixture_linter --fail-on-error	false
operator_smoke_test_bundle	result_report_safe_class_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_result_report_safe_class_linter.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/result_report_safe_class_linter --fail-on-error	false
operator_smoke_test_bundle	report_header_metadata_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_metadata_linter.py synthetic-check --outdir analysis/v46_operator_smoke_test_bundle/report_header_metadata_linter --fail-on-error	false
operator_smoke_test_bundle	report_header_repair_template_coverage	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_repair_template_coverage.py --outdir analysis/v46_operator_smoke_test_bundle/report_header_repair_template_coverage --fail-on-error	false
operator_smoke_test_bundle	safe_class_report_template_readiness	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_class_report_template_readiness.py --outdir analysis/v46_operator_smoke_test_bundle/safe_class_report_template_readiness --fail-on-error	false
operator_smoke_test_bundle	small_n_conclusion_language	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_small_n_conclusion_language_table.py --outdir analysis/v46_operator_smoke_test_bundle/small_n_conclusion_language	false
operator_smoke_test_bundle	analyzable_pair_confidence_envelope	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_analyzable_pair_confidence_envelope.py --outdir analysis/v46_operator_smoke_test_bundle/analyzable_pair_confidence_envelope --fail-on-error	false
operator_smoke_test_bundle	return_repair_request_templates	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_return_repair_request_templates.py --outdir analysis/v46_operator_smoke_test_bundle/return_repair_request_templates --fail-on-error	false
operator_smoke_test_bundle	partial_label_repair_prioritization	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_partial_label_repair_prioritization.py --outdir analysis/v46_operator_smoke_test_bundle/partial_label_repair_prioritization --fail-on-error	false
operator_smoke_test_bundle	first30_returned_package_decision_table	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_decision_table.py --outdir analysis/v46_operator_smoke_test_bundle/first30_returned_package_decision_table --fail-on-error	false
operator_smoke_test_bundle	first30_repair_template_coverage_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_repair_template_coverage_linter.py --outdir analysis/v46_operator_smoke_test_bundle/first30_repair_template_coverage_linter --fail-on-error	false
operator_smoke_test_bundle	first30_status_board_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_status_board_dryrun.py --outdir analysis/v46_operator_smoke_test_bundle/first30_status_board_dryrun --fail-on-error	false
operator_smoke_test_bundle	status_board_schema_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_status_board_schema_linter.py --outdir analysis/v46_operator_smoke_test_bundle/status_board_schema_linter --fail-on-error	false
operator_smoke_test_bundle	status_board_markdown_roundtrip_renderer	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_status_board_markdown_roundtrip_renderer.py --outdir analysis/v46_operator_smoke_test_bundle/status_board_markdown_roundtrip_renderer --fail-on-error	false
operator_smoke_test_bundle	returned_package_preflight_dryrun	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_preflight_dryrun.py --outdir analysis/v46_operator_smoke_test_bundle/returned_package_preflight_dryrun --fail-on-error	false
operator_smoke_test_bundle	returned_package_state_transition_validator	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_state_transition_validator.py --outdir analysis/v46_operator_smoke_test_bundle/state_transition_validator --fail-on-error	false
operator_smoke_test_bundle	operator_transcript_fixture	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_operator_transcript_fixture.py --outdir analysis/v46_operator_smoke_test_bundle/operator_transcript_fixture --fail-on-error	false
operator_smoke_test_bundle	returned_package_handoff_bundle_manifest	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_handoff_bundle_manifest.py --outdir analysis/v46_operator_smoke_test_bundle/handoff_bundle_manifest --fail-on-error	false
operator_smoke_test_bundle	returned_package_quickstart_readme	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_quickstart_readme.py --outdir analysis/v46_operator_smoke_test_bundle/quickstart_readme --fail-on-error	false
operator_smoke_test_bundle	returned_package_doc_crosslink_linter	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_doc_crosslink_linter.py --outdir analysis/v46_operator_smoke_test_bundle/doc_crosslink_linter --fail-on-error	false
operator_smoke_test_bundle	returned_package_dependency_graph	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_dependency_graph.py --outdir analysis/v46_operator_smoke_test_bundle/dependency_graph --stale-status-mode warn --suite-status-mode warn --fail-on-error	false
operator_smoke_test_bundle	no_raw_git_scanner	step_status_pass	PASS	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v45_no_raw_git_scanner.py --outdir analysis/v46_operator_smoke_test_bundle/no_raw_git_scanner	false
stale_output_detector	collaborator_path_resolver	artifact_fresh	PASS	FRESH	false
stale_output_detector	followup_due_board	artifact_fresh	PASS	FRESH	false
stale_output_detector	external_blocker_board	artifact_fresh	PASS	FRESH	false
stale_output_detector	external_blocker_escalation_matrix	artifact_fresh	PASS	FRESH	false
stale_output_detector	followup_escalation_packets	artifact_fresh	PASS	FRESH	false
stale_output_detector	outbound_request_packet_integrity	artifact_fresh	PASS	FRESH	false
stale_output_detector	followup_message_templates	artifact_fresh	PASS	FRESH	false
stale_output_detector	send_log_intake_template	artifact_fresh	PASS	FRESH	false
stale_output_detector	route_arrival_packets	artifact_fresh	PASS	FRESH	false
stale_output_detector	route_packet_integrity_manifest	artifact_fresh	PASS	FRESH	false
stale_output_detector	cross_route_readiness_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	state_machine_transition_validator	artifact_fresh	PASS	FRESH	false
stale_output_detector	received_package_decision_tree	artifact_fresh	PASS	FRESH	false
stale_output_detector	current_action_card	artifact_fresh	PASS	FRESH	false
stale_output_detector	cold_start_operator_sequence	artifact_fresh	PASS	FRESH	false
stale_output_detector	author_run_bundle_dryrun_manifest	artifact_fresh	PASS	FRESH	false
stale_output_detector	generated_checker_registry	artifact_fresh	PASS	FRESH	false
stale_output_detector	operational_handoff_index	artifact_fresh	PASS	FRESH	false
stale_output_detector	readiness_status_dashboard	artifact_fresh	PASS	FRESH	false
stale_output_detector	generated_doc_freshness_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	no_score_before_gates_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	synthetic_received_package_dryrun	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_terms_governance_matrix	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_metric_format_adapter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_partial_label_return_classifier	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_safe_interpretation_classifier	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_receipt_manifest_schema_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_package_manifest_shape_classifier	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_receipt_manifest_to_command_plan_handoff	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_command_order_planner	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_route_state_matrix	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_aggregate_only_returned_package_composition_dryrun	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_unscoreable_return_composition_dryrun	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_regression_suite	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_safe_wording_fixture_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_result_report_safe_class_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_report_header_metadata_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_report_header_repair_template_coverage	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_safe_class_report_template_readiness	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_operator_transcript_fixture	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_small_n_conclusion_language	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_analyzable_pair_confidence_envelope	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_return_repair_request_templates	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_first30_returned_package_decision_table	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_first30_repair_template_coverage_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_first30_status_board_dryrun	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_status_board_schema_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_status_board_markdown_roundtrip_renderer	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_preflight_dryrun	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_state_transition_validator	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_handoff_bundle_manifest	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_quickstart_readme	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_partial_label_repair_prioritization	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_doc_crosslink_linter	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_returned_package_dependency_graph	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_external_blocker_aging_audit	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_operator_smoke_test_bundle	artifact_fresh	PASS	FRESH	false
stale_output_detector	v46_sap_ai_core_health_check	artifact_fresh	PASS	FRESH	false
stale_output_detector	opengwas_token_expiry_sentinel	artifact_fresh	PASS	FRESH	false
