gene	strict_call	fresh_score	support_channels	hard_closed_postcritique	strict_blocked	ms_nominal	ms_fdr_grade	broad_cell_state	genetics	response	perturbation_or_model	modality	broad_positive_disease_count	wave55_genetic_disease_count	blockers_or_missing	source_call	blocker_text
SGIP1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SGPL1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SH2D4A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SH3BGRL3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SH3TC1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SIX5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SKA2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC12A2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC16A3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC17A9	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC28A3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC2A6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC35B1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC35F5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC36A4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC38A1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC38A5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC39A8	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC44A4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC45A4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC50A1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC7A1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLC8A1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SLCO5A1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMARCA5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
SMC4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMIM12	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMIM25	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMKR1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMOC2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SMYD2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SND1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNHG25	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNRPA1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNRPD1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNRPE	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNRPG	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNTB1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SNU13	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SOCS3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SORD	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SOX9	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
SP6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SPAST	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SPEG	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SPOUT1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SQOR	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SRGN	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SRP19	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SRPRB	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SRPX2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SS18L2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SSR1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SSR3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ST20	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
ST5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STARD3NL	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STARD4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STARD5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STAT6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
STEAP2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STK38L	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STRIP2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
STXBP2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SULT1B1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SURF4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SUSD6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SYNGR2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
SYNPO	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TACC3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TAP2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TAPBP	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TARDBP	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TC2N	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TCEA3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TCIM	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TCTN3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TDP1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TES	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TFAP2C	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TGM2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TIE1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TIFA	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TIMM50	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TIMM8B	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TKT	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TLE3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMA16	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMA7	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMBIM4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMC5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMC6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMC8	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM170A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM183A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM214	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM258	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM33	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM50A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TMEM8B	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNFAIP1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNFAIP2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNFAIP6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNFAIP8	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNFRSF11A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TNIP3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TOP2A	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TP53I3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TPD52L1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TPM3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TPM4	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TPMT	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TPST2	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TRIM5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TRIT1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TSN	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TTYH3	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TWF1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
TXNDC17	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBA6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBD	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBE2L6	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
UBE2W	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBL5	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UBXN11	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UFSP1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UGGT1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UNC13D	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UNC5CL	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UQCR11	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UQCRC1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
UQCRQ	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
USP18	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	1	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	  candidate lacks direct perturbation or model support 
USP39	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VASH1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VMP1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VPS53	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
VPS9D1	NO_GO_RESIDUAL	2.1	1	False	False	False	False	True	False	False	False	False	3	0	no_fdr_grade_ms;no_genetics;no_response_or_perturbation;no_modality	NO_GO_FRESH_SCAN	    
