analysis_window	n_requested	event_probability_before_censoring	effect_pattern	early_hazard_ratio_per_latent_sd	late_hazard_ratio_per_latent_sd	censoring_mechanism	dropout_target	n_simulated_cohorts	n_valid_fits	valid_fit_rate	significant_count	significant_probability	significant_probability_ci_low	significant_probability_ci_high	minimum_seed_significant_probability	maximum_seed_significant_probability	positive_call_probability	negative_call_probability	median_score_z_across_seeds	median_one_step_log_hr_across_seeds	median_usable_n_across_seeds	median_observed_events_across_seeds	median_assigned_dropout_across_seeds	median_observed_pre_event_dropout_across_seeds
early_window_diagnostic	240	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	1386	0.924	125	0.08333333333333333	0.07038829128773852	0.09840706764574605	0.066	0.112	0.0006666666666666666	0.08266666666666667	-0.7399266153980405	-0.2130077521594903	216.0	15.0	0.248868778280543	0.248868778280543
early_window_diagnostic	240	0.3	proportional	1.7	1.7	score_dependent	0.25	1500	1500	1.0	848	0.5653333333333334	0.540111861713318	0.5902210260059115	0.528	0.592	0.5653333333333334	0.0	2.1129448957607426	0.40018482403087896	216.0	34.0	0.25	0.18620507399577169
early_window_diagnostic	320	0.15	crossing	2.0	0.5	administrative_only	0.0	1500	1500	1.0	958	0.6386666666666667	0.6140304544419155	0.6625944501050209	0.63	0.648	0.6386666666666667	0.0	2.3674665366818317	0.5307952171771637	288.0	24.0	0.0	0.0
early_window_diagnostic	320	0.15	crossing	2.0	0.5	event_risk_dependent	0.25	1500	16	0.010666666666666666	6	0.004	0.0018344861657217117	0.008699509108698324	0.0	0.006	0.004	0.0	1.7865455813709161	0.6130849299444626	289.0	4.0	0.24912280701754386	0.24912280701754386
early_window_diagnostic	320	0.15	crossing	2.0	0.5	independent	0.25	1500	1500	1.0	942	0.628	0.6032422573043712	0.6521038084312623	0.598	0.654	0.628	0.0	2.292733382295852	0.5354794740110924	288.0	22.0	0.24912280701754386	0.22798066595059074
early_window_diagnostic	320	0.15	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	47	0.03133333333333333	7	0.004666666666666667	0.0022623540815072275	0.009601568618619234	0.002	0.01	0.0	0.004666666666666667	-1.2182600277275286	-0.40138303544468446	288.0	5.0	0.2491349480968858	0.2491349480968858
early_window_diagnostic	320	0.15	crossing	2.0	0.5	score_dependent	0.25	1500	1498	0.9986666666666667	940	0.6266666666666667	0.6018946300267747	0.650791580857446	0.604	0.652	0.6266666666666667	0.0	2.329336264015238	0.553685908250664	288.0	22.0	0.24915824915824916	0.21951219512195122
early_window_diagnostic	320	0.15	early_only	2.2	1.0	administrative_only	0.0	1500	1500	1.0	1182	0.788	0.766593712020732	0.8079349358844434	0.766	0.81	0.788	0.0	2.7276646860235543	0.5957354400025182	288.0	26.0	0.0	0.0
early_window_diagnostic	320	0.15	early_only	2.2	1.0	event_risk_dependent	0.25	1500	36	0.024	15	0.01	0.006069437504076523	0.016433904601701334	0.006	0.016	0.01	0.0	1.5425786441484193	0.5367815159950544	288.0	4.0	0.25085328207816415	0.25085328207816415
early_window_diagnostic	320	0.15	early_only	2.2	1.0	independent	0.25	1500	1500	1.0	1157	0.7713333333333333	0.7494028504105102	0.7918776118520047	0.742	0.79	0.7713333333333333	0.0	2.693087077009491	0.604108804519558	288.0	25.0	0.24869309117683153	0.2259214271692187
early_window_diagnostic	320	0.15	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	123	0.082	12	0.008	0.0045822256095402435	0.013931334219118342	0.004	0.012	0.0	0.008	-0.9047596619864855	-0.3041756060525519	288.0	6.0	0.25	0.25
early_window_diagnostic	320	0.15	early_only	2.2	1.0	score_dependent	0.25	1500	1500	1.0	1129	0.7526666666666667	0.730205008863828	0.7738374854789071	0.73	0.776	0.752	0.0006666666666666666	2.618406369430639	0.5874315848012526	288.0	24.0	0.247842288736627	0.21089672232529377
early_window_diagnostic	320	0.15	late_only	1.0	2.2	administrative_only	0.0	1500	1489	0.9926666666666667	76	0.050666666666666665	0.040670651803700913	0.06295826327016886	0.046	0.058	0.027333333333333334	0.023333333333333334	-0.02812285250116022	-0.0072598275813089115	288.0	19.0	0.0	0.0
early_window_diagnostic	320	0.15	late_only	1.0	2.2	event_risk_dependent	0.25	1500	3	0.002	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0	0.5718689114466323	0.19470869710514657	288.0	3.0	0.25	0.25
early_window_diagnostic	320	0.15	late_only	1.0	2.2	independent	0.25	1500	1474	0.9826666666666667	66	0.044	0.03473379071821657	0.055595850098588945	0.04	0.046	0.021333333333333333	0.02266666666666667	-0.011095882733492499	-0.003487835269487391	288.0	18.0	0.2508591065292096	0.23156128576474744
early_window_diagnostic	320	0.15	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	688	0.45866666666666667	271	0.18066666666666667	0.1620199017373658	0.20094486134925676	0.164	0.206	0.0	0.18066666666666667	-1.746221536722478	-0.559541740436919	288.0	9.0	0.25170068027210885	0.25170068027210885
early_window_diagnostic	320	0.15	late_only	1.0	2.2	score_dependent	0.25	1500	1479	0.986	73	0.048666666666666664	0.03888362661591451	0.06075550618083598	0.038	0.06	0.03	0.018666666666666668	0.11801800078202361	0.03133287485888239	288.0	18.0	0.25	0.22530404268615103
early_window_diagnostic	320	0.15	null	1.0	1.0	administrative_only	0.0	1500	1499	0.9993333333333333	86	0.05733333333333333	0.04666002962225208	0.07026815970868193	0.052	0.064	0.023333333333333334	0.034	-0.002927598488353355	-0.0006161861761845138	288.0	22.0	0.0	0.0
early_window_diagnostic	320	0.15	null	1.0	1.0	event_risk_dependent	0.25	1500	12	0.008	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0006666666666666666	0.0	0.44375533996227945	0.16670757898271288	288.0	3.0	0.25	0.25
early_window_diagnostic	320	0.15	null	1.0	1.0	independent	0.25	1500	1497	0.998	74	0.04933333333333333	0.03947876255528736	0.061490297667169555	0.04	0.06	0.030666666666666665	0.018666666666666668	-0.05345619285299665	-0.011728865286442153	288.0	21.0	0.2487098102875972	0.22837370242214533
early_window_diagnostic	320	0.15	null	1.0	1.0	joint_score_event_risk	0.25	1500	818	0.5453333333333333	412	0.27466666666666667	0.2526759740465033	0.2978085560647251	0.27	0.278	0.0	0.27466666666666667	-1.9640751915342192	-0.6163015829957946	288.0	10.0	0.25	0.25
early_window_diagnostic	320	0.15	null	1.0	1.0	score_dependent	0.25	1500	1497	0.998	77	0.051333333333333335	0.041267385200304804	0.06369145729927139	0.04	0.06	0.028	0.023333333333333334	-0.03969927514426545	-0.00849630565201171	288.0	21.0	0.25085328207816415	0.2268041237113402
early_window_diagnostic	320	0.15	proportional	1.7	1.7	administrative_only	0.0	1500	1500	1.0	627	0.418	0.3932800517181987	0.443138874919911	0.4	0.44	0.418	0.0	1.7541985525886377	0.40482198818196125	288.0	23.0	0.0	0.0
early_window_diagnostic	320	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	1500	18	0.012	3	0.002	0.0006804084719908739	0.005863804525309888	0.0	0.004	0.002	0.0	0.7730133892123667	0.2773463344702569	288.0	3.0	0.25	0.25
early_window_diagnostic	320	0.15	proportional	1.7	1.7	independent	0.25	1500	1499	0.9993333333333333	606	0.404	0.3794434878696777	0.42904696282859717	0.394	0.414	0.4026666666666667	0.0013333333333333333	1.7519491407087613	0.40884521621818165	288.0	22.0	0.25	0.22916666666666666
early_window_diagnostic	320	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	296	0.19733333333333333	70	0.04666666666666667	0.03710158016621855	0.05854777035341267	0.034	0.058	0.0	0.04666666666666667	-1.1506336281551657	-0.4066377598002094	288.0	7.0	0.25	0.25
early_window_diagnostic	320	0.15	proportional	1.7	1.7	score_dependent	0.25	1500	1496	0.9973333333333333	599	0.3993333333333333	0.37483592885108813	0.4243450298672417	0.36	0.426	0.3993333333333333	0.0	1.6517312344722754	0.3968378303543942	288.0	21.0	0.2508591065292096	0.21836994664231119
early_window_diagnostic	320	0.3	crossing	2.0	0.5	administrative_only	0.0	1500	1500	1.0	1341	0.894	0.8774024989848888	0.9085846096076082	0.882	0.904	0.894	0.0	3.1998628399271842	0.5131833421073357	288.0	49.0	0.0	0.0
early_window_diagnostic	320	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	1500	1354	0.9026666666666666	618	0.412	0.387347557359362	0.43710202244738994	0.382	0.434	0.412	0.0	1.845532231880934	0.5330415889974828	288.0	15.0	0.25	0.25
early_window_diagnostic	320	0.3	crossing	2.0	0.5	independent	0.25	1500	1500	1.0	1335	0.89	0.8731585444191344	0.9048489996191241	0.87	0.904	0.89	0.0	3.209236114468551	0.5162677835441506	288.0	46.0	0.2491038966044426	0.20598171701112877
early_window_diagnostic	320	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	1304	0.8693333333333333	151	0.10066666666666667	0.0864453274698467	0.11692814453200492	0.098	0.104	0.0006666666666666666	0.1	-0.8598406629641677	-0.2570262760595914	288.0	14.0	0.25042372881355934	0.25042372881355934
early_window_diagnostic	320	0.3	crossing	2.0	0.5	score_dependent	0.25	1500	1500	1.0	1314	0.876	0.8583543616679741	0.8917247064304494	0.862	0.886	0.876	0.0	3.14943326068535	0.5279439743135899	288.0	44.5	0.24957912457912457	0.18706518150806362
early_window_diagnostic	320	0.3	early_only	2.2	1.0	administrative_only	0.0	1500	1500	1.0	1460	0.9733333333333334	0.9638923721492686	0.980356100102293	0.96	0.98	0.9733333333333334	0.0	3.8771310224125797	0.5942884532595151	288.0	54.0	0.0	0.0
early_window_diagnostic	320	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	1500	1446	0.964	859	0.5726666666666667	0.5474779727686473	0.597484116633353	0.526	0.616	0.5726666666666667	0.0	2.219084512398537	0.6121642302617345	289.0	17.0	0.24832184529440915	0.24832184529440915
early_window_diagnostic	320	0.3	early_only	2.2	1.0	independent	0.25	1500	1500	1.0	1449	0.966	0.9555730400929953	0.9740462304757956	0.952	0.98	0.966	0.0	3.718729755079054	0.5775279208035067	288.0	51.0	0.24828759089842833	0.20494854116706634
early_window_diagnostic	320	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	1460	0.9733333333333334	78	0.052	0.04186463169739715	0.06442413822788547	0.042	0.066	0.0026666666666666666	0.04933333333333333	-0.48521850290985036	-0.13452911976110138	288.0	17.0	0.24912887755721483	0.24912887755721483
early_window_diagnostic	320	0.3	early_only	2.2	1.0	score_dependent	0.25	1500	1500	1.0	1446	0.964	0.953325076335369	0.9723044119563026	0.956	0.97	0.964	0.0	3.6998764766086323	0.5861563441783144	288.0	49.0	0.25	0.17900071123755334
early_window_diagnostic	320	0.3	late_only	1.0	2.2	administrative_only	0.0	1500	1500	1.0	80	0.05333333333333334	0.04306062753158088	0.0658879972451146	0.034	0.074	0.032	0.021333333333333333	-0.028908454608190103	-0.005138990708492443	288.0	42.0	0.0	0.0
early_window_diagnostic	320	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	1500	1132	0.7546666666666667	58	0.03866666666666667	0.030029770987519036	0.049660450423635094	0.036	0.04	0.02	0.018666666666666668	0.03969347709753064	0.0103575134087475	288.0	12.0	0.25085328207816415	0.25085328207816415
early_window_diagnostic	320	0.3	late_only	1.0	2.2	independent	0.25	1500	1500	1.0	69	0.046	0.03650872245690122	0.05781070063702358	0.04	0.05	0.019333333333333334	0.02666666666666667	-0.039381236910948726	-0.006674895955984578	288.0	39.0	0.25	0.20962199312714777
early_window_diagnostic	320	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	1498	0.9986666666666667	762	0.508	0.48271210298631045	0.5332470261221667	0.506	0.51	0.0	0.508	-1.9794413102349604	-0.4543589495107362	288.0	23.0	0.2508710801393728	0.2508710801393728
early_window_diagnostic	320	0.3	late_only	1.0	2.2	score_dependent	0.25	1500	1500	1.0	65	0.043333333333333335	0.03414340356776986	0.054856309823329244	0.042	0.044	0.020666666666666667	0.02266666666666667	-0.0045380981733197726	-0.0008221647700379517	288.0	39.0	0.2491103202846975	0.1978798586572438
early_window_diagnostic	320	0.3	null	1.0	1.0	administrative_only	0.0	1500	1500	1.0	87	0.058	0.047261512311441406	0.07099660444519904	0.054	0.064	0.020666666666666667	0.037333333333333336	-0.015725710240982484	-0.0023241271618138102	288.0	47.0	0.0	0.0
early_window_diagnostic	320	0.3	null	1.0	1.0	event_risk_dependent	0.25	1500	1269	0.846	55	0.03666666666666667	0.028277917491892006	0.04742252164214284	0.03	0.042	0.02266666666666667	0.014	0.006764097045237386	0.0019279540776456195	288.0	14.0	0.2508591065292096	0.2508591065292096
early_window_diagnostic	320	0.3	null	1.0	1.0	independent	0.25	1500	1500	1.0	71	0.04733333333333333	0.03769502441859292	0.059284253526744726	0.04	0.056	0.02666666666666667	0.020666666666666667	0.021215924690730942	0.003363228502037247	288.0	45.0	0.24872854787394627	0.20689655172413793
early_window_diagnostic	320	0.3	null	1.0	1.0	joint_score_event_risk	0.25	1500	1499	0.9993333333333333	1013	0.6753333333333333	0.6512152107661607	0.698555702194629	0.638	0.698	0.0	0.6753333333333333	-2.327485759961	-0.539252799188487	288.0	23.5	0.24872854787394627	0.24872854787394627
early_window_diagnostic	320	0.3	null	1.0	1.0	score_dependent	0.25	1500	1500	1.0	75	0.05	0.040074440990789065	0.062224546657374286	0.032	0.072	0.017333333333333333	0.03266666666666666	-0.03446886336862899	-0.005385805907400128	288.0	45.0	0.24957912457912457	0.20354010025062658
early_window_diagnostic	320	0.3	proportional	1.7	1.7	administrative_only	0.0	1500	1500	1.0	1079	0.7193333333333334	0.696056651115549	0.7414894719418648	0.708	0.728	0.7193333333333334	0.0	2.578442583273153	0.4058040095636208	288.0	49.0	0.0	0.0
early_window_diagnostic	320	0.3	proportional	1.7	1.7	event_risk_dependent	0.25	1500	1375	0.9166666666666666	455	0.30333333333333334	0.28059650607108916	0.32707490334551553	0.28	0.334	0.302	0.0013333333333333333	1.5059225531709497	0.4143532842751023	288.0	15.0	0.24912887755721483	0.24912887755721483
early_window_diagnostic	320	0.3	proportional	1.7	1.7	independent	0.25	1500	1500	1.0	1000	0.6666666666666666	0.6424116914571223	0.6900701649694838	0.66	0.674	0.6666666666666666	0.0	2.4074303473615104	0.3937338470092321	288.0	47.0	0.2504180602006689	0.20774647887323944
early_window_diagnostic	320	0.3	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	1486	0.9906666666666667	149	0.09933333333333333	0.08520481966175386	0.1155087974886849	0.08	0.114	0.0006666666666666666	0.09866666666666667	-0.8538991381318384	-0.21261082529727476	288.0	20.0	0.24914085288803334	0.24914085288803334
early_window_diagnostic	320	0.3	proportional	1.7	1.7	score_dependent	0.25	1500	1500	1.0	997	0.6646666666666666	0.6403813992921241	0.6881106748573627	0.652	0.676	0.6646666666666666	0.0	2.425857619886223	0.3992296847968998	288.0	45.0	0.25	0.1848002481981767
late_landmark_diagnostic	120	0.15	crossing	2.0	0.5	administrative_only	0.0	1500	271	0.18066666666666667	73	0.048666666666666664	0.03888362661591451	0.06075550618083598	0.046	0.05	0.0	0.048666666666666664	-1.3650699774466348	-0.4487856287378523	99.0	7.0	0.0	0.0
late_landmark_diagnostic	120	0.15	crossing	2.0	0.5	event_risk_dependent	0.25	1500	0	0.0	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0			88.0	3.0	0.0963855421686747	0.0963855421686747
late_landmark_diagnostic	120	0.15	crossing	2.0	0.5	independent	0.25	1500	111	0.074	40	0.02666666666666667	0.019643899897707005	0.036107627850731475	0.014	0.036	0.0	0.02666666666666667	-1.7076583399722591	-0.5889384043642569	87.0	6.0	0.14942528735632185	0.14285714285714285
late_landmark_diagnostic	120	0.15	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	56	0.037333333333333336	39	0.026	0.019077262149612466	0.035344338173119584	0.02	0.03	0.0	0.026	-2.3975217198812784	-0.8154659546942249	88.5	5.0	0.10440891472868218	0.10440891472868218
late_landmark_diagnostic	120	0.15	crossing	2.0	0.5	score_dependent	0.25	1500	180	0.12	51	0.034	0.025953769524204383	0.04442695990700477	0.03	0.038	0.0006666666666666666	0.03333333333333333	-1.3204003117847796	-0.4421085440752572	88.0	6.0	0.13717105263157897	0.13333333333333333
late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	administrative_only	0.0	1500	152	0.10133333333333333	11	0.007333333333333333	0.004099723207137282	0.01308390919581488	0.004	0.012	0.002	0.005333333333333333	-0.15210343451187108	-0.05358113289837616	98.0	6.0	0.0	0.0
late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	event_risk_dependent	0.25	1500	0	0.0	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0			88.0	2.0	0.09338662790697674	0.09338662790697674
late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	independent	0.25	1500	51	0.034	5	0.0033333333333333335	0.0014246155236142537	0.00777945232509936	0.0	0.006	0.002	0.0013333333333333333	-0.20616760919035174	-0.07374834088167698	86.5	5.0	0.14793771043771042	0.14451137884872822
late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	4	0.0026666666666666666	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0	0.0006666666666666666	-0.8567184674810826	-0.31326095529639564	88.0	3.5	0.10112359550561797	0.10112359550561797
late_landmark_diagnostic	120	0.15	early_only	2.2	1.0	score_dependent	0.25	1500	47	0.03133333333333333	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0006666666666666666	0.0	0.07696258690700615	0.026706709635260967	87.0	5.0	0.1348314606741573	0.12964094728800613
late_landmark_diagnostic	120	0.15	late_only	1.0	2.2	administrative_only	0.0	1500	615	0.41	285	0.19	0.17094863912175895	0.21063510792475354	0.166	0.206	0.19	0.0	1.844001156631449	0.6004720704312776	101.0	9.0	0.0	0.0
late_landmark_diagnostic	120	0.15	late_only	1.0	2.2	event_risk_dependent	0.25	1500	5	0.0033333333333333335	2	0.0013333333333333333	0.00036572427558412626	0.0048485612960102115	0.0	0.002	0.0013333333333333333	0.0	1.8040678447181469	0.6033050097255162	89.0	3.0	0.10112359550561797	0.10112359550561797
late_landmark_diagnostic	120	0.15	late_only	1.0	2.2	independent	0.25	1500	312	0.208	149	0.09933333333333333	0.08520481966175386	0.1155087974886849	0.088	0.108	0.09933333333333333	0.0	1.977802135936856	0.6731973780998509	89.0	7.0	0.14772727272727273	0.1404807084123972
late_landmark_diagnostic	120	0.15	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	4	0.0026666666666666666	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0	-0.012766916076755924	-0.0024661274403775524	88.0	3.0	0.11764705882352941	0.11764705882352941
late_landmark_diagnostic	120	0.15	late_only	1.0	2.2	score_dependent	0.25	1500	149	0.09933333333333333	45	0.03	0.02249567967344073	0.03990548520352987	0.024	0.034	0.03	0.0	1.4950718171123893	0.4865599397663255	89.0	6.0	0.14583333333333334	0.1348314606741573
late_landmark_diagnostic	120	0.15	null	1.0	1.0	administrative_only	0.0	1500	369	0.246	18	0.012	0.0076039344422858795	0.018889189940611256	0.008	0.016	0.004	0.008	0.0997144802273467	0.033392973816725895	100.0	8.0	0.0	0.0
late_landmark_diagnostic	120	0.15	null	1.0	1.0	event_risk_dependent	0.25	1500	6	0.004	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0	-1.2251477989625337	-0.4472573088125757	89.0	3.0	0.09473684210526316	0.09473684210526316
late_landmark_diagnostic	120	0.15	null	1.0	1.0	independent	0.25	1500	167	0.11133333333333334	13	0.008666666666666666	0.005071820780159603	0.014771666474205405	0.002	0.012	0.004666666666666667	0.004	-0.05274667036638947	-0.0193116511555077	88.0	6.0	0.1470175438596491	0.1411764705882353
late_landmark_diagnostic	120	0.15	null	1.0	1.0	joint_score_event_risk	0.25	1500	13	0.008666666666666666	2	0.0013333333333333333	0.00036572427558412626	0.0048485612960102115	0.0	0.002	0.0	0.0013333333333333333	-1.1003699277670755	-0.3687671880872552	88.0	4.0	0.11627906976744186	0.11627906976744186
late_landmark_diagnostic	120	0.15	null	1.0	1.0	score_dependent	0.25	1500	148	0.09866666666666667	11	0.007333333333333333	0.004099723207137282	0.01308390919581488	0.002	0.01	0.005333333333333333	0.002	-0.22788486627272705	-0.08364725988143693	88.0	6.0	0.14793771043771042	0.14124040920716113
late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	administrative_only	0.0	1500	315	0.21	68	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.038	0.056	0.04533333333333334	0.0	1.1263148921531494	0.37689927125829414	99.0	7.0	0.0	0.0
late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	event_risk_dependent	0.25	1500	5	0.0033333333333333335	1	0.0006666666666666666	0.00011769273167436408	0.0037666654142135486	0.0	0.002	0.0006666666666666666	0.0	0.737059932412288	0.22155205364493288	88.0	3.0	0.0971675845790716	0.0971675845790716
late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	independent	0.25	1500	141	0.094	30	0.02	0.014044885285323426	0.02840736820605081	0.02	0.02	0.019333333333333334	0.0006666666666666666	1.1702512023618616	0.3767804772748052	87.0	6.0	0.14606741573033707	0.14124040920716113
late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	joint_score_event_risk	0.25	1500	4	0.0026666666666666666	0	0.0	0.0	0.002554430720181488	0.0	0.0	0.0	0.0	-0.5767769751779505	-0.21696976567489223	87.0	3.0	0.10638297872340426	0.10638297872340426
late_landmark_diagnostic	120	0.15	proportional	1.7	1.7	score_dependent	0.25	1500	72	0.048	9	0.006	0.0031598175797059123	0.011363959971833398	0.004	0.008	0.006	0.0	0.8751865552156901	0.30175531154552376	88.0	5.0	0.1368421052631579	0.12790697674418605
late_landmark_diagnostic	120	0.3	crossing	2.0	0.5	administrative_only	0.0	1500	1383	0.922	605	0.4033333333333333	0.37878512264332326	0.4283754006292451	0.37	0.426	0.0	0.4033333333333333	-1.807165891059659	-0.516507375025664	90.0	14.0	0.0	0.0
late_landmark_diagnostic	120	0.3	crossing	2.0	0.5	event_risk_dependent	0.25	1500	596	0.3973333333333333	226	0.15066666666666667	0.13345716003552036	0.16966086889431312	0.136	0.164	0.0	0.15066666666666667	-1.624386704889183	-0.5254548097739747	81.0	9.0	0.0687293339631554	0.0687293339631554
late_landmark_diagnostic	120	0.3	crossing	2.0	0.5	independent	0.25	1500	1072	0.7146666666666667	403	0.26866666666666666	0.2468465178469807	0.2916686654328899	0.26	0.274	0.0	0.26866666666666666	-1.6323202310012879	-0.5028900711137952	79.0	11.0	0.1511627906976744	0.136986301369863
late_landmark_diagnostic	120	0.3	crossing	2.0	0.5	joint_score_event_risk	0.25	1500	1025	0.6833333333333333	603	0.402	0.3774685345457889	0.42703213387536676	0.396	0.406	0.0	0.402	-2.163420141852622	-0.6688595547452385	82.0	11.0	0.07362240289069558	0.07362240289069558
late_landmark_diagnostic	120	0.3	crossing	2.0	0.5	score_dependent	0.25	1500	1240	0.8266666666666667	450	0.3	0.27734428397862837	0.32367748830944415	0.294	0.312	0.0	0.3	-1.6368522815235749	-0.4900092118714634	80.0	12.0	0.125	0.1193064182194617
late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	administrative_only	0.0	1500	1166	0.7773333333333333	53	0.035333333333333335	0.027114104896545657	0.045926479386076344	0.03	0.04	0.020666666666666667	0.014666666666666666	-0.03853938594580181	-0.011966919366824922	88.0	12.0	0.0	0.0
late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	event_risk_dependent	0.25	1500	380	0.25333333333333335	13	0.008666666666666666	0.005071820780159603	0.014771666474205405	0.004	0.012	0.004666666666666667	0.004	-0.04812434617005506	-0.014455453894301624	80.0	8.0	0.0625	0.0625
late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	independent	0.25	1500	825	0.55	43	0.028666666666666667	0.02135141634283941	0.03838989368271835	0.022	0.036	0.012666666666666666	0.016	-0.05716968725480645	-0.018201423720306677	78.0	10.0	0.14864864864864866	0.1372431506849315
late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	joint_score_event_risk	0.25	1500	622	0.4146666666666667	57	0.038	0.029445029308207155	0.04891526467724054	0.032	0.042	0.0013333333333333333	0.03666666666666667	-0.7639461600713514	-0.2516350432882589	80.0	9.0	0.06976744186046512	0.06976744186046512
late_landmark_diagnostic	120	0.3	early_only	2.2	1.0	score_dependent	0.25	1500	843	0.562	37	0.024666666666666667	0.017948070059721124	0.033813675411598076	0.018	0.03	0.01	0.014666666666666666	-0.08941379472547499	-0.02794302111150193	79.0	10.0	0.12195121951219512	0.1125
late_landmark_diagnostic	120	0.3	late_only	1.0	2.2	administrative_only	0.0	1500	1467	0.978	843	0.562	0.5367654706678133	0.5869177799228842	0.556	0.572	0.562	0.0	2.1358675936844755	0.5792791395738447	93.0	17.0	0.0	0.0
late_landmark_diagnostic	120	0.3	late_only	1.0	2.2	event_risk_dependent	0.25	1500	846	0.564	423	0.282	0.2598077776927064	0.30530595410129263	0.274	0.288	0.282	0.0	1.9713823499715362	0.6376140240978514	82.0	10.0	0.07228915662650602	0.07228915662650602
late_landmark_diagnostic	120	0.3	late_only	1.0	2.2	independent	0.25	1500	1350	0.9	676	0.45066666666666666	0.425644988654407	0.4759403818433176	0.436	0.46	0.45066666666666666	0.0	1.9398604767943908	0.5812544300529116	82.0	14.0	0.14864864864864866	0.13580246913580246
late_landmark_diagnostic	120	0.3	late_only	1.0	2.2	joint_score_event_risk	0.25	1500	596	0.3973333333333333	68	0.04533333333333334	0.03591646328500114	0.05707303238321723	0.036	0.052	0.043333333333333335	0.002	0.6437894111044027	0.21437515601558946	80.0	9.0	0.0975609756097561	0.0975609756097561
late_landmark_diagnostic	120	0.3	late_only	1.0	2.2	score_dependent	0.25	1500	1142	0.7613333333333333	482	0.32133333333333336	0.2981830732749409	0.34539637663573736	0.3	0.336	0.32133333333333336	0.0	1.7087671016134158	0.5558927005071499	82.0	12.0	0.1465040650406504	0.11978260869565217
late_landmark_diagnostic	120	0.3	null	1.0	1.0	administrative_only	0.0	1500	1395	0.93	83	0.05533333333333333	0.04485824885472669	0.06808015819908805	0.048	0.062	0.03	0.025333333333333333	0.0761217632106388	0.021416079192406543	90.0	14.0	0.0	0.0
late_landmark_diagnostic	120	0.3	null	1.0	1.0	event_risk_dependent	0.25	1500	619	0.4126666666666667	29	0.019333333333333334	0.013494449728682224	0.027627876336985588	0.012	0.024	0.010666666666666666	0.008666666666666666	-0.04200636002708906	-0.013699525168815662	82.0	9.0	0.06756756756756757	0.06756756756756757
late_landmark_diagnostic	120	0.3	null	1.0	1.0	independent	0.25	1500	1172	0.7813333333333333	53	0.035333333333333335	0.027114104896545657	0.045926479386076344	0.03	0.042	0.020666666666666667	0.014666666666666666	0.011637060049424471	0.00343991869287058	79.0	12.0	0.14473684210526316	0.13373983739837397
late_landmark_diagnostic	120	0.3	null	1.0	1.0	joint_score_event_risk	0.25	1500	706	0.4706666666666667	103	0.06866666666666667	0.056939845516550396	0.08259711005139284	0.062	0.078	0.0006666666666666666	0.068	-0.9380148616369632	-0.29777587882522016	80.0	9.0	0.09523809523809523	0.09523809523809523
late_landmark_diagnostic	120	0.3	null	1.0	1.0	score_dependent	0.25	1500	1132	0.7546666666666667	56	0.037333333333333336	0.028861071509391153	0.04816929505035013	0.026	0.048	0.018666666666666668	0.018666666666666668	-0.040781475308949336	-0.013602622698173878	80.0	12.0	0.14285714285714285	0.12790697674418605
